BGC0000095	MiBIG	Micromonospora sp. CMS	Polyketide	-	-	micromonolactam	100
BGC0000679	MiBIG	Micromonospora sp. M42	Terpene	-	-	diazepinomicin	100
BGC0001303	MiBIG	Micromonospora sp. RL09-050-HVF-A	Polyketide	-	-	lobosamide	100
BGC0001073	MiBIG	Micromonospora sp. TP-A0468	NRP-Polyketide	-	-	kosinostatin	100
BGC0001195	MiBIG	Nocardiopsis sp. CMB-M0232	NRP-Polyketide	-	-	nocardiopsin	100
BGC0000814	MiBIG	Nonomuraea longicatena Actinobacteria	Alkaloid	-	-	K-252a	100
BGC0000289	MiBIG	Nonomuraea sp. ATCC	NRP-Saccharide	-	-	A40926	100
BGC0001038	MiBIG	Nonomuraea spiralis Actinobacteria	NRP-Polyketide	-	-	pyralomicin	100
BGC0000116	MiBIG	polyene Polyketide Pseudonocardia	Pseudonocardia	-	-	nystatin-like	100
BGC0000439	MiBIG	Saccharomonospora sp. CNQ490	NRP	-	-	taromycin	100
BGC0000316	MiBIG	Saccharothrix mutabilis subsp.	NRP	-	-	capreomycin	100
BGC0000333	MiBIG	Salinispora arenicola CNS-205	NRP	-	-	cyclomarin	100
BGC0000137	MiBIG	Salinispora arenicola CNS-205	Polyketide	-	-	rifamycin	100
BGC0000827	MiBIG	Salinispora arenicola CNS-205	Alkaloid	-	-	staurosporine	100
BGC0001237	MiBIG	Salinispora pacifica DSM	Polyketide	-	-	thiolactomycin	100
BGC0000145	MiBIG	Polyketide Salinispora tropica	A	-	-	salinosporamide	100
BGC0000142	MiBIG	Salinispora tropica CNB-440	Polyketide	-	-	salinilactam	100
BGC0001041	MiBIG	Salinispora tropica CNB-440	NRP-Polyketide	-	-	salinosporamide	100
BGC0000498	MiBIG	RiPP Streptococcus equinus	HJ50	-	-	bovicin	100
BGC0000548	MiBIG	RiPP Streptococcus salivarius	A	-	-	salivaricin	100
BGC0000561	MiBIG	RiPP Streptococcus thermophilus	1277	-	-	thermophilin	100
BGC0000141	MiBIG	Streptomyces achromogenes subsp.	Polyketide	-	-	rubradirin	100
BGC0001236	MiBIG	Streptomyces afghaniensis Actinobacteria	Polyketide	-	-	thiotetroamide	100
BGC0000881	MiBIG	Streptomyces ahygroscopicus subsp.	Other	-	-	toyocamycin	100
BGC0000052	MiBIG	Streptomyces aizunensis Actinobacteria	Polyketide	-	-	ECO-02301	100
BGC0000211	MiBIG	Streptomyces albaduncus Actinobacteria	Polyketide	-	-	chrysomycin	100
BGC0001150	MiBIG	Streptomyces alboniger DSM	Polyketide	-	-	pamamycin	100
BGC0000143	MiBIG	Streptomyces albus Actinobacteria	Polyketide	-	-	salinomycin	100
BGC0000144	MiBIG	Streptomyces albus Actinobacteria	Polyketide	-	-	salinomycin	100
BGC0000546	MiBIG	Streptomyces albus J1074	RiPP	-	-	SAL-2242	100
BGC0000327	MiBIG	Streptomyces ambofaciens ATCC	NRP	-	-	congocidine	100
BGC0000151	MiBIG	Streptomyces ambofaciens ATCC	Polyketide-Saccharide	-	-	stambomycin	100
BGC0000935	MiBIG	Streptomyces antibioticus Actinobacteria	Other	-	-	esmeraldin	100
BGC0000079	MiBIG	Streptomyces antibioticus Actinobacteria	Polyketide	-	-	indanomycin	100
BGC0000883	MiBIG	Streptomyces arginensis Actinobacteria	Other	-	-	arginomycin	100
BGC0001101	MiBIG	Streptomyces atroolivaceus Actinobacteria	NRP-Polyketide	-	-	leinamycin	100
BGC0000209	MiBIG	Streptomyces aureofaciens Actinobacteria	Polyketide	-	-	chlortetracycline	100
BGC0001003	MiBIG	Streptomyces aureofaciens Actinobacteria	NRP-Polyketide-Saccharide	-	-	lipomycin	100
BGC0000213	MiBIG	Streptomyces aureus Actinobacteria	Polyketide	-	-	colabomycin	100
BGC0000117	MiBIG	Streptomyces avermitilis Actinobacteria	Polyketide	-	-	oligomycin	100
BGC0000059	MiBIG	Streptomyces avermitilis MA-4680	Polyketide	-	-	filipin	100
BGC0000035	MiBIG	Streptomyces bikiniensis Actinobacteria	Polyketide	-	-	chalcomycin	100
BGC0001177	MiBIG	Streptomyces bottropensis Actinobacteria	Polyketide	-	-	mensacaricin	100
BGC0001297	MiBIG	Streptomyces calvus Actinobacteria	NRP	-	-	WS9326	100
BGC0000111	MiBIG	Streptomyces carzinostaticus Actinobacteria	Polyketide	-	-	neocarzilin	100
BGC0000903	MiBIG	Streptomyces cattleya Actinobacteria	Other	-	-	fluorometabolite	100
BGC0000032	MiBIG	Streptomyces chartreusis NRRL	Polyketide	-	-	calcimycin	100
BGC0000108	MiBIG	Streptomyces chattanoogensis Actinobacteria	Polyketide	-	-	natamycin	100
BGC0000100	MiBIG	Streptomyces cinnamonensis Actinobacteria	Polyketide	-	-	monensin	100
BGC0000503	MiBIG	Streptomyces cinnamoneus Actinobacteria	RiPP	-	-	cinnamycin	100
BGC0000373	MiBIG	Streptomyces clavuligerus ATCC	NRP	-	-	holomycin	100
BGC0000826	MiBIG	Streptomyces clavuligerus ATCC	Alkaloid	-	-	staurosporine	100
BGC0000315	MiBIG	NRP Streptomyces coelicolor	antibiotic	-	-	calcium-dependent	100
BGC0001063	MiBIG	Streptomyces coelicolor A3(2)	NRP-Polyketide	-	-	undecylprodigiosin	100
BGC0001070	MiBIG	Streptomyces collinus Tu	NRP-Polyketide	-	-	kirromycin	100
BGC0000109	MiBIG	Streptomyces cyaneogriseus subsp.	Polyketide	-	-	nemadectin	100
BGC0000197	MiBIG	Streptomyces echinatus Actinobacteria	Polyketide-Saccharide	-	-	aranciamycin	100
BGC0000291	MiBIG	Streptomyces fradiae Actinobacteria	NRP	-	-	A54145	100
BGC0000938	MiBIG	Streptomyces fradiae Actinobacteria	Other	-	-	fosfomycin	100
BGC0000341	MiBIG	Streptomyces fungicidicus Actinobacteria	NRP	-	-	enduracidin	100
BGC0000058	MiBIG	Streptomyces graminofaciens Actinobacteria	Polyketide	-	-	FD-891	100
BGC0000874	MiBIG	Streptomyces griseochromogenes Actinobacteria	Other	-	-	blasticidin	100
BGC0000158	MiBIG	Streptomyces griseochromogenes Actinobacteria	Polyketide	-	-	tautomycetin	100
BGC0000496	MiBIG	Streptomyces griseus subsp.	RiPP	-	-	AmfS	100
BGC0000662	MiBIG	Streptomyces griseus subsp.	Terpene	-	-	grixazone	100
BGC0000603	MiBIG	Streptomyces hygroscopicus Actinobacteria	RiPP	-	-	cyclothiazomycin	100
BGC0000345	MiBIG	Streptomyces hygroscopicus Actinobacteria	NRP-Polyketide	-	-	eponemycin	100
BGC0000066	MiBIG	Streptomyces hygroscopicus Actinobacteria	Polyketide	-	-	geldanamycin	100
BGC0000068	MiBIG	Streptomyces hygroscopicus Actinobacteria	Polyketide	-	-	geldanamycin	100
BGC0000074	MiBIG	Streptomyces hygroscopicus Actinobacteria	Polyketide	-	-	herbimycin	100
BGC0000388	MiBIG	Streptomyces hygroscopicus Actinobacteria	NRP	-	-	mannopeptimycin	100
BGC0000994	MiBIG	Streptomyces hygroscopicus subsp.	NRP-Polyketide	-	-	FK520	100
BGC0000703	MiBIG	Streptomyces kanamyceticus Actinobacteria	Saccharide	-	-	kanamycin	100
BGC0000086	MiBIG	Streptomyces lasaliensis Actinobacteria	Polyketide	-	-	lasalocid	100
BGC0000087	MiBIG	Streptomyces lasaliensis Actinobacteria	Polyketide	-	-	lasalocid	100
BGC0001287	MiBIG	B-chaxamycin C-chaxamycin D	A-chaxamycin	-	-	chaxamycin	100
BGC0000163	MiBIG	Streptomyces longisporoflavus Actinobacteria	Polyketide	-	-	tetronasin	100
BGC0001046	MiBIG	Streptomyces lydicus Actinobacteria	NPR-Polyketide-Saccharide	-	-	streptolydigin	100
BGC0001145	MiBIG	RiPP Streptomyces mobaraensis	B	-	-	cyclothiazomycin	100
BGC0000885	MiBIG	Streptomyces murayamaensis Actinobacteria	Other	-	-	4-hydroxy-3-nitrosobenzamide	100
BGC0000093	MiBIG	Streptomyces nanchangensis Actinobacteria	Polyketide	-	-	meilingmycin	100
BGC0000105	MiBIG	Streptomyces nanchangensis Actinobacteria	Polyketide	-	-	nanchangmycin	100
BGC0000899	MiBIG	Streptomyces narbonensis Actinobacteria	Other	-	-	desosamine	100
BGC0001147	MiBIG	Streptomyces netropsis Actinobacteria	NRP	-	-	distamycin	100
BGC0000040	MiBIG	Polyketide Streptomyces neyagawaensis	A	-	-	concanamycin	100
BGC0000015	MiBIG	Streptomyces nodosus Actinobacteria	Polyketide	-	-	amphotericin	100
BGC0000187	MiBIG	Streptomyces nodosus subsp.	Polyketide	-	-	asukamycin	100
BGC0000115	MiBIG	Streptomyces noursei ATCC	Polyketide-Saccharide	-	-	nystatin	100
BGC0000625	MiBIG	Streptomyces olivoviridis Actinobacteria	RiPP	-	-	thioviridamide	100
BGC0000126	MiBIG	Streptomyces platensis Actinobacteria	Polyketide	-	-	pladienolide	100
BGC0000952	MiBIG	Streptomyces pristinaespiralis Actinobacteria	NRP-Polyketide	-	-	pristinamycin	100
BGC0000060	MiBIG	Streptomyces pulveraceus Actinobacteria	Polyketide	-	-	fostriecin	100
BGC0001040	MiBIG	Streptomyces rapamycinicus Actinobacteria	NRP-Polyketide	-	-	rapamycin	100
BGC0000263	MiBIG	Streptomyces ravidus Actinobacteria	Polyketide	-	-	ravidomycin	100
BGC0000264	MiBIG	Streptomyces resistomycificus Actinobacteria	Polyketide	-	-	resistomycin	100
BGC0000882	MiBIG	Streptomyces rimofaciens Actinobacteria	Other	-	-	mildiomycin	100
BGC0000879	MiBIG	Streptomyces rimosus Actinobacteria	Other	-	-	toyocamycin/sangivamycin	100
BGC0000553	MiBIG	Streptomyces roseosporus NRRL	RiPP	-	-	SRO15-2212	100
BGC0000960	MiBIG	NRP-Polyketide Streptomyces sahachiroi	B	-	-	azinomycin	100
BGC0001194	MiBIG	Streptomyces scabrisporus Actinobacteria	Polyketide	-	-	hitachimycin	100
BGC0001196	MiBIG	Streptomyces scopuliridis Actinobacteria	NRP	-	-	desotamide	100
BGC0001052	MiBIG	Streptomyces sp. 307-9	NRP-Polyketide	-	-	tirandamycin	100
BGC0000157	MiBIG	Streptomyces sp. CK4412	Polyketide	-	-	tautomycetin	100
BGC0000195	MiBIG	Streptomyces sp. CM020	Polyketide	-	-	alnumycin	100
BGC0001230	MiBIG	Streptomyces sp. CNB091	NRP-Polyketide	-	-	salinamides	100
BGC0001172	MiBIG	NRP-Polyketide Streptomyces sp.	A	-	-	chlorizidine	100
BGC0000091	MiBIG	Streptomyces sp. CNQ-617	Polyketide	-	-	marineosin	100
BGC0000106	MiBIG	Streptomyces sp. CS	Polyketide	-	-	naphthomycin	100
BGC0000973	MiBIG	NRP-Polyketide Streptomyces sp.	A	-	-	collismycin	100
BGC0001233	MiBIG	Streptomyces sp. DSM	NRP	-	-	feglymycin	100
BGC0000029	MiBIG	Streptomyces sp. DSM	Polyketide	-	-	BE-14106	100
BGC0000053	MiBIG	Streptomyces sp. DSM4137	Polyketide	-	-	elaiophylin	100
BGC0000049	MiBIG	Streptomyces sp. Eco86	Polyketide	-	-	E-492-E-975	100
BGC0000034	MiBIG	Streptomyces sp. FR-008	Polyketide	-	-	candicidin	100
BGC0000061	MiBIG	Streptomyces sp. FR-008	Polyketide	-	-	FR-008	100
BGC0001183	MiBIG	Streptomyces sp. FXJ7.023	Polyketide	-	-	lobophorin	100
BGC0000123	MiBIG	Polyketide Streptomyces sp.	B	-	-	phoslactomycin	100
BGC0001119	MiBIG	Streptomyces sp. HKI0576	Polyketide	-	-	divergolide	100
BGC0000665	MiBIG	Streptomyces sp. HKI0576	Alkaloid-Terpene	-	-	xiamycin	100
BGC0000971	MiBIG	Streptomyces sp. JS360	NRP-Polyketide	-	-	cinnabaramide	100
BGC0000998	MiBIG	Streptomyces sp. K01-0509	NRP-Polyketide	-	-	guadinomine	100
BGC0000075	MiBIG	Streptomyces sp. LZ35	Polyketide	-	-	hygrocin	100
BGC0000042	MiBIG	Streptomyces sp. MJ635-86F5	Polyketide	-	-	cremimycin	100
BGC0000078	MiBIG	Streptomyces sp. ML694-90F3	Polyketide	-	-	incednine	100
BGC0000097	MiBIG	Streptomyces sp. MP39-85	Polyketide	-	-	ML-449	100
BGC0000164	MiBIG	Streptomyces sp. NRRL	Polyketide	-	-	tetronomycin	100
BGC0001292	MiBIG	Streptomyces sp. NRRL	Other	-	-	A33853	100
BGC0001146	MiBIG	RiPP Streptomyces sp.	C	-	-	cyclothiazomycin	100
BGC0000288	MiBIG	Streptomyces sp. SANK	NRP	-	-	A-503083	100
BGC0000666	MiBIG	Streptomyces sp. SCSIO	Terpene	-	-	xiamycin	100
BGC0000135	MiBIG	Streptomyces sp. SN-593	Polyketide	-	-	reveromycin	100
BGC0000825	MiBIG	Streptomyces sp. TP-A0274	Alkaloid	-	-	staurosporine	100
BGC0000235	MiBIG	Streptomyces sp. W007	Polyketide	-	-	kiamycin	100
BGC0000889	MiBIG	Streptomyces sp. WK-5344	Other	-	-	bagremycin	100
BGC0000957	MiBIG	NRP-Polyketide Streptomyces sp.	(mycotrienin)	-	-	ansatrienin	100
BGC0000159	MiBIG	Streptomyces spiroverticillatus Actinobacteria	Polyketide	-	-	tautomycin	100
BGC0000273	MiBIG	Streptomyces steffisburgensis Actinobacteria	Polyketide-Saccharide	-	-	steffimycin	100
BGC0001204	MiBIG	Streptomyces versipellis Actinobacteria	Polyketide	-	-	versipelostatin	100
BGC0000458	MiBIG	Streptomyces vinaceus Actinobacteria	NRP	-	-	viomycin	100
BGC0000227	MiBIG	Streptomyces violaceoruber Actinobacteria	Polyketide	-	-	granaticin	100
BGC0001116	MiBIG	Streptomyces virginiae Actinobacteria	NRP-Polyketide	-	-	virginiamycin	100
BGC0000379	MiBIG	Streptomyces viridochromogenes Actinobacteria	NRP	-	-	laspartomycin	100
BGC0000406	MiBIG	Streptomyces viridochromogenes Actinobacteria	NRP	-	-	phosphinothricin	100
BGC0000026	MiBIG	Saccharide Streptomyces viridochromogenes	A	-	-	avilamycin	100
BGC0000001	MiBIG	Verrucosispora maris AB-18-032	Polyketide	-	-	abyssomicin	100
BGC0001126	MiBIG	Fischerella ambigua UTEX	Alkaloid-Terpene	-	-	ambiguine	100
BGC0000668	MiBIG	Hapalosiphon welwitschii UTEX	Alkaloid-Terpene	-	-	welwitindolinone	100
BGC0000502	MiBIG	A2-cerecidin A3-cerecidin A4-cerecidin	A1-cerecidin	-	-	cerecidin-cerecidin	100
BGC0000516	MiBIG	RiPP Geobacillus sp.	II	-	-	geobacillin	100
BGC0001094	MiBIG	Burkholderia ambifaria AMMD	NRP-Polyketide	-	-	enacyloxin	100
BGC0001113	MiBIG	Burkholderia sp. FERM	NRP-Polyketide	-	-	spliceostatin-FR901464	100
BGC0001114	MiBIG	Burkholderia thailandensis Proteobacteria	NRP-Polyketide	-	-	thailanstatin	100
BGC0000961	MiBIG	Burkholderia thailandensis E264	NRP-Polyketide	-	-	bactobolin	100
BGC0000186	MiBIG	Burkholderia thailandensis E264	NRP-Polyketide	-	-	thailandamide	100
BGC0000761	MiBIG	Methylobacillus sp. 12S	Saccharide	-	-	exopolysaccharide	100
BGC0001299	MiBIG	Sorangium cellulosum Proteobacteria	Polyketide	-	-	chlorotonil	100
BGC0000972	MiBIG	Escherichia coli Proteobacteria	NRP-Polyketide	-	-	colibactin	100
BGC0000323	MiBIG	Pseudomonas cichorii Proteobacteria	NRP	-	-	cichofactin	100
BGC0000329	MiBIG	Pseudomonas corrugata Proteobacteria	NRP	-	-	corpeptin	100
BGC0000447	MiBIG	Pseudomonas costantinii Proteobacteria	NRP	-	-	tolaasin	100
BGC0000182	MiBIG	Pseudomonas fluorescens Proteobacteria	Polyketide	-	-	mupirocin	100
BGC0001346	MiBIG	Pseudomonas fluorescens BW11P2	NRP	-	-	bananamides	100
BGC0001208	MiBIG	Pseudomonas poae RE*1-1-14	NRP	-	-	poaeamide	100
BGC0000399	MiBIG	Pseudomonas protegens Pf-5	NRP	-	-	orfamide	100
BGC0000411	MiBIG	Pseudomonas putida Proteobacteria	NRP	-	-	putisolvin	100
BGC0000462	MiBIG	Pseudomonas putida Proteobacteria	NRP	-	-	WLIP	100
BGC0000995	MiBIG	Pseudomonas sp. 2663	NRP-Polyketide	-	-	FR901464	100
BGC0001096	MiBIG	Pseudomonas sp. 2663	NRP-Polyketide	-	-	FR901464	100
BGC0000398	MiBIG	Pseudomonas sp. CMR12a	NRP	-	-	orfamide	100
BGC0000425	MiBIG	Pseudomonas sp. CMR12a	NRP	-	-	sessilin	100
BGC0000128	MiBIG	Pseudomonas sp. M18	Polyketide	-	-	pyoluteorin	100
BGC0000305	MiBIG	Pseudomonas sp. MIS38	NRP	-	-	arthrofactin	100
BGC0001045	MiBIG	Pseudomonas sp. Q71576	NRP-Polyketide	-	-	spiruchostatin	100
BGC0001149	MiBIG	Pseudomonas sp. SHC52	NRP-Saccharide	-	-	brabantamide	100
BGC0001347	MiBIG	NRP Pseudomonas synxantha	B	-	-	poaeamide	100
BGC0001047	MiBIG	NRP-Polyketide Pseudomonas syringae	A	-	-	syringolin	100
BGC0000437	MiBIG	Pseudomonas syringae pv.	NRP	-	-	syringomycin	100
BGC0000435	MiBIG	Pseudomonas syringae pv.	NRP	-	-	syringafactin	100
BGC0000200	MiBIG	uncultured bacterium Unknown	Polyketide-Saccharide	-	-	arixanthomycin	100
BGC0000221	MiBIG	uncultured soil bacterium	Polyketide	-	-	erdacin	100
BGC0001312	MiBIG	Pseudomonas fluorescens SBW25	NRP	-	-	viscosin	100
BGC0001333	MiBIG	uncultured bacterium AB1650	Alkaloid	-	-	BE-54017	100
BGC0001334	MiBIG	cladoniamide B-cladoniamide C-cladoniamide	A,	-	-	cladoniamide	100
BGC0001335	MiBIG	B-borregomycin C-borregomycin D	A-borregomycin	-	-	borregomycin	100
BGC0001337	MiBIG	B-lazarimide C Alkaloid	A-lazarimide	-	-	lazarimide	100
BGC0001346	MiBIG	Pseudomonas fluorescens Proteobacteria	NRP	-	-	bananamides	100
BGC0001347	MiBIG	NRP Pseudomonas synxantha	B	-	-	poaeamide	100
BGC0001348	MiBIG	Streptomyces varsoviensis Actinobacteria	Polyketide	-	-	JBIR-100	100
BGC0001349	MiBIG	Streptomyces sp. SCSIO	NRP-Polyketide	-	-	heronamide	100
BGC0001352	MiBIG	NRP-Polyketide Streptomyces olivaceus	3010	-	-	Tu	100
BGC0001354	MiBIG	Streptomyces thiolactonus Actinobacteria	NRP-Polyketide	-	-	U-68204	100
BGC0001355	MiBIG	Streptomyces sp. MG11	NRP-Polyketide	-	-	U-68204	100
BGC0001359	MiBIG	Streptomyces caniferus Actinobacteria	Polyketide	-	-	PM100117-PM100118	100
BGC0001370	MiBIG	8D1-2 NRP Streptomyces	8D1-1-lipopeptide	-	-	lipopeptide	100
BGC0001374	MiBIG	Streptomyces albogriseolus Actinobacteria	Other	-	-	thienodolin	100
BGC0001381	MiBIG	B-brasilinolide C Polyketide	A-brasilinolide	-	-	brasilinolide	100
BGC0001384	MiBIG	Polyketide Streptomyces sp.	E	-	-	saprolmycin	100
BGC0001386	MiBIG	Streptomyces sp. RI-77	Polyketide	-	-	JBIR-76-JBIR-77	100
BGC0001387	MiBIG	Streptomyces calvus Actinobacteria	Other	-	-	nucleocidin	100
BGC0001389	MiBIG	Pseudomonas cichorii Proteobacteria	NRP	-	-	cichopeptin	100
BGC0001406	MiBIG	Streptomyces canus Actinobacteria	NRP	-	-	telomycin	100
BGC0001416	MiBIG	Pseudomonas sp. In5	NRP	-	-	nunapeptin-nunamycin	100
BGC0001433	MiBIG	Polyketide Streptomyces argillaceus	P	-	-	argimycin	100
BGC0001437	MiBIG	Pseudomonas fluorescens Proteobacteria	NRP	-	-	obafluorin	100
BGC0001439	MiBIG	Streptomyces sp. CS113	Polyketide-Saccharide	-	-	cervimycin	100
BGC0001441	MiBIG	C Other Streptomyces	A-belactosin	-	-	belactosin	100
BGC0001448	MiBIG	uncultured bacterium Unclassified	NRP	-	-	malacidin	100
BGC0001452	MiBIG	Streptomyces sp. Actinobacteria	Polyketide	-	-	sipanmycin	100
BGC0001477	MiBIG	Streptomyces sp. ID38640	NRP-Polyketide	-	-	lydicamycin	100
BGC0001480	MiBIG	Methylobacter tundripaludum 21/22	Other	-	-	tundrenone	100
BGC0001484	MiBIG	Actinomadura sp. ATCC	Other	-	-	2'-chloropentostatin-2'-amino-2'-deoxyadenosine	100
BGC0001491	MiBIG	Couchioplanes caeruleus subsp.	Polyketide	-	-	67-121C	100
BGC0001492	MiBIG	Polyketide Streptomyces sp.	M-X	-	-	abyssomicins	100
BGC0001500	MiBIG	Actinoallomurus sp. ID145698	Polyketide	-	-	allocyclinone	100
BGC0001501	MiBIG	Fischerella sp. TAU	Alkaloid	-	-	ambiguine	100
BGC0001509	MiBIG	Pseudomonas fluorescens Proteobacteria	NRP	-	-	anikasin	100
BGC0001510	MiBIG	Streptomyces hygrospinosus Actinobacteria	Other	-	-	anisomycin	100
BGC0001511	MiBIG	Polyketide Actinosynnema pretiosum	P-3	-	-	ansamitocin	100
BGC0001522	MiBIG	Streptomyces filamentosus Actinobacteria	Polyketide	-	-	auroramycin	100
BGC0001537	MiBIG	Polyketide Streptomyces sp.	A	-	-	butyrolactol	100
BGC0001561	MiBIG	Streptomyces curacoi Actinobacteria	NRP	-	-	curacomycin	100
BGC0001569	MiBIG	Streptomyces noursei ATCC	NRP	-	-	dechlorocuracomycin	100
BGC0001580	MiBIG	Kitasatospora aburaviensis Actinobacteria	Polyketide	-	-	ebelactone	100
BGC0001581	MiBIG	Streptomyces aizunensis Actinobacteria	Polyketide	-	-	ECO-02301	100
BGC0001590	MiBIG	Polyketide Streptomyces sp.	A-M	-	-	formicamycins	100
BGC0001592	MiBIG	Streptomyces lunaelactis Actinobacteria	Other	-	-	ferroverdin	100
BGC0001593	MiBIG	Streptomyces ficellus Actinobacteria	NRP	-	-	ficellomycin	100
BGC0001594	MiBIG	Fischerella muscicola UTEX	Alkaloid	-	-	fischerindole	100
BGC0001597	MiBIG	Polyketide Actinomadura fulva	b2	-	-	fluvirucin	100
BGC0001598	MiBIG	NRP-Polyketide Streptomyces diastatochromogenes	A-D	-	-	foxicins	100
BGC0001612	MiBIG	Fischerella ambigua UTEX	Alkaloid	-	-	hapalindole-ambiguine	100
BGC0001619	MiBIG	Streptomyces sp. WAC2288	Polyketide	-	-	ibomycin	100
BGC0001623	MiBIG	Streptomyces sp. MSC090213JE08	NRP-Polyketide	-	-	ishigamide	100
BGC0001625	MiBIG	Streptomyces sp. CB01883	Polyketide	-	-	isofuranonaphthoquinone	100
BGC0001643	MiBIG	Polyketide Streptomyces sp.	A-C	-	-	lactomycins	100
BGC0001648	MiBIG	Streptomyces sp. Actinobacteria	Polyketide	-	-	lasalocid	100
BGC0001650	MiBIG	Lysobacter enzymogenes Proteobacteria	NRP	-	-	Le-pyrrolopyrazines	100
BGC0001658	MiBIG	Amycolatopsis sp. M39	Polyketide	-	-	macrotermycins	100
BGC0001662	MiBIG	Polyketide Kitasatospora mediocidica	A	-	-	mediomycin	100
BGC0001666	MiBIG	Micromonospora sp. HK160111	Polyketide	-	-	microansamycin	100
BGC0001669	MiBIG	Microbacterium arborescens Actinobacteria	RiPP	-	-	microvionin	100
BGC0001670	MiBIG	Streptomyces cinnamonensis Actinobacteria	Polyketide	-	-	monensin	100
BGC0001671	MiBIG	Agrobacterium tumefaciens Proteobacteria	NRP	-	-	monobactam	100
BGC0001674	MiBIG	Streptomyces mirabilis Actinobacteria	RiPP	-	-	MS-271	100
BGC0001675	MiBIG	Streptomyces griseoruber Actinobacteria	Polyketide	-	-	murayaquinone	100
BGC0001676	MiBIG	B-mycemycin C-mycemycin D-mycemycin	A-mycemycin	-	-	mycemycin	100
BGC0001690	MiBIG	Streptomyces gilvosporeus Actinobacteria	Polyketide	-	-	natamycin	100
BGC0001694	MiBIG	Streptomyces koyangensis Actinobacteria	Polyketide	-	-	meoabyssomicin-abyssomicin	100
BGC0001702	MiBIG	Saccharothrix syringae Actinobacteria	NRP-Polyketide	-	-	nocamycin	100
BGC0001709	MiBIG	Streptomyces albulus Actinobacteria	Polyketide	-	-	nystatin	100
BGC0001710	MiBIG	Pseudomonas fluorescens Proteobacteria	NRP	-	-	obafluorin	100
BGC0001711	MiBIG	Burkholderia pyrrocinia Proteobacteria	NRP-Polyketide	-	-	occidiofungin	100
BGC0001714	MiBIG	Amycolatopsis azurea DSM	NRP-Polyketide	-	-	octacosamicin	100
BGC0001715	MiBIG	NRP Bacillus circulans	C4	-	-	octapeptin	100
BGC0001731	MiBIG	Streptomyces paulus Actinobacteria	Other	-	-	paulomycin	100
BGC0001732	MiBIG	Streptomyces sp. YN86	Other	-	-	paulomycin	100
BGC0001740	MiBIG	Streptomyces avermitilis Actinobacteria	NRP-Polyketide	-	-	phthoxazolin	100
BGC0001755	MiBIG	Streptomyces sp. Actinobacteria	Polyketide	-	-	reedsmycins	100
BGC0001759	MiBIG	Amycolatopsis sp. Actinobacteria	Polyketide	-	-	rifamorpholines	100
BGC0001764	MiBIG	Streptomyces sp. SoC090715LN-17	NRP	-	-	s56-p1	100
BGC0001766	MiBIG	NRP Streptomyces sp.	A	-	-	salinamide	100
BGC0001770	MiBIG	Streptomyces sp. SD85	Polyketide	-	-	sceliphrolactam	100
BGC0001773	MiBIG	Pseudonocardia sp. HH130630-07	Polyketide	-	-	selvamicin	100
BGC0001782	MiBIG	Streptomyces sp. SCSIO	Other	-	-	spiroindimicins-indimicins-lynamicins	100
BGC0001783	MiBIG	Streptomyces flocculus Actinobacteria	Other	-	-	streptonigrin	100
