SEED_ID	File	Organism	Cluster_product	Original_file	contig _data	Cluster	Contig	Most similar known cluster	Similarity
1823.7.peg.7534	c00002_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_9	 C1 CC201C contig 9	1	9		
1823.7.peg.7535	c00002_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_9	 C1 CC201C contig 9	1	9		
1823.7.peg.7536	c00002_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_9	 C1 CC201C contig 9	1	9		
1823.7.peg.7537	c00002_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_9	 C1 CC201C contig 9	1	9		
1823.7.peg.7538	c00002_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_9	 C1 CC201C contig 9	1	9		
1823.7.peg.7539	c00002_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_9	 C1 CC201C contig 9	1	9		
1823.7.peg.7540	c00002_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_9	 C1 CC201C contig 9	1	9		
1823.7.peg.7541	c00002_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_9	 C1 CC201C contig 9	1	9		
1823.7.peg.7542	c00002_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_9	 C1 CC201C contig 9	1	9		
1823.7.peg.7543	c00002_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_9	 C1 CC201C contig 9	1	9		
1823.7.peg.7544	c00002_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_9	 C1 CC201C contig 9	1	9		
1823.7.peg.7545	c00002_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_9	 C1 CC201C contig 9	1	9		
1823.7.peg.7546	c00002_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_9	 C1 CC201C contig 9	1	9		
1823.7.peg.4212	c00032_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_351	 C1 CC201C contig 351	1	351		
1823.7.peg.4213	c00032_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_351	 C1 CC201C contig 351	1	351		
1823.7.peg.4214	c00032_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_351	 C1 CC201C contig 351	1	351		
1823.7.peg.4215	c00032_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_351	 C1 CC201C contig 351	1	351		
1823.7.peg.4216	c00032_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_351	 C1 CC201C contig 351	1	351		
1823.7.peg.4217	c00032_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_351	 C1 CC201C contig 351	1	351		
1823.7.peg.4218	c00032_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_351	 C1 CC201C contig 351	1	351		
1823.7.peg.7244	c00037_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	hglE-KS	 C1_CC201C_contig_79	 C1 CC201C contig 79	1	79		
1823.7.peg.7245	c00037_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	hglE-KS	 C1_CC201C_contig_79	 C1 CC201C contig 79	1	79		
1823.7.peg.7246	c00037_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	hglE-KS	 C1_CC201C_contig_79	 C1 CC201C contig 79	1	79		
1823.7.peg.7247	c00037_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	hglE-KS	 C1_CC201C_contig_79	 C1 CC201C contig 79	1	79		
1823.7.peg.7248	c00037_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	hglE-KS	 C1_CC201C_contig_79	 C1 CC201C contig 79	1	79		
1823.7.peg.7249	c00037_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	hglE-KS	 C1_CC201C_contig_79	 C1 CC201C contig 79	1	79		
1823.7.peg.7250	c00037_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	hglE-KS	 C1_CC201C_contig_79	 C1 CC201C contig 79	1	79		
1823.7.peg.7251	c00037_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	hglE-KS	 C1_CC201C_contig_79	 C1 CC201C contig 79	1	79		
1823.7.peg.7252	c00037_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	hglE-KS	 C1_CC201C_contig_79	 C1 CC201C contig 79	1	79		
1823.7.peg.7253	c00037_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	hglE-KS	 C1_CC201C_contig_79	 C1 CC201C contig 79	1	79		
1823.7.peg.7254	c00037_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	hglE-KS	 C1_CC201C_contig_79	 C1 CC201C contig 79	1	79		
1823.7.peg.7255	c00037_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	hglE-KS	 C1_CC201C_contig_79	 C1 CC201C contig 79	1	79		
1823.7.peg.7256	c00037_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	hglE-KS	 C1_CC201C_contig_79	 C1 CC201C contig 79	1	79		
1823.7.peg.7257	c00037_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	hglE-KS	 C1_CC201C_contig_79	 C1 CC201C contig 79	1	79		
1823.7.peg.7258	c00037_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	hglE-KS	 C1_CC201C_contig_79	 C1 CC201C contig 79	1	79		
1823.7.peg.7259	c00037_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	hglE-KS	 C1_CC201C_contig_79	 C1 CC201C contig 79	1	79		
1823.7.peg.7260	c00037_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	hglE-KS	 C1_CC201C_contig_79	 C1 CC201C contig 79	1	79		
1823.7.peg.7261	c00037_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	hglE-KS	 C1_CC201C_contig_79	 C1 CC201C contig 79	1	79		
1823.7.peg.7262	c00037_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	hglE-KS	 C1_CC201C_contig_79	 C1 CC201C contig 79	1	79		
1823.7.peg.2363	c00056_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_219	 C1 CC201C contig 219	1	219		
1823.7.peg.2364	c00056_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_219	 C1 CC201C contig 219	1	219		
1823.7.peg.2365	c00056_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_219	 C1 CC201C contig 219	1	219		
1823.7.peg.2366	c00056_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_219	 C1 CC201C contig 219	1	219		
1823.7.peg.2367	c00056_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_219	 C1 CC201C contig 219	1	219		
1823.7.peg.2368	c00056_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_219	 C1 CC201C contig 219	1	219		
1823.7.peg.2369	c00056_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_219	 C1 CC201C contig 219	1	219		
1823.7.peg.2370	c00056_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_219	 C1 CC201C contig 219	1	219		
1823.7.peg.2371	c00056_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_219	 C1 CC201C contig 219	1	219		
1823.7.peg.2372	c00056_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_219	 C1 CC201C contig 219	1	219		
1823.7.peg.2373	c00056_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_219	 C1 CC201C contig 219	1	219		
1823.7.peg.5013	c00065_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_422	 C1 CC201C contig 422	1	422		
1823.7.peg.5577	c00088_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_490	 C1 CC201C contig 490	1	490		
1823.7.peg.5578	c00088_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_490	 C1 CC201C contig 490	1	490		
1823.7.peg.5579	c00088_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_490	 C1 CC201C contig 490	1	490		
1823.7.peg.5580	c00088_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_490	 C1 CC201C contig 490	1	490		
1823.7.peg.5581	c00088_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_490	 C1 CC201C contig 490	1	490		
1823.7.peg.5582	c00088_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_490	 C1 CC201C contig 490	1	490		
1823.7.peg.5720	c00103_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS-like	 C1_CC201C_contig_505	 C1 CC201C contig 505	1	505		
1823.7.peg.5721	c00103_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS-like	 C1_CC201C_contig_505	 C1 CC201C contig 505	1	505		
1823.7.peg.1789	c00120_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_186	 C1 CC201C contig 186	1	186		
1823.7.peg.1790	c00120_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_186	 C1 CC201C contig 186	1	186		
1823.7.peg.1791	c00120_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_186	 C1 CC201C contig 186	1	186		
1823.7.peg.1792	c00120_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_186	 C1 CC201C contig 186	1	186		
1823.7.peg.214	c00121_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_105	 C1 CC201C contig 105	1	105		
1823.7.peg.215	c00121_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_105	 C1 CC201C contig 105	1	105		
1823.7.peg.216	c00121_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_105	 C1 CC201C contig 105	1	105		
1823.7.peg.217	c00121_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_105	 C1 CC201C contig 105	1	105		
1823.7.peg.6072	c00125_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_553	 C1 CC201C contig 553	1	553		
1823.7.peg.964	c00140_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_141	 C1 CC201C contig 141	1	141	heterobactin A | heterobactin S2	36
1823.7.peg.965	c00140_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_141	 C1 CC201C contig 141	1	141	heterobactin A | heterobactin S3	36
1823.7.peg.966	c00140_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_141	 C1 CC201C contig 141	1	141	heterobactin A | heterobactin S4	36
1823.7.peg.967	c00140_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_141	 C1 CC201C contig 141	1	141	heterobactin A | heterobactin S5	36
1823.7.peg.968	c00140_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_141	 C1 CC201C contig 141	1	141	heterobactin A | heterobactin S6	36
1823.7.peg.969	c00140_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_141	 C1 CC201C contig 141	1	141	heterobactin A | heterobactin S7	36
1823.7.peg.970	c00140_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_141	 C1 CC201C contig 141	1	141	heterobactin A | heterobactin S8	36
1823.7.peg.971	c00140_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_141	 C1 CC201C contig 141	1	141	heterobactin A | heterobactin S9	36
1823.7.peg.972	c00140_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_141	 C1 CC201C contig 141	1	141	heterobactin A | heterobactin S10	36
1823.7.peg.973	c00140_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_141	 C1 CC201C contig 141	1	141	heterobactin A | heterobactin S11	36
1823.7.peg.974	c00140_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_141	 C1 CC201C contig 141	1	141	heterobactin A | heterobactin S12	36
1823.7.peg.4269	c00159_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_359	 C1 CC201C contig 359	1	359		
1823.7.peg.4270	c00159_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_359	 C1 CC201C contig 359	1	359		
1823.7.peg.4271	c00159_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_359	 C1 CC201C contig 359	1	359		
1823.7.peg.4272	c00159_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_359	 C1 CC201C contig 359	1	359		
1823.7.rna.36	c00159_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_359	 C1 CC201C contig 359	1	359		
1823.7.peg.4273	c00159_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_359	 C1 CC201C contig 359	1	359		
1823.7.peg.4274	c00159_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_359	 C1 CC201C contig 359	1	359		
1823.7.peg.4275	c00159_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_359	 C1 CC201C contig 359	1	359		
1823.7.peg.4276	c00159_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_359	 C1 CC201C contig 359	1	359		
1823.7.peg.4277	c00159_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_359	 C1 CC201C contig 359	1	359		
1823.7.peg.4278	c00159_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_359	 C1 CC201C contig 359	1	359		
1823.7.peg.5738	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5739	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5740	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5741	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5742	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5743	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5744	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5745	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5746	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5747	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5748	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5749	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5750	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5751	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5752	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5753	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5754	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5755	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5756	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5757	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5758	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5759	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5760	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5761	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5762	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5763	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5764	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.5765	c00172_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	terpene	 C1_CC201C_contig_51	 C1 CC201C contig 51	1	51		
1823.7.peg.7413	c00183_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_85	 C1 CC201C contig 85	1	85	nocobactin NA | NRP + Polyketide	37
1823.7.peg.7414	c00183_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_85	 C1 CC201C contig 85	1	85	nocobactin NA | NRP + Polyketide	37
1823.7.peg.7415	c00183_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_85	 C1 CC201C contig 85	1	85	nocobactin NA | NRP + Polyketide	37
1823.7.peg.7416	c00183_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_85	 C1 CC201C contig 85	1	85	nocobactin NA | NRP + Polyketide	37
1823.7.peg.7417	c00183_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_85	 C1 CC201C contig 85	1	85	nocobactin NA | NRP + Polyketide	37
1823.7.peg.7418	c00183_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_85	 C1 CC201C contig 85	1	85	nocobactin NA | NRP + Polyketide	37
1823.7.peg.7419	c00183_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_85	 C1 CC201C contig 85	1	85	nocobactin NA | NRP + Polyketide	37
1823.7.peg.7420	c00183_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_85	 C1 CC201C contig 85	1	85	nocobactin NA | NRP + Polyketide	37
1823.7.peg.7421	c00183_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_85	 C1 CC201C contig 85	1	85	nocobactin NA | NRP + Polyketide	37
1823.7.peg.7422	c00183_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_85	 C1 CC201C contig 85	1	85	nocobactin NA | NRP + Polyketide	37
1823.7.peg.7423	c00183_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_85	 C1 CC201C contig 85	1	85	nocobactin NA | NRP + Polyketide	37
1823.7.peg.7424	c00183_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_85	 C1 CC201C contig 85	1	85	nocobactin NA | NRP + Polyketide	37
1823.7.peg.7425	c00183_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_85	 C1 CC201C contig 85	1	85	nocobactin NA | NRP + Polyketide	37
1823.7.peg.7426	c00183_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_85	 C1 CC201C contig 85	1	85	nocobactin NA | NRP + Polyketide	37
1823.7.peg.7427	c00183_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_85	 C1 CC201C contig 85	1	85	nocobactin NA | NRP + Polyketide	37
1823.7.peg.7428	c00183_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_85	 C1 CC201C contig 85	1	85	nocobactin NA | NRP + Polyketide	37
1823.7.peg.7429	c00183_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_85	 C1 CC201C contig 85	1	85	nocobactin NA | NRP + Polyketide	37
1823.7.peg.7430	c00183_C1_CC20...region001.gbk	Nocardia__otitidiscaviarum_sp._CC201C	NRPS	 C1_CC201C_contig_85	 C1 CC201C contig 85	1	85	nocobactin NA | NRP + Polyketide	37
