Id	Cluster__autocolor	Organism__autocolor	Product__autocolor	Contig	Cluster	Most_similar_known_cluster__autocolor	Similarity
fig|6666666.540613.peg.3915	Yes	Nocardia_sp._CC213A	butyrolactone	23	1	lobosamide A | lobosamide B | lobosamide C | Polyketide	4
fig|6666666.540613.peg.5973	Yes	Nocardia_sp._CC213A	NRPS	4	1	nocobactin NA | NRP + Polyketide	37
fig|6666666.540613.peg.6000	Yes	Nocardia_sp._CC213A	NRPS	4	1	nocobactin NA | NRP + Polyketide	37
fig|6666666.540613.peg.6234	Yes	Nocardia_sp._CC213A	NRPS	5	1	prodigiosin | Polyketide	12
fig|6666666.540613.peg.7067	Yes	Nocardia_sp._CC213A	NRPS	7	2	0	0
fig|6666666.540615.peg.1581	Yes	Nocardia_sp._CC216A	NRPS	13	1	isorenieratene | Terpene	18
fig|6666666.540615.peg.2525	Yes	Nocardia_sp._CC216A	butyrolactone	19	1	lobosamide A | lobosamide B | lobosamide C | Polyketide	4
fig|6666666.540615.peg.5224	Yes	Nocardia_sp._CC216A	NRPS	36	1	0	0
fig|6666666.540615.peg.5250	Yes	Nocardia_sp._CC216A	NRPS	36	1	0	0
fig|6666666.540615.peg.6768	Yes	Nocardia_sp._CC216A	NRPS	6	2	0	0
fig|6666666.540615.peg.7070	Yes	Nocardia_sp._CC216A	NRPS	7	1	prodigiosin | Polyketide	12
fig|6666666.540615.peg.816	Yes	Nocardia_sp._CC216A	NRPS	10	1	calicheamicin | Polyketide	4
fig|6666666.540615.peg.835	Yes	Nocardia_sp._CC216A	NRPS	10	1	calicheamicin | Polyketide	4
fig|6666666.540620.peg.10409	Yes	Streptomyces_sp._CC226D	T3PKS	5	3	herboxidiene | Polyketide	6
fig|6666666.540620.peg.11196	Yes	Streptomyces_sp._CC226D	NRPS	56	1	sarpeptin A | sarpeptin B | NRP	91
fig|6666666.540620.peg.13733	Yes	Streptomyces_sp._CC226D	NRPS	79	1	isorenieratene | Terpene	18
fig|6666666.540620.peg.14451	Yes	Streptomyces_sp._CC226D	NRPS	88	1	atratumycin | NRP	5
fig|6666666.540620.peg.2657	Yes	Streptomyces_sp._CC226D	terpene	138	1	isorenieratene | Terpene	87
fig|6666666.540620.peg.3061	Yes	Streptomyces_sp._CC226D	NRPS	15	1	0	0
fig|6666666.540620.peg.331	Yes	Streptomyces_sp._CC226D	NRPS	1	1	calicheamicin | Polyketide	4
fig|6666666.540620.peg.351	Yes	Streptomyces_sp._CC226D	NRPS	1	1	calicheamicin | Polyketide	4
fig|6666666.540620.peg.3536	Yes	Streptomyces_sp._CC226D	T1PKS	16	2	SGR PTMs | NRP +Polyketide	100
fig|6666666.540620.peg.4378	Yes	Streptomyces_sp._CC226D	T1PKS	2	1	collismycin A | NRP + Polyketide:Modular type I	85
fig|6666666.540620.peg.6702	Yes	Streptomyces_sp._CC226D	hglE-KS	3	1	enterocin | Polyketide:Type II	15
fig|6666666.540620.peg.8892	Yes	Streptomyces_sp._CC226D	NRPS	4	1	nocobactin NA | NRP + Polyketide	37
fig|6666666.540621.peg.3294	Yes	Nocardiopsis_sp._CC223A	T1PKS	32	1	0	0
fig|6666666.540621.peg.3909	Yes	Nocardiopsis_sp._CC223A	phosphonate	40	1	rhizocticin A | Other	16
fig|6666666.540621.peg.4134	Yes	Nocardiopsis_sp._CC223A	NRPS-like	44	1	0	0
fig|6666666.540621.peg.4855	Yes	Nocardiopsis_sp._CC223A	NRPS	56	1	amycolamycin A | amycolamycin B | Polyketide	4
fig|6666666.540754.peg.6987	Yes	Streptomyces_sp._CC224E	PKS-like	5	1	daptomycin | NRP	7
fig|6666666.540754.peg.7146	Yes	Streptomyces_sp._CC224E	angucycline	50	1	cosmomycin D | Saccharide + Polyketide	12
fig|6666666.563199.peg.10396	Yes	Streptomyces_sp._CC208B	T3PKS	1	16	flaviolin | Other	75
fig|6666666.563200.peg.32	Yes	Streptomyces_sp._CC216B	terpene	101	1	isorenieratene | Terpene	87
fig|6666666.563200.peg.4429	Yes	Streptomyces_sp._CC216B	T3PKS	42	1	herboxidiene | Polyketide	6
fig|6666666.563200.peg.5685	Yes	Streptomyces_sp._CC216B	T1PKS	5	1	collismycin A | NRP + Polyketide: Modular type I	44
fig|6666666.563200.peg.6479	Yes	Streptomyces_sp._CC216B	T1PKS	71	1	heat-stable antifungal factor | NRP + Polyketide	75
fig|6666666.563201.peg.1301	Yes	Streptomyces_sp._CC216C	NRPS	15	1	coelichelin | NRP	81
fig|6666666.563201.peg.4300	Yes	Streptomyces_sp._CC216C	T3PKS	33	1	herboxidiene | Polyketide	6
fig|6666666.563202.peg.2049	Yes	Streptomyces_sp._CC224B	NRPS	161	1	WAP-8294A2 | NRP	20
fig|6666666.563202.peg.2664	Yes	Streptomyces_sp._CC224B	terpene	18	1	ikarugamycin | NRP + Polyketile:Iterative type I	12
fig|6666666.563202.peg.2743	Yes	Streptomyces_sp._CC224B	lassopeptide	192	1	SSV-2083 | RiPP:Lanthipeptide	54
fig|6666666.563202.peg.4536	Yes	Streptomyces_sp._CC224B	terpene	31	1	carotenoid | Terpene	63
fig|6666666.563202.peg.4923	Yes	Streptomyces_sp._CC224B	terpene	36	1	zorbamycin | NRP:Glycopeptide + Polyketide:Modular type I + Saccharide:Hybrid/tailoring	8
fig|6666666.563202.peg.7554	Yes	Streptomyces_sp._CC224B	T3PKS	73	1	0	0
fig|6666666.563202.peg.7910	Yes	Streptomyces_sp._CC224B	NRPS	7	1	mirubactin | NRP	50
fig|6666666.582834.peg.11591	Yes	Streptomyces_sp._CC213Dhyb	terpene	86	1	isorenieratene | Terpene	85
fig|6666666.582834.peg.2348	Yes	Streptomyces_sp._CC213Dhyb	NRPS	22	1	sarpeptin A | sarpeptin B | NRP	83
fig|6666666.582834.peg.4368	Yes	Streptomyces_sp._CC213Dhyb	T1PKS	30	1	SGR PTMs | NRP + Polyketide	100
fig|6666666.582862.peg.4484	Yes	Streptomyces_sp._CC219Ahyb	NRPS	225	1	ulleungmycin | NRP	13
fig|6666666.584549.peg.369	Yes	Streptomyces_sp._CC213Dhybcontrimo	NRPS	13	1	sarpeptin A | sarpeptin B | NRP	25
fig|6666666.584549.peg.3900	Yes	Streptomyces_sp._CC213Dhybcontrimo	terpene	27	1	isorenieratene | Terpene	85
fig|6666666.584549.peg.8095	Yes	Streptomyces_sp._CC213Dhybcontrimo	NRPS	51	2	SGR PTMs | NRP + Polyketide	100
fig|6666666.584551.peg.1027	Yes	Streptomyces_sp._CC219Ahybcontrimo	NRPS	156	1	desotamide | NRP	27
fig|6666666.590938.peg.1879	Yes	Streptomyces_rochei_CC71	lanthipeptide	18	1	catenulipeptin | RiPP:Lanthipeptide	60
fig|6666666.590938.peg.5621	Yes	Streptomyces_rochei_CC71	NRPS	50	1	levorin A3 | C06690 | FR-008-III | candicidin A | UNII-AP5PEF5W7U | Polyketide	90
fig|6666666.590939.peg.6811	Yes	Streptomyces_rochei_CC48	NRPS	75	1	antimycin | NRP + Polyketide	31
fig|6666666.590939.peg.7206	Yes	Streptomyces_rochei_CC48	lanthipeptide	88	1	catenulipeptin | RiPP:Lanthipeptide	60
fig|6666666.590940.peg.2568	Yes	Streptomyces_rochei_CC36	T1PKS	230	1	antimycin | NRP + Polyketide	93
fig|6666666.590940.peg.296	Yes	Streptomyces_rochei_CC36	lanthidin	116	2	0	0
fig|6666666.590940.peg.379	Yes	Streptomyces_rochei_CC36	lanthipeptide	116	3	catenulipeptin | RiPP:Lanthipeptide	0.6
fig|6666666.590941.peg.3177	Yes	Streptomyces_lentzea_CC55	NRPS	24	1	streptolydigin | NRP + Polyketide:Modular type I + Saccharide:Hybrid/tailoring	10
fig|6666666.590941.peg.3300	Yes	Streptomyces_lentzea_CC55	NRPS	26	1	0	0
fig|6666666.590941.peg.3375	Yes	Streptomyces_lentzea_CC55	NRPS-like	27	1	indigoidine | Saccharide	6
fig|6666666.590941.peg.3855	Yes	Streptomyces_lentzea_CC55	T1PKS	30	1	maduropeptin | Polyketide:Interative type I + Poliketide:Enediyne type I	28
fig|6666666.590941.peg.458	Yes	Streptomyces_lentzea_CC55	terpene	13	2	isorenieratene | Terpene	75
fig|6666666.590941.peg.5461	Yes	Streptomyces_lentzea_CC55	anthracycline	53	1	LL-D49194?1 (LLD) | Polyketide	32
fig|6666666.590941.peg.5920	Yes	Streptomyces_lentzea_CC55	betalactone	62	1	platencin | Terpene	0.06
fig|6666666.590941.peg.6282	Yes	Streptomyces_lentzea_CC55	PKS-like	64	1	xantholipin | Poliketide	12
fig|6666666.590941.peg.6587	Yes	Streptomyces_lentzea_CC55	NRPS-like	68	2	napsamycin A | napsamycin B | napsamycin C | napsamycin D | mureidomycin A | mureidomycin B | NRP:Uridylpeptide + Other:Nucleoside	13
fig|6666666.590941.peg.7072	Yes	Streptomyces_lentzea_CC55	arylpolyene	68	4	virginiamycin S1 | NRP + Polyketide	22
fig|6666666.590941.peg.7200	Yes	Streptomyces_lentzea_CC55	NRPS	68	5	stigmatellin | NRP + Polyketide:Modular type I	40
fig|6666666.590941.peg.786	Yes	Streptomyces_lentzea_CC55	thiopeptide	17	1	0	0
BGC0000227_CAA09641	No						
BGC0000259_CAH55645	No						
BGC0000267_ACP19367	No						
BGC0000339_BAE98164	No						
BGC0000413_AAY93416	No						
BGC0000434_BAI63275	No						
BGC0000445_CAJ34361	No						
BGC0000873_CAD62206	No						
BGC0001011_ABC87522	No						
BGC0001041_ABP53487	No						
BGC0001560_ARO38318	No						
BGC0001644_AJQ95709	No						
