Id	Cluster__autocolor	Organism__autocolor	Product__autocolor	Contig	Cluster	Most_similar_known_cluster__autocolor	Similarity
fig|6666666.540615.peg.2873	Yes	Nocardia_sp._CC216A	NRPS	2	2	heterobactin A | heterobactin S2 | NRP	72
fig|6666666.540615.peg.4403	Yes	Nocardia_sp._CC216A	NRPS	3	1	amychelin | NRP	18
fig|6666666.540615.peg.4459	Yes	Nocardia_sp._CC216A	NRPS	3	1	amychelin | NRP	18
fig|6666666.540615.peg.5003	Yes	Nocardia_sp._CC216A	NRPS	32	1	aurantimycin A | NRP + Polyketide	6
fig|6666666.540615.peg.5230	Yes	Nocardia_sp._CC216A	NRPS	36	1	0	0
fig|6666666.540615.peg.6538	Yes	Nocardia_sp._CC216A	NRPS	6	1	telomycin | NRP	8
fig|6666666.540615.peg.816	Yes	Nocardia_sp._CC216A	NRPS	10	1	calicheamicin | Polyketide	4
fig|6666666.540620.peg.10343	Yes	Streptomyces_sp._CC226D	NRPS	5	2	streptobactin | NRP	94
fig|6666666.540620.peg.11160	Yes	Streptomyces_sp._CC226D	NRPS	55	1	berninamycin A | RiPP	26
fig|6666666.540620.peg.11208	Yes	Streptomyces_sp._CC226D	NRPS	56	1	sarpeptin A | sarpeptin B | NRP	91
fig|6666666.540620.peg.11244	Yes	Streptomyces_sp._CC226D	NRPS	57	1	butyrolactol A | Polyketide	20
fig|6666666.540620.peg.11286	Yes	Streptomyces_sp._CC226D	NRPS	57	1	butyrolactol A | Polyketide	20
fig|6666666.540620.peg.12573	Yes	Streptomyces_sp._CC226D	T3PKS	67	1	0	0
fig|6666666.540620.peg.13547	Yes	Streptomyces_sp._CC226D	thioamide-NRP	76	1	atratumycin | NRP	21
fig|6666666.540620.peg.13569	Yes	Streptomyces_sp._CC226D	thioamide-NRP	76	1	atratumycin | NRP	21
fig|6666666.540620.peg.13575	Yes	Streptomyces_sp._CC226D	thioamide-NRP	76	1	atratumycin | NRP	21
fig|6666666.540620.peg.13733	Yes	Streptomyces_sp._CC226D	NRPS	79	1	isorenieratene | Terpene	18
fig|6666666.540620.peg.14376	Yes	Streptomyces_sp._CC226D	terpene	86	1	SF2575 | Polyketide:Type II + Saccharide:Hybrid/tailoring	6
fig|6666666.540620.peg.14473	Yes	Streptomyces_sp._CC226D	NRPS	88	1	atratumycin | NRP	5
fig|6666666.540620.peg.14753	Yes	Streptomyces_sp._CC226D	NRPS	9	2	polyoxypeptin | NRP + Polyketide	8
fig|6666666.540620.peg.14762	Yes	Streptomyces_sp._CC226D	NRPS	9	2	polyoxypeptin | NRP + Polyketide	8
fig|6666666.540620.peg.14946	Yes	Streptomyces_sp._CC226D	T1PKS	93	1	kanamycin | Saccharide	2
fig|6666666.540620.peg.2366	Yes	Streptomyces_sp._CC226D	T3PKS	13	1	tetronasin | Polyketide	11
fig|6666666.540620.peg.3054	Yes	Streptomyces_sp._CC226D	NRPS	15	1	0	0
fig|6666666.540620.peg.331	Yes	Streptomyces_sp._CC226D	NRPS	1	1	calicheamicin | Polyketide	4
fig|6666666.540620.peg.4400	Yes	Streptomyces_sp._CC226D	T1PKS	2	1	collismycin A | NRP + Polyketide:Modular type I	85
fig|6666666.540620.peg.6818	Yes	Streptomyces_sp._CC226D	NRPS-like	3	2	BD-12 | NRP	7
fig|6666666.540620.peg.6862	Yes	Streptomyces_sp._CC226D	NRPS	3	3	amychelin | NRP	12
fig|6666666.540620.peg.7389	Yes	Streptomyces_sp._CC226D	NRPS	32	1	heterobactin A | heterobactin S2 | NRP	63
fig|6666666.540620.peg.9596	Yes	Streptomyces_sp._CC226D	NRPS	44	1	0	0
fig|6666666.540620.peg.9597	Yes	Streptomyces_sp._CC226D	NRPS	44	1	0	0
fig|6666666.540621.peg.227	Yes	Nocardiopsis_sp._CC223A	T1PKS	10	1	chalcomycin A | Polyketide	12
fig|6666666.540621.peg.3294	Yes	Nocardiopsis_sp._CC223A	T1PKS	32	1	0	0
fig|6666666.540621.peg.3324	Yes	Nocardiopsis_sp._CC223A	T1PKS	32	1	0	0
fig|6666666.540621.peg.4508	Yes	Nocardiopsis_sp._CC223A	terpene	5	1	isorenieratene | Terpene	100
fig|6666666.540621.peg.4813	Yes	Nocardiopsis_sp._CC223A	T1PKS	55	1	0	0
fig|6666666.540621.peg.5380	Yes	Nocardiopsis_sp._CC223A	lanthidin	66	1	caniferolide A | caniferolide B | caniferolide C | caniferolide D | Polyketide:Modular type I	6
fig|6666666.540621.peg.5404	Yes	Nocardiopsis_sp._CC223A	lanthidin	66	1	caniferolide A | caniferolide B | caniferolide C | caniferolide D | Polyketide:Modular type I	6
fig|6666666.540754.peg.1446	Yes	Streptomyces_sp._CC224E	T1PKS	13	1	divergolide A | divergolide B | divergolide C | divergolide D | Polyketide:Modular type I	10
fig|6666666.540754.peg.1451	Yes	Streptomyces_sp._CC224E	T1PKS	13	1	divergolide A | divergolide B | divergolide C | divergolide D | Polyketide:Modular type I	10
fig|6666666.540754.peg.2517	Yes	Streptomyces_sp._CC224E	T1PKS	18	1	0	0
fig|6666666.540754.peg.2647	Yes	Streptomyces_sp._CC224E	T1PKS	19	1	arginomycin | Other	10
fig|6666666.540754.peg.5026	Yes	Streptomyces_sp._CC224E	NRPS	30	1	paulomycin | Other	7
fig|6666666.540754.peg.5047	Yes	Streptomyces_sp._CC224E	NRPS	30	1	paulomycin | Other	7
fig|6666666.540754.peg.505	Yes	Streptomyces_sp._CC224E	NRPS-like	1	3	formicamycins A-M | Polyketide	20
fig|6666666.540754.peg.5210	Yes	Streptomyces_sp._CC224E	T3PKS	32	1	violapyrine B | Polyketide	28
fig|6666666.540754.peg.5219	Yes	Streptomyces_sp._CC224E	T3PKS	32	1	violapyrine B | Polyketide	28
fig|6666666.540754.peg.523	Yes	Streptomyces_sp._CC224E	NRPS-like	1	3	formicamycins A-M | Polyketide	20
fig|6666666.540754.peg.6987	Yes	Streptomyces_sp._CC224E	PKS-like	5	1	daptomycin | NRP	7
fig|6666666.540754.peg.7337	Yes	Streptomyces_sp._CC224E	terpene	6	1	2-methylisoborneol | Terpene	100
fig|6666666.540754.peg.7838	Yes	Streptomyces_sp._CC224E	angucycline	7	3	prejadomycin | rabelomycin | gaudimycin C | gaudimycin D | UWM6 | gaudimycin A | Polyketide:Type II + Saccharide:Hybrid/tailoring	56
fig|6666666.540754.peg.7910	Yes	Streptomyces_sp._CC224E	terpene	7	5	ashimides | NRP	12
fig|6666666.540754.peg.969	Yes	Streptomyces_sp._CC224E	T3PKS	11	1	daptomycin | NRP	10
fig|6666666.563199.peg.10396	Yes	Streptomyces_sp._CC208B	T3PKS	1	16	flaviolin | Other	75
fig|6666666.563199.peg.2747	Yes	Streptomyces_sp._CC208B	butyrolactone	1	9	"3,7-dihydroxytropolone | Other"	44
fig|6666666.563199.peg.5154	Yes	Streptomyces_sp._CC208B	NRPS	1	11	A-47934 | NRP:Glycopeptide	35
fig|6666666.563200.peg.1726	Yes	Streptomyces_sp._CC216B	NRPS	19	1	tetronansin | Polyketide	11
fig|6666666.563200.peg.2782	Yes	Streptomyces_sp._CC216B	NRPS	27	1	coelichelin | NRP	81
fig|6666666.563200.peg.3789	Yes	Streptomyces_sp._CC216B	NRPS	36	1	kanamycin | Saccharide	2
fig|6666666.563200.peg.3822	Yes	Streptomyces_sp._CC216B	NRPS	36	1	kanamycin | Saccharide	2
fig|6666666.563200.peg.5362	Yes	Streptomyces_sp._CC216B	lanthipeptide	54	1	0	0
fig|6666666.563200.peg.5707	Yes	Streptomyces_sp._CC216B	T1PKS	5	1	collismycin A | NRP + Polyketide: Modular type I	44
fig|6666666.563200.peg.6109	Yes	Streptomyces_sp._CC216B	ladderane	66	1	atratumycin | NRP	18
fig|6666666.563200.peg.6116	Yes	Streptomyces_sp._CC216B	ladderane	66	1	atratumycin | NRP	18
fig|6666666.563200.peg.6137	Yes	Streptomyces_sp._CC216B	ladderane	66	1	atratumycin | NRP	18
fig|6666666.563200.peg.7481	Yes	Streptomyces_sp._CC216B	NRPS	96	1	friulimicin A | friulimicin B | friulimicin C | friulimicin D | NRP	12
fig|6666666.563201.peg.1297	Yes	Streptomyces_sp._CC216C	NRPS	15	1	coelichelin | NRP	81
fig|6666666.563201.peg.5053	Yes	Streptomyces_sp._CC216C	NRPS	4	1	tetronasin | Polyketide	11
fig|6666666.563201.peg.6612	Yes	Streptomyces_sp._CC216C	T1PKS	6	1	maduropeptin | Polyketide:Iterative type I + Polyketide:Enediyne type I	15
fig|6666666.563202.peg.2743	Yes	Streptomyces_sp._CC224B	lassopeptide	192	1	SSV-2083 | RiPP:Lanthipeptide	54
fig|6666666.563202.peg.3084	Yes	Streptomyces_sp._CC224B	phenazine	1	2	0	0
fig|6666666.563202.peg.3235	Yes	Streptomyces_sp._CC224B	T1PKS	20	1	enduracidin | NRP	4
fig|6666666.563202.peg.5778	Yes	Streptomyces_sp._CC224B	NRPS	48	1	"(2S,6R)-diamino-(5R,7)-dihydroxy-heptanoic acid | NRP"	24
fig|6666666.563202.peg.6030	Yes	Streptomyces_sp._CC224B	NRPS	50	1	himastatin | NRP	52
fig|6666666.563202.peg.8070	Yes	Streptomyces_sp._CC224B	angucycline	83	1	setomimycin | Polyketide	86
fig|6666666.563202.peg.8316	Yes	Streptomyces_sp._CC224B	NRPS	8	1	friulimicin A | friulimicin B | friulimicin C | friulamicin D | NRP	24
fig|6666666.563202.peg.8350	Yes	Streptomyces_sp._CC224B	NRPS	8	1	friulimicin A | friulimicin B | friulimicin C | friulamicin D | NRP	24
fig|6666666.582834.peg.10029	Yes	Streptomyces_sp._CC213Dhyb	NRPS	68	2	daptomycin | NRP	7
fig|6666666.582834.peg.10087	Yes	Streptomyces_sp._CC213Dhyb	NRPS	68	2	daptomycin | NRP	7
fig|6666666.582834.peg.2414	Yes	Streptomyces_sp._CC213Dhyb	NRPS	22	1	sarpeptin A | sarpeptin B | NRP	83
fig|6666666.582834.peg.6326	Yes	Streptomyces_sp._CC213Dhyb	anthracycline	43	1	chromomycin A3 | Polyketide:Type II + Saccharide:Oligosaccharide	88
fig|6666666.582834.peg.7360	Yes	Streptomyces_sp._CC213Dhyb	ladderane	57	1	atratumycin | NRP	10
fig|6666666.582834.peg.9917	Yes	Streptomyces_sp._CC213Dhyb	NRPS	68	1	atratumycin | NRP	7
fig|6666666.582862.peg.3032	Yes	Streptomyces_sp._CC219Ahyb	melanin	182	1	istamycin | Saccharide	2
fig|6666666.584549.peg.10343	Yes	Streptomyces_sp._CC213Dhybcontrimo	NRPS	61	1	daptomycin | NRP	7
fig|6666666.584549.peg.10404	Yes	Streptomyces_sp._CC213Dhybcontrimo	NRPS	61	1	daptomycin | NRP	7
fig|6666666.584549.peg.11952	Yes	Streptomyces_sp._CC213Dhybcontrimo	NRPS	76	1	sarpeptin A | sarpeptin B | NRP	83
fig|6666666.584549.peg.3583	Yes	Streptomyces_sp._CC213Dhybcontrimo	T2PKS	26	1	chromomycin A3 | Polyketide:Type II + Saccharide:Oligosaccharide	88
fig|6666666.584549.peg.8198	Yes	Streptomyces_sp._CC213Dhybcontrimo	NRPS	53	1	atratumycin | NRP	7
fig|6666666.584551.peg.5544	Yes	Streptomyces_sp._CC219Ahybcontrimo	lanthipeptide	267	1	0	0
fig|6666666.584551.peg.7070	Yes	Streptomyces_sp._CC219Ahybcontrimo	melanin	37	1	istamycin | Saccharide	2
fig|6666666.590938.peg.3694	Yes	Streptomyces_rochei_CC71	T3PKS	318	1	"flaviolin rhamnoside | 3,3'-diflaviolin | flaviolin | Polyketide:Type III + Saccharide:Oligosaccharide"	33
fig|6666666.590938.peg.5286	Yes	Streptomyces_rochei_CC71	terpene	46	1	lysolipin I | Polyketide	4
fig|6666666.590938.peg.5624	Yes	Streptomyces_rochei_CC71	NRPS	50	1	levorin A3 | C06690 | FR-008-III | candicidin A | UNII-AP5PEF5W7U | Polyketide	90
fig|6666666.590938.peg.6418	Yes	Streptomyces_rochei_CC71	lanthipeptide	6	1	SapB | RiPP:Lanthipeptide	100
fig|6666666.590939.peg.2412	Yes	Streptomyces_rochei_CC48	T3PKS	219	1	"flaviolin rhamnoside | 3,3'-diflaviolin | flaviolin | Polyketide:Type III + Saccharide:Oligosaccharide"	33
fig|6666666.590939.peg.5389	Yes	Streptomyces_rochei_CC48	lanthipeptide	51	1	SapB | RiPP:Lanthipeptide	100
fig|6666666.590939.peg.6814	Yes	Streptomyces_rochei_CC48	NRPS	75	1	antimycin | NRP + Polyketide	31
fig|6666666.590939.peg.7297	Yes	Streptomyces_rochei_CC48	terpene	8	1	lysolipin I | Polyketide	4
fig|6666666.590940.peg.143	Yes	Streptomyces_rochei_CC36	NRPS-like	116	1	alanylclavam | 2-hydroxymethylclavam | 2-formyloxymethylclavam | clavam-2-carboxylate | Other:Non-NRP beta-lactam	0.12
fig|6666666.590940.peg.2281	Yes	Streptomyces_rochei_CC36	T3PKS	1	1	herboxidiene | Polyketide	8
fig|6666666.590940.peg.2564	Yes	Streptomyces_rochei_CC36	T1PKS	230	1	antimycin | NRP + Polyketide	93
fig|6666666.590940.peg.314	Yes	Streptomyces_rochei_CC36	lanthidin	116	2	0	0
fig|6666666.590940.peg.3148	Yes	Streptomyces_rochei_CC36	terpene	29	1	albaflavenone | Terpene	100
fig|6666666.590940.peg.315	Yes	Streptomyces_rochei_CC36	lanthidin	116	2	0	0
fig|6666666.590940.peg.3965	Yes	Streptomyces_rochei_CC36	lanthipeptide	31	4	SapB | RiPP:Lanthipeptide	100
fig|6666666.590940.peg.5539	Yes	Streptomyces_rochei_CC36	terpene	55	2	lysolipin I | Polyketide	0.04
fig|6666666.590941.peg.1183	Yes	Streptomyces_lentzea_CC55	PKS-like	19	2	fortimicin | Saccharide	6
fig|6666666.590941.peg.3289	Yes	Streptomyces_lentzea_CC55	NRPS	26	1	0	0
fig|6666666.590941.peg.3375	Yes	Streptomyces_lentzea_CC55	NRPS-like	27	1	indigoidine | Saccharide	6
fig|6666666.590941.peg.3845	Yes	Streptomyces_lentzea_CC55	T1PKS	30	1	maduropeptin | Polyketide:Interative type I + Poliketide:Enediyne type I	28
fig|6666666.590941.peg.4148	Yes	Streptomyces_lentzea_CC55	NRPS-like	36	1	0	0
fig|6666666.590941.peg.5163	Yes	Streptomyces_lentzea_CC55	NRPS	52	1	coelichelin | NRP	72
fig|6666666.590941.peg.7007	Yes	Streptomyces_lentzea_CC55	arylpolyene	68	4	virginiamycin S1 | NRP + Polyketide	22
fig|6666666.590941.peg.7047	Yes	Streptomyces_lentzea_CC55	arylpolyene	68	4	virginiamycin S1 | NRP + Polyketide	22
fig|6666666.590941.peg.7063	Yes	Streptomyces_lentzea_CC55	arylpolyene	68	4	virginiamycin S1 | NRP + Polyketide	22
fig|6666666.590941.peg.7070	Yes	Streptomyces_lentzea_CC55	arylpolyene	68	4	virginiamycin S1 | NRP + Polyketide	22
fig|6666666.590941.peg.7078	Yes	Streptomyces_lentzea_CC55	arylpolyene	68	4	virginiamycin S1 | NRP + Polyketide	22
fig|6666666.687569.peg.1544	Yes	Streptomyces_sp._CC228A	PKS-like	190	1	0	0
fig|6666666.691810.peg.2116	Yes	Streptomyces_sp._CC219CV1	NRPS	24	1	malonomycin | NRP + Polyketide	11
BGC0000226_AAP69588	No						
BGC0000233_AAP85343	No						
BGC0000376_BAP16696	No						
BGC0000409_AEA29627	No						
