Id	Cluster__autocolor	Organism__autocolor	Product__autocolor	Contig	Cluster	Most_similar_known_cluster__autocolor	Similarity
fig|6666666.540620.peg.14757	Yes	Streptomyces_sp._CC226D	NRPS	9	2	polyoxypeptin | NRP + Polyketide	8
fig|6666666.540620.peg.1722	Yes	Streptomyces_sp._CC226D	lanthipeptide	117	1	0	0
fig|6666666.540620.peg.3177	Yes	Streptomyces_sp._CC226D	ectoine	15	2	ectoine | Other	100
fig|6666666.540620.peg.318	Yes	Streptomyces_sp._CC226D	NRPS	1	1	calicheamicin | Polyketide	4
fig|6666666.540620.peg.8459	Yes	Streptomyces_sp._CC226D	lanthipeptide	39	1	carbapenem MM4550 | Other:Non-NRP beta-lactam	6
fig|6666666.540621.peg.2420	Yes	Nocardiopsis_sp._CC223A	butyrolactone	22	1	0	0
fig|6666666.540754.peg.4208	Yes	Streptomyces_sp._CC224E	NRPS	27	1	bacillibactin | NRP:NRP siderophore	100
fig|6666666.540754.peg.6988	Yes	Streptomyces_sp._CC224E	PKS-like	5	1	daptomycin | NRP	7
fig|6666666.540754.peg.7123	Yes	Streptomyces_sp._CC224E	angucycline	50	1	cosmomycin D | Saccharide + Polyketide	12
fig|6666666.540754.peg.7821	Yes	Streptomyces_sp._CC224E	angucycline	7	3	prejadomycin | rabelomycin | gaudimycin C | gaudimycin D | UWM6 | gaudimycin A | Polyketide:Type II + Saccharide:Hybrid/tailoring	56
fig|6666666.563199.peg.10206	Yes	Streptomyces_sp._CC208B	thiopeptide	1	15	thiomuracin | RiPP:Thiopeptide	16
fig|6666666.563200.peg.113	Yes	Streptomyces_sp._CC216B	lanthipeptide	107	1	chalcomycin A | Polyketide	9
fig|6666666.563200.peg.262	Yes	Streptomyces_sp._CC216B	anthracycline	10	1	chromomycin A3 | Polyketide:Type II + Saccharide:Oligosaccharide	100
fig|6666666.563200.peg.2790	Yes	Streptomyces_sp._CC216B	NRPS	27	1	coelichelin | NRP	81
fig|6666666.563200.peg.5361	Yes	Streptomyces_sp._CC216B	lanthipeptide	54	1	0	0
fig|6666666.563200.peg.5369	Yes	Streptomyces_sp._CC216B	lanthipeptide	54	1	0	0
fig|6666666.563200.peg.6120	Yes	Streptomyces_sp._CC216B	ladderane	66	1	atratumycin | NRP	18
fig|6666666.563200.peg.6169	Yes	Streptomyces_sp._CC216B	lanthipeptide	67	1	carbapenem MM4550 | Other:Non NRP beta-lactam	6
fig|6666666.563201.peg.2116	Yes	Streptomyces_sp._CC216C	angucycline	193	1	chromomycin A3 | Polyketide:Type II + Saccharide:Oligosaccharide	38
fig|6666666.563201.peg.4530	Yes	Streptomyces_sp._CC216C	lanthipeptide	35	1	chalcomycin A | Polyketide	9
fig|6666666.563202.peg.2045	Yes	Streptomyces_sp._CC224B	NRPS	161	1	WAP-8294A2 | NRP	20
fig|6666666.563202.peg.2047	Yes	Streptomyces_sp._CC224B	NRPS	161	1	WAP-8294A2 | NRP	20
fig|6666666.563202.peg.5263	Yes	Streptomyces_sp._CC224B	NRPS	40	1	polyoxypeptin | NRP + Polyketide	37
fig|6666666.563202.peg.5290	Yes	Streptomyces_sp._CC224B	NRPS	40	1	polyoxypeptin | NRP + Polyketide	37
fig|6666666.563202.peg.8023	Yes	Streptomyces_sp._CC224B	T1PKS	82	1	marineosin A | marineosin B | Polyketide	77
fig|6666666.563202.peg.8087	Yes	Streptomyces_sp._CC224B	angucycline	83	1	setomimycin | Polyketide	86
fig|6666666.563202.peg.8226	Yes	Streptomyces_sp._CC224B	NRPS	88	1	diisonitrile antibiotic SF2768 | NRP	11
fig|6666666.563202.peg.8239	Yes	Streptomyces_sp._CC224B	NRPS	88	1	diisonitrile antibiotic SF2768 | NRP	11
fig|6666666.563202.peg.8329	Yes	Streptomyces_sp._CC224B	NRPS	8	1	friulimicin A | friulimicin B | friulimicin C | friulamicin D | NRP	24
fig|6666666.582834.peg.2443	Yes	Streptomyces_sp._CC213Dhyb	NRPS	22	1	sarpeptin A | sarpeptin B | NRP	83
fig|6666666.582834.peg.2821	Yes	Streptomyces_sp._CC213Dhyb	NRPS	26	2	streptobactin | NRP	76
fig|6666666.582862.peg.5143	Yes	Streptomyces_sp._CC219Ahyb	NRPS	246	1	simocyclinone D8 | Polyketide	7
fig|6666666.582862.peg.7452	Yes	Streptomyces_sp._CC219Ahyb	NRPS	316	1	thiolutin | NRP	16
fig|6666666.584549.peg.11927	Yes	Streptomyces_sp._CC213Dhybcontrimo	NRPS	76	1	sarpeptin A | sarpeptin B | NRP	83
fig|6666666.584549.peg.8493	Yes	Streptomyces_sp._CC213Dhybcontrimo	NRPS	54	2	streptobactin | NRP	94
fig|6666666.584551.peg.7117	Yes	Streptomyces_sp._CC219Ahybcontrimo	NRPS	41	1	thiolutin | NRP	16
fig|6666666.584551.peg.8647	Yes	Streptomyces_sp._CC219Ahybcontrimo	NRPS	8	1	ulleungmycin | NRP	8
fig|6666666.590938.peg.2101	Yes	Streptomyces_rochei_CC71	NRPS-like	210	1	alanylclavam | 2-hydroxymethylclavam | 2-formyloxymethylclavam | clavam-2-carboxylate | Other:Non-NRP beta-lactam	12
fig|6666666.590938.peg.5946	Yes	Streptomyces_rochei_CC71	indole	61	1	7-prenylisatin | Other	100
fig|6666666.590938.peg.7508	Yes	Streptomyces_rochei_CC71	pentangular polyphenol	99	1	spore pigment | Polyketide	66
fig|6666666.590939.peg.5066	Yes	Streptomyces_rochei_CC48	butyrolactone	473	1	lactonamycin | Polyketide	7
fig|6666666.590939.peg.6103	Yes	Streptomyces_rochei_CC48	indole	633	2	7-prenylisatin | Other	100
fig|6666666.590939.peg.6740	Yes	Streptomyces_rochei_CC48	T1PKS	747	1	vicenistatin | Polyketide	60
fig|6666666.590940.peg.161	Yes	Streptomyces_rochei_CC36	NRPS-like	116	1	alanylclavam | 2-hydroxymethylclavam | 2-formyloxymethylclavam | clavam-2-carboxylate | Other:Non-NRP beta-lactam	0.12
fig|6666666.590940.peg.1688	Yes	Streptomyces_rochei_CC36	T1PKS	185	3	vicenistatin | Polyketide	60
fig|6666666.590940.peg.1958	Yes	Streptomyces_rochei_CC36	butyrolactone	185	4	lactonamycin | Polyketide	7
fig|6666666.590940.peg.2659	Yes	Streptomyces_rochei_CC36	angucycline	23	1	fluostatin M-Q | Polyketide	60
fig|6666666.590940.peg.3185	Yes	Streptomyces_rochei_CC36	pentangular polyphenol	29	2	spore pigment | Polyketide	66
fig|6666666.590940.peg.6834	Yes	Streptomyces_rochei_CC36	indole	7	1	7-prenylisatin | Other	100
fig|6666666.590940.peg.7090	Yes	Streptomyces_rochei_CC36	NRPS	99	1	CDA1b | CDA2a | CDA2b | CDA3a | CDA3b | CDA4a | CDA4b | NRP:Ca+-dependent lipopeptide	47
fig|6666666.590941.peg.1163	Yes	Streptomyces_lentzea_CC55	PKS-like	19	2	fortimicin | Saccharide	6
fig|6666666.590941.peg.1164	Yes	Streptomyces_lentzea_CC55	PKS-like	19	2	fortimicin | Saccharide	6
fig|6666666.590941.peg.276	Yes	Streptomyces_lentzea_CC55	T1PKS	13	1	butyrolactol A | Polyketide	66
fig|6666666.590941.peg.278	Yes	Streptomyces_lentzea_CC55	T1PKS	13	1	butyrolactol A | Polyketide	66
fig|6666666.590941.peg.3184	Yes	Streptomyces_lentzea_CC55	NRPS	24	1	streptolydigin | NRP + Polyketide:Modular type I + Saccharide:Hybrid/tailoring	10
fig|6666666.590941.peg.3294	Yes	Streptomyces_lentzea_CC55	NRPS	26	1	0	0
fig|6666666.590941.peg.3423	Yes	Streptomyces_lentzea_CC55	terpene	27	2	geosmin | Terpene	100
fig|6666666.590941.peg.3871	Yes	Streptomyces_lentzea_CC55	T1PKS	30	1	maduropeptin | Polyketide:Interative type I + Poliketide:Enediyne type I	28
fig|6666666.590941.peg.4157	Yes	Streptomyces_lentzea_CC55	NRPS-like	36	1	0	0
fig|6666666.590941.peg.5161	Yes	Streptomyces_lentzea_CC55	NRPS	52	1	coelichelin | NRP	72
fig|6666666.590941.peg.5480	Yes	Streptomyces_lentzea_CC55	anthracycline	53	1	LL-D49194?1 (LLD) | Polyketide	32
fig|6666666.590941.peg.5501	Yes	Streptomyces_lentzea_CC55	anthracycline	53	1	LL-D49194?1 (LLD) | Polyketide	32
fig|6666666.590941.peg.5700	Yes	Streptomyces_lentzea_CC55	T1PKS	55	1	vancosamide | Other	100
fig|6666666.590941.peg.6176	Yes	Streptomyces_lentzea_CC55	PKS-like	64	1	xantholipin | Poliketide	12
fig|6666666.590941.peg.6191	Yes	Streptomyces_lentzea_CC55	PKS-like	64	1	xantholipin | Poliketide	12
fig|6666666.590941.peg.6591	Yes	Streptomyces_lentzea_CC55	NRPS-like	68	2	napsamycin A | napsamycin B | napsamycin C | napsamycin D | mureidomycin A | mureidomycin B | NRP:Uridylpeptide + Other:Nucleoside	13
fig|6666666.590941.peg.6717	Yes	Streptomyces_lentzea_CC55	NRPS	68	3	coelibactin | NRP	36
fig|6666666.590941.peg.777	Yes	Streptomyces_lentzea_CC55	thiopeptide	17	1	0	0
BGC0000001_AEK75492	No						
BGC0000001_AEK75495	No						
BGC0000021_AEP40918	No						
BGC0000021_AEP40927	No						
BGC0000021_AEP40943	No						
BGC0000024_CAE02599	No						
BGC0000028_ADC79626	No						
BGC0000033_AAM94777	No						
BGC0000035_AAS79471	No						
BGC0000036_AAZ77687	No						
BGC0000038_CAC37890	No						
BGC0000040_AAZ94408	No						
BGC0000059_BAC68120	No						
BGC0000081_AFV52162	No						
BGC0000082_ACB46500	No						
BGC0000084_AFL48534	No						
BGC0000091_AHF22840	No						
BGC0000100_AAO65809	No						
BGC0000105_AAP42853	No						
BGC0000105_AAP42854	No						
BGC0000108_ADX66458	No						
BGC0000123_AAQ84142	No						
BGC0000133_AFI57010	No						
BGC0000133_AFI57015	No						
BGC0000135_BAK64633	No						
BGC0000141_CAI94699	No						
BGC0000141_CAI94728	No						
BGC0000144_AEZ53968	No						
BGC0000150_ABP55181	No						
BGC0000162_ACB37727	No						
BGC0000163_ACR50789	No						
BGC0000164_BAE93738	No						
BGC0000171_CCC21118	No						
BGC0000175_AFO59862	No						
BGC0000177_ACY01386	No						
BGC0000187_ADI58657	No						
BGC0000188_ABI75119	No						
BGC0000190_ADG86334	No						
BGC0000191_BAB72052	No						
BGC0000192_AAF70113	No						
BGC0000193_AAF73451	No						
BGC0000194_CAC44198	No						
BGC0000195_ACI88877	No						
BGC0000197_ABL09952	No						
BGC0000197_ABL09963	No						
BGC0000201_AAX57187	No						
BGC0000201_ADM72849	No						
BGC0000201_ADM72850	No						
BGC0000202_ADB02841	No						
BGC0000203_ADI71440	No						
BGC0000210_CAE17531	No						
BGC0000212_EDY42525	No						
BGC0000212_EDY42552	No						
BGC0000213_AIL50163	No						
BGC0000216_AFU65883	No						
BGC0000220_AAF81721	No						
BGC0000221_ACX83625	No						
BGC0000222_BAJ52674	No						
BGC0000223_AEE65471	No						
BGC0000223_AEE65494	No						
BGC0000224_AAQ08934	No						
BGC0000225_AAC18102	No						
BGC0000226_AAP69594	No						
BGC0000227_CAA09630	No						
BGC0000229_AGO50631	No						
BGC0000230_AAM33680	No						
BGC0000232_BAJ07866	No						
BGC0000233_AAP85351	No						
BGC0000238_ABX71098	No						
BGC0000238_ABX71104	No						
BGC0000238_ABX71105	No						
BGC0000238_ABX71106	No						
BGC0000240_AHZ61841	No						
BGC0000241_ABP54629	No						
BGC0000242_CAM34372	No						
BGC0000245_BAC79018	No						
BGC0000245_BAC79037	No						
BGC0000247_CAK50770	No						
BGC0000250_CAA12016	No						
BGC0000260_ABB69091	No						
BGC0000262_AHW57766	No						
BGC0000266_AAM97369	No						
BGC0000268_CAH10125	No						
BGC0000269_ADE34517	No						
BGC0000270_AAL15604	No						
BGC0000273_CAJ42325	No						
BGC0000274_AFY23040	No						
BGC0000289_CAD91201	No						
BGC0000290_AAM80541	No						
BGC0000299_ERG36768	No						
BGC0000303_ABW71856	No						
BGC0000310_AAD21216	No						
BGC0000311_CAG25752	No						
BGC0000315_CAB38588	No						
BGC0000333_ABW00321	No						
BGC0000339_BAE98158	No						
BGC0000340_AHN91929	No						
BGC0000376_BAP16683	No						
BGC0000378_ABV56591	No						
BGC0000379_AEG64695	No						
BGC0000394_AGD80615	No						
BGC0000395_AAT09796	No						
BGC0000409_AEA29625	No						
BGC0000413_AAY93437	No						
BGC0000414_BAO84869	No						
BGC0000415_AET98903	No						
BGC0000422_ABI22119	No						
BGC0000422_ABI22138	No						
BGC0000428_ACN39724	No						
BGC0000434_BAI63291	No						
BGC0000440_CAE53348	No						
BGC0000441_CAG15007	No						
BGC0000445_CAJ34357	No						
BGC0000445_CAJ34378	No						
BGC0000445_CAJ34389	No						
BGC0000450_BAH04159	No						
BGC0000459_AGN74872	No						
BGC0000459_AGN74902	No						
BGC0000503_CAD60533	No						
BGC0000506_AEK64499	No						
BGC0000508_CAA44256	No						
BGC0000511_AAL15573	No						
BGC0000514_ABC94906	No						
BGC0000515_ABO65653	No						
BGC0000526_ABI30224	No						
BGC0000527_CAB60254	No						
BGC0000527_CAB60259	No						
BGC0000535_ADJ56358	No						
BGC0000536_BAG71485	No						
BGC0000537_ABA00873	No						
BGC0000545_CAB93669	No						
BGC0000547_ACX68642	No						
BGC0000549_AEX55159	No						
BGC0000556_BAB08160	No						
BGC0000557_AAB92599	No						
BGC0000559_AAB91594	No						
BGC0000609_ADR01065	No						
BGC0000625_BAN83917	No						
BGC0000625_BAN83931	No						
BGC0000654_ABB69733	No						
BGC0000662_BAG21069	No						
BGC0000696_CAF31457	No						
BGC0000700_CAH60130	No						
BGC0000714_ACN38369	No						
BGC0000727_ACK77758	No						
BGC0000821_BAC10669	No						
BGC0000822_CAC93708	No						
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
