ID	Origin__autocolor	Clusteric__autocolor	Organism__autocolor	Product__autocolor	Type__autocolor
BGC0000657_AEK21534	MiBIG	Intraclusteric	Pseudanabaena sp. dqh15	2-methylisoborneol	Terpene
BGC0000761_BAC55132	MiBIG	Intraclusteric	Methylobacillus sp. 12S	exopolysaccharide	Saccharide
BGC0001823_ATY69606	MiBIG	Intraclusteric	Streptomyces sp. CB02120-2	weishanmycin	NRP-Polyketide
BGC0001101_AAN85528	MiBIG	Intraclusteric	Streptomyces atroolivaceus	leinamycin	NRP-Polyketide
BGC0001589_WP_043033125	MiBIG	Intraclusteric	Burkholderia cenocepacia J2315	exopolysaccharides	Saccharide
BGC0000269_ADE34523	MiBIG	Intraclusteric	Streptomyces sp. SF2575	SF2575	Other-Polyketide-Saccharide
BGC0001588_WP_004189328	MiBIG	Intraclusteric	Burkholderia pseudomallei 1026b	exopolysaccharides	Saccharide
BGC0001588_WP_004189279	MiBIG	Intraclusteric	Burkholderia pseudomallei 1026b	exopolysaccharides	Saccharide
BGC0001589_WP_006494985	MiBIG	Intraclusteric	Burkholderia cenocepacia J2315	exopolysaccharides	Saccharide
BGC0000297_CAM59604	MiBIG	Intraclusteric	Planktothrix agardhii NIVA-CYA 126	aeruginoside	NRP-Polyketide-Saccharide
