ID	Origin__autocolor	Clusteric__autocolor	Organism__autocolor	Product__autocolor	Type__autocolor
BGC0001652_AOC89016	MiBIG	Intraclusteric	Streptomyces sp. ICBB 8177	limazepine C-limazepine D-limazepine E-limazepine F-limazepine A	NRP
BGC0001433_SCO70333	MiBIG	Intraclusteric	Streptomyces argillaceus	argimycin P	Polyketide
BGC0000115_AAF71782	MiBIG	Intraclusteric	Streptomyces noursei ATCC 11455	nystatin	Polyketide-Saccharide
BGC0001302_AKC91603	MiBIG	Intraclusteric	Streptomyces lomondensis	lomofungin	Other
BGC0000086_BAG85021	MiBIG	Intraclusteric	Streptomyces lasaliensis	lasalocid	Polyketide
BGC0000163_ACR50786	MiBIG	Intraclusteric	Streptomyces longisporoflavus	tetronasin	Polyketide
BGC0000087_CAQ64682	MiBIG	Intraclusteric	Streptomyces lasaliensis	lasalocid	Polyketide
BGC0001648_ANR02560	MiBIG	Intraclusteric	Streptomyces sp.	lasalocid	Polyketide
BGC0000336_AAX31567	MiBIG	Intraclusteric	Streptomyces roseosporus NRRL 11379	daptomycin	NRP
BGC0001065_AEZ64571	MiBIG	Intraclusteric	Streptomyces chromofuscus	herboxidiene	Polyketide
BGC0001598_AOE23584	MiBIG	Intraclusteric	Streptomyces diastatochromogenes	foxicins A-D	NRP-Polyketide
BGC0000339_BAE98164	MiBIG	Intraclusteric	Streptomyces lasaliensis	echinomycin	NRP
BGC0001469_RAT94085	MiBIG	Intraclusteric	Brevibacillus sp. Leaf182	marthiapeptide A	NRP
BGC0001048_ABL74964	MiBIG	Intraclusteric	Streptoalloteichus hindustanus	tallysomycin	NRP-Polyketide-Saccharide
BGC0000548_AAG32542	MiBIG	Intraclusteric	Streptococcus salivarius	salivaricin A	RiPP
BGC0001555_YP_002539321	MiBIG	Intraclusteric	Escherichia coli chi7122	colicin V	RiPP
BGC0000854_ACP19701	MiBIG	Intraclusteric	Methylomicrobium alcaliphilum 20Z	ectoine	Other
BGC0000595_NP_626683	MiBIG	Intraclusteric	Streptomyces coelicolor A3(2)	SCO-2138	RiPP
BGC0000596_WP_003976366	MiBIG	Intraclusteric	Streptomyces lividans TK24	SLI-2138	RiPP
BGC0000381_AAU39364	MiBIG	Intraclusteric	Bacillus licheniformis DSM 13 = ATCC 14580	lichenysin	NRP
BGC0001066_CAQ52631	MiBIG	Intraclusteric	Streptomyces violaceoruber	kendomycin	Polyketide
BGC0000547_ACX68640	MiBIG	Intraclusteric	Streptococcus salivarius	salivaricin 9	RiPP
BGC0000561_BAJ10692	MiBIG	Intraclusteric	Streptococcus thermophilus	thermophilin 1277	RiPP
BGC0000065_ADE22329	MiBIG	Intraclusteric	Streptomyces galbus	galbonolides	Polyketide
BGC0001055_CAJ87568	MiBIG	Intraclusteric	Escherichia coli	yersiniabactin	NRP-Polyketide
BGC0000794_AAR99616	MiBIG	Intraclusteric	Geobacillus stearothermophilus	S-layer glycan	Saccharide
BGC0000015_AAV37058	MiBIG	Intraclusteric	Streptomyces nodosus	amphotericin	Polyketide
BGC0000714_ACN38366	MiBIG	Intraclusteric	Micromonospora inyonensis	sisomicin	Saccharide
BGC0000597_WP_009188436	MiBIG	Intraclusteric	Streptomyces sp. e14	SWA-2138	RiPP
BGC0000406_CAJ14055	MiBIG	Intraclusteric	Streptomyces viridochromogenes	phosphinothricin	NRP
BGC0000434_BAI63275	MiBIG	Intraclusteric	Streptomyces sp. SNA15896	SW-163	NRP
BGC0000857_ABY40743	MiBIG	Intraclusteric	Methylophaga alcalica	ectoine	Other
BGC0001714_WP_005152872	MiBIG	Intraclusteric	Amycolatopsis azurea DSM 43854	octacosamicin	NRP-Polyketide
BGC0000861_ACI12947	MiBIG	Intraclusteric	Shewanella sp. BR-2	eicosapentaenoic acid	Other
BGC0000336_AAX31566	MiBIG	Intraclusteric	Streptomyces roseosporus NRRL 11379	daptomycin	NRP
BGC0000264_CAE51186	MiBIG	Intraclusteric	Streptomyces resistomycificus	resistomycin	Polyketide
BGC0001070_CAN89667	MiBIG	Intraclusteric	Streptomyces collinus Tu 365	kirromycin	NRP-Polyketide
BGC0001534_AVE17166	MiBIG	Intraclusteric	Streptomyces filamentosus	branched-chain fatty acids	Other
BGC0000498_ACA51941	MiBIG	Intraclusteric	Streptococcus equinus	bovicin HJ50	RiPP
BGC0001676_AVR52614	MiBIG	Intraclusteric	Streptomyces sp. FXJ1.235	mycemycin A-mycemycin B-mycemycin C-mycemycin D-mycemycin E	Alkaloid
BGC0000595_NP_626685	MiBIG	Intraclusteric	Streptomyces coelicolor A3(2)	SCO-2138	RiPP
BGC0000596_WP_003976364	MiBIG	Intraclusteric	Streptomyces lividans TK24	SLI-2138	RiPP
BGC0001288_BAQ25495	MiBIG	Intraclusteric	Micromonospora sp. GMKU326	maklamicin	Polyketide
BGC0000772_AAC98622	MiBIG	Intraclusteric	Brucella melitensis	lipopolysaccharide	Saccharide
BGC0000133_AFI56998	MiBIG	Intraclusteric	Amycolatopsis orientalis	quartromicin	Polyketide
BGC0001740_BBA21065	MiBIG	Intraclusteric	Streptomyces avermitilis	phthoxazolin	NRP-Polyketide
BGC0000379_AEG64693	MiBIG	Intraclusteric	Streptomyces viridochromogenes	laspartomycin	NRP
BGC0001295_ALA99207	MiBIG	Intraclusteric	Streptomyces cremeus	cremeomycin	Other
BGC0001381_AJO72772	MiBIG	Intraclusteric	Nocardia terpenica	brasilinolide A-brasilinolide B-brasilinolide C	Polyketide
BGC0001476_AVT42373	MiBIG	Intraclusteric	Streptomyces sp.	pseudouridimycin	Other
BGC0001522_AWR88383	MiBIG	Intraclusteric	Streptomyces filamentosus	auroramycin	Polyketide
BGC0001477_AVV61995	MiBIG	Intraclusteric	Streptomyces sp. ID38640	lydicamycin	NRP-Polyketide
BGC0000002_AHH99948	MiBIG	Intraclusteric	Kutzneria albida DSM 43870	aculeximycin	Polyketide
BGC0000700_CAI60005	MiBIG	Intraclusteric	Streptomyces tenjimariensis	istamycin	Saccharide
BGC0001592_AVI10281	MiBIG	Intraclusteric	Streptomyces lunaelactis	ferroverdin	Other
BGC0001555_YP_002539390	MiBIG	Intraclusteric	Escherichia coli chi7122	colicin V	RiPP
BGC0001312_CAY48794	MiBIG	Intraclusteric	Pseudomonas fluorescens SBW25	viscosin	NRP
BGC0000700_CAH60144	MiBIG	Intraclusteric	Streptomyces tenjimariensis	istamycin	Saccharide
BGC0000135_BAK64632	MiBIG	Intraclusteric	Streptomyces sp. SN-593	reveromycin	Polyketide
BGC0001138_AET51839	MiBIG	Intraclusteric	Marinactinospora thermotolerans	A201A	Other
BGC0000883_AGG35693	MiBIG	Intraclusteric	Streptomyces arginensis	arginomycin	Other
BGC0000889_BAM73640	MiBIG	Intraclusteric	Streptomyces sp. WK-5344	bagremycin	Other
BGC0000862_AAB81122	MiBIG	Intraclusteric	Shewanella sp. SCRC-2738	eicosapentaenoic acid	Other
BGC0001556_AWO77092	MiBIG	Intraclusteric	Streptomyces sp.	combamide	NRP-Polyketide
BGC0001814_ATU31807	MiBIG	Intraclusteric	Streptomyces sp. KCB13F003	ulleungmycin	NRP
BGC0000091_AHF22844	MiBIG	Intraclusteric	Streptomyces sp. CNQ-617	marineosin	Polyketide
BGC0001070_CAN89614	MiBIG	Intraclusteric	Streptomyces collinus Tu 365	kirromycin	NRP-Polyketide
BGC0000130_ABO15869	MiBIG	Intraclusteric	Streptomyces vitaminophilus	pyrrolomycin	Polyketide
BGC0000065_ADE22342	MiBIG	Intraclusteric	Streptomyces galbus	galbonolides	Polyketide
BGC0000135_BAK64630	MiBIG	Intraclusteric	Streptomyces sp. SN-593	reveromycin	Polyketide
BGC0000652_ABS50498	MiBIG	Intraclusteric	Streptomyces sp. CNQ525	napyradiomycin	Terpene
BGC0001715_CUX79069	MiBIG	Intraclusteric	Bacillus circulans	octapeptin C4	NRP
BGC0001236_ALJ49925	MiBIG	Intraclusteric	Streptomyces afghaniensis	thiotetroamide	Polyketide
BGC0001354_CUI25740	MiBIG	Intraclusteric	Streptomyces thiolactonus	U-68204	NRP-Polyketide
BGC0001392_ACU62764	MiBIG	Intraclusteric	Chitinophaga pinensis DSM 2588	pinensins	RiPP
BGC0000165_ADU86009	MiBIG	Intraclusteric	Dactylosporangium aurantiacum subsp. hamdenensis	tiacumicin B	Polyketide
BGC0000093_ADC45530	MiBIG	Intraclusteric	Streptomyces nanchangensis	meilingmycin	Polyketide
BGC0001352_CUI25706	MiBIG	Intraclusteric	Streptomyces olivaceus	Tu 3010	NRP-Polyketide
BGC0000253_CAG14975	MiBIG	Intraclusteric	Streptomyces antibioticus	oviedomycin	Polyketide
BGC0001063_CAD55237	MiBIG	Intraclusteric	Streptomyces coelicolor A3(2)	undecylprodigiosin	NRP-Polyketide
BGC0000413_AAY93341	MiBIG	Intraclusteric	Pseudomonas protegens Pf-5	pyoverdine	NRP
BGC0001133_CBJ79909	MiBIG	Intraclusteric	Xenorhabdus bovienii SS-2004	taxlllaid	NRP
BGC0001079_ABS50470	MiBIG	Intraclusteric	Streptomyces aculeolatus	napyradiomycin	Polyketide-Terpene
BGC0001283_WP_016325505	MiBIG	Intraclusteric	Streptomyces lividans 1326	arsenopolyketides	Polyketide
BGC0000093_ADC45558	MiBIG	Intraclusteric	Streptomyces nanchangensis	meilingmycin	Polyketide
BGC0000926_ADB43066	MiBIG	Intraclusteric	Bacillus subtilis subsp. spizizenii ATCC 6633	rhizocticin	Other
BGC0001004_AGI99509	MiBIG	Intraclusteric	Streptomyces sp. SCSIO 01127	lobophorin	Polyketide
BGC0001133_CBJ79894	MiBIG	Intraclusteric	Xenorhabdus bovienii SS-2004	taxlllaid	NRP
BGC0001133_CBJ79899	MiBIG	Intraclusteric	Xenorhabdus bovienii SS-2004	taxlllaid	NRP
BGC0000122_AHN85648	MiBIG	Intraclusteric	Nannocystis pusilla	phenylnannolone A	Polyketide
BGC0000385_AEH59048	MiBIG	Intraclusteric	Lysobacter sp. ATCC 53042	lysobactin	NRP
BGC0000002_AHH99932	MiBIG	Intraclusteric	Kutzneria albida DSM 43870	aculeximycin	Polyketide
BGC0000717_CAH94358	MiBIG	Intraclusteric	Streptomyces griseus subsp. griseus	streptomycin	Saccharide
BGC0000279_ADE22305	MiBIG	Intraclusteric	Streptomyces flavogriseus	xantholipin	Polyketide
BGC0000289_CAD91201	MiBIG	Intraclusteric	Nonomuraea sp. ATCC 39727	A40926	NRP-Saccharide
BGC0000291_AAZ23070	MiBIG	Intraclusteric	Streptomyces fradiae	A54145	NRP
BGC0001093_AAY32960	MiBIG	Intraclusteric	Sorangium cellulosum	disorazole	NRP-Polyketide
BGC0001093_AAY32957	MiBIG	Intraclusteric	Sorangium cellulosum	disorazole	NRP-Polyketide
BGC0001038_AGC24257	MiBIG	Intraclusteric	Nonomuraea spiralis	pyralomicin	NRP-Polyketide
BGC0000413_AAY93396	MiBIG	Intraclusteric	Pseudomonas protegens Pf-5	pyoverdine	NRP
BGC0000026_AAK83172	MiBIG	Intraclusteric	Streptomyces viridochromogenes Tue57	avilamycin A	Saccharide
BGC0000172_ERM18782	MiBIG	Intraclusteric	Brevibacillus laterosporus PE36	basiliskamides	Polyketide
BGC0001582_AIW58894	MiBIG	Intraclusteric	Nonomuraea sp. MJM5123	ecumicin	NRP
BGC0000457_ABC94352	MiBIG	Intraclusteric	Rhizobium etli CFN 42	vicibactin	NRP
BGC0000333_ABW00327	MiBIG	Intraclusteric	Salinispora arenicola CNS-205	cyclomarin	NRP
BGC0000144_AEZ53941	MiBIG	Intraclusteric	Streptomyces albus	salinomycin	Polyketide
BGC0001245_AHV78244	MiBIG	Intraclusteric	Lasiodiplodia theobromae	lasiodiplodin	Polyketide
BGC0001406_ALV86863	MiBIG	Intraclusteric	Streptomyces canus	telomycin	NRP
BGC0001676_AVR52586	MiBIG	Intraclusteric	Streptomyces sp. FXJ1.235	mycemycin A-mycemycin B-mycemycin C-mycemycin D-mycemycin E	Alkaloid
BGC0001532_ATY37601	MiBIG	Intraclusteric	Brevibacillus laterosporus	bogorol	NRP
BGC0001623_BAX64242	MiBIG	Intraclusteric	Streptomyces sp. MSC090213JE08	ishigamide	NRP-Polyketide
BGC0000144_AEZ53942	MiBIG	Intraclusteric	Streptomyces albus	salinomycin	Polyketide
BGC0001783_AFW04595	MiBIG	Intraclusteric	Streptomyces flocculus	streptonigrin	Other
BGC0000081_AFV52118	MiBIG	Intraclusteric	Streptoalloteichus sp. ATCC 53650	kedarcidin	Polyketide
BGC0000263_CBH32801	MiBIG	Intraclusteric	Streptomyces ravidus	ravidomycin	Polyketide
BGC0000703_BAE95591	MiBIG	Intraclusteric	Streptomyces kanamyceticus	kanamycin	Saccharide
BGC0000961_ABC34774	MiBIG	Intraclusteric	Burkholderia thailandensis E264	bactobolin	NRP-Polyketide
BGC0001657_BAV56276	MiBIG	Intraclusteric	Lysobacter sp. RH2180-5	lysocin	NRP
BGC0000509_AFN69429	MiBIG	Intraclusteric	Staphylococcus epidermidis	epilancin 15X	RiPP
BGC0000918_BAB69149	MiBIG	Intraclusteric	Streptomyces avermitilis	ochronotic pigment	Other
BGC0001073_AFJ52689	MiBIG	Intraclusteric	Micromonospora sp. TP-A0468	kosinostatin	NRP-Polyketide
BGC0000387_ABG00043	MiBIG	Intraclusteric	Pseudomonas syringae pv. syringae	mangotoxin	NRP
BGC0001197_ABW11820	MiBIG	Intraclusteric	Frankia sp. EAN1pec	frankiamicin	Polyketide
BGC0000116_ABV83234	MiBIG	Intraclusteric	Pseudonocardia autotrophica	nystatin-like Pseudonocardia polyene	Polyketide
BGC0000935_AFB35625	MiBIG	Intraclusteric	Streptomyces antibioticus	esmeraldin	Other
BGC0000105_AAP42877	MiBIG	Intraclusteric	Streptomyces nanchangensis	nanchangmycin	Polyketide
BGC0001787_AOT85886	MiBIG	Intraclusteric	Streptococcus suis	suicin 3908	RiPP
BGC0001059_ACM79814	MiBIG	Intraclusteric	Bacillus cereus	zwittermycin A	NRP-Polyketide
BGC0000882_AFD20755	MiBIG	Intraclusteric	Streptomyces rimofaciens	mildiomycin	Other
BGC0001060_ACB47073	MiBIG	Intraclusteric	Micromonospora chersina	dynemicin	Polyketide
BGC0000254_AAZ78324	MiBIG	Intraclusteric	Streptomyces rimosus	oxytetracycline	Polyketide
BGC0001801_CCA53794	MiBIG	Intraclusteric	Streptomyces venezuelae ATCC 10712	thiazostatin-watasemycin A-watasemycin B-2-hydroxyphenylthiazoline enantiopyochelin-isopyochelin	NRP
BGC0001500_AMX23337	MiBIG	Intraclusteric	Actinoallomurus sp. ID145698	allocyclinone	Polyketide
BGC0000842_AGU42435	MiBIG	Intraclusteric	Streptomyces argenteolus	carbapenem MM 4550	Other
BGC0001374_ANW12122	MiBIG	Intraclusteric	Streptomyces albogriseolus	thienodolin	Other
BGC0000616_ABS75254	MiBIG	Intraclusteric	Bacillus amyloliquefaciens subsp. plantarum str. FZB42	amylocyclicin	RiPP
BGC0000316_ABR67760	MiBIG	Intraclusteric	Saccharothrix mutabilis subsp. capreolus	capreomycin	NRP
BGC0001719_AWM72931	MiBIG	Intraclusteric	Streptomyces olivaceus	olimycin A-olimycin B	Polyketide
BGC0000227_CAA09631	MiBIG	Intraclusteric	Streptomyces violaceoruber	granaticin	Polyketide
BGC0000195_ACI88856	MiBIG	Intraclusteric	Streptomyces sp. CM020	alnumycin	Polyketide
BGC0001041_ABP53504	MiBIG	Intraclusteric	Salinispora tropica CNB-440	salinosporamide	NRP-Polyketide
BGC0001088_CAE52323	MiBIG	Intraclusteric	Xanthomonas albilineans	albicidin	NRP-Polyketide
BGC0000145_ABP73639	MiBIG	Intraclusteric	Salinispora tropica	salinosporamide A	Polyketide
BGC0000703_BAE95463	MiBIG	Intraclusteric	Streptomyces kanamyceticus	kanamycin	Saccharide
BGC0000223_AEE65485	MiBIG	Intraclusteric	uncultured bacterium BAC AB649/1850	fluostatin	Polyketide
BGC0000574_ADG11023	MiBIG	Intraclusteric	Caulobacter segnis ATCC 21756	caulosegnin I-caulosegnin II-caulosegnin III	RiPP
BGC0000115_AAF71780	MiBIG	Intraclusteric	Streptomyces noursei ATCC 11455	nystatin	Polyketide-Saccharide
BGC0001196_AJW76701	MiBIG	Intraclusteric	Streptomyces scopuliridis	desotamide	NRP
BGC0000445_CAJ34361	MiBIG	Intraclusteric	Micromonospora sp. ML1	thiocoraline	NRP
BGC0001183_AGC09510	MiBIG	Intraclusteric	Streptomyces sp. FXJ7.023	lobophorin	Polyketide
BGC0001040_CAA60472	MiBIG	Intraclusteric	Streptomyces rapamycinicus	rapamycin	NRP-Polyketide
BGC0001807_ATL73056	MiBIG	Intraclusteric	Streptomyces pactum	totopensamide	NRP-Polyketide
BGC0000211_CBH32096	MiBIG	Intraclusteric	Streptomyces albaduncus	chrysomycin	Polyketide
BGC0001297_ALG65334	MiBIG	Intraclusteric	Streptomyces calvus	WS9326	NRP
BGC0000821_BAC10684	MiBIG	Intraclusteric	Lechevalieria aerocolonigenes	rebeccamycin	Other
BGC0000032_AEH42489	MiBIG	Intraclusteric	Streptomyces chartreusis NRRL 3882	calcimycin	Polyketide
BGC0000340_AHN91928	MiBIG	Intraclusteric	Streptomyces sp. LZ35	echosides	NRP
BGC0001533_ALV82344	MiBIG	Intraclusteric	Streptomyces rochei	borrelidin	Polyketide
BGC0000268_CAH10127	MiBIG	Intraclusteric	Streptomyces sp. SCC 2136	Sch47554-Sch47555	Polyketide
BGC0001647_ONK09693	MiBIG	Intraclusteric	Streptomyces sp. MP131-18	lagunapyrone A-lagunapyrone B-lagunapyrone C	Polyketide
BGC0001156_ADD83012	MiBIG	Intraclusteric	Streptomyces platensis	platencin	Terpene
BGC0001140_ACO31294	MiBIG	Intraclusteric	Streptomyces platensis	platensimycin-platencin	Terpene
BGC0001491_OJF16284	MiBIG	Intraclusteric	Couchioplanes caeruleus subsp. caeruleus	67-121C	Polyketide
BGC0001406_ALV86857	MiBIG	Intraclusteric	Streptomyces canus	telomycin	NRP
BGC0000031_CAE45680	MiBIG	Intraclusteric	Streptomyces parvulus	borrelidin	Polyketide
BGC0000446_CDG76949	MiBIG	Intraclusteric	Klebsiella oxytoca	tilivalline	NRP
BGC0001805_CDG76949	MiBIG	Intraclusteric	Klebsiella oxytoca	tilivalline	NRP
BGC0000495_ACR33063	MiBIG	Intraclusteric	Actinoplanes garbadinensis	actagardine	RiPP
BGC0000666_AFK78069	MiBIG	Intraclusteric	Streptomyces sp. SCSIO 02999	xiamycin	Terpene
BGC0001726_APD26285	MiBIG	Intraclusteric	Streptomyces pactum	pactamides	NRP-Polyketide
BGC0000159_ABW96549	MiBIG	Intraclusteric	Streptomyces spiroverticillatus	tautomycin	Polyketide
BGC0000938_ACG70835	MiBIG	Intraclusteric	Streptomyces fradiae	fosfomycin	Other
BGC0000559_AAB91591	MiBIG	Intraclusteric	Bacillus subtilis subsp. spizizenii ATCC 6633	subtilin	RiPP
BGC0000222_BAJ52669	MiBIG	Intraclusteric	Streptomyces sp. TA-0256	FD-594	Polyketide
BGC0000195_ACI88882	MiBIG	Intraclusteric	Streptomyces sp. CM020	alnumycin	Polyketide
BGC0000662_BAG21067	MiBIG	Intraclusteric	Streptomyces griseus subsp. griseus NBRC 13350	grixazone	Terpene
BGC0001154_ACU71642	MiBIG	Intraclusteric	Catenulispora acidiphila DSM 44928	cacibiocin	Other
BGC0000213_AIL50187	MiBIG	Intraclusteric	Streptomyces aureus	colabomycin	Polyketide
BGC0001773_ANY10580	MiBIG	Intraclusteric	Pseudonocardia sp. HH130630-07	selvamicin	Polyketide
BGC0001512_AUI41033	MiBIG	Intraclusteric	Streptomyces sp.	anthrabenzoxocinone	Polyketide
BGC0001598_AOE23592	MiBIG	Intraclusteric	Streptomyces diastatochromogenes	foxicins A-D	NRP-Polyketide
BGC0000388_AAU34212	MiBIG	Intraclusteric	Streptomyces hygroscopicus	mannopeptimycin	NRP
