ID	Origin__autocolor	Clusteric__autocolor	Organism__autocolor	Product__autocolor	Type__autocolor
BGC0001750_ATG32090	MiBIG	Intraclusteric	Nannocystis pusilla	pyrronazol B	NRP-Polyketide
BGC0000240_AHZ61842	MiBIG	Intraclusteric	Salinispora pacifica	lomaiviticin	Polyketide-Saccharide
BGC0001289_ALR96376	MiBIG	Intraclusteric	Paenibacillus ehimensis	penisin	RiPP
BGC0000652_ABS50483	MiBIG	Intraclusteric	Streptomyces sp. CNQ525	napyradiomycin	Terpene
BGC0000241_ABP54631	MiBIG	Intraclusteric	Salinispora tropica CNB-440	lomaiviticin	Polyketide-Saccharide
BGC0001014_CAD15515	MiBIG	Intraclusteric	Ralstonia solanacearum GMI1000	micacocidin	NRP-Polyketide
BGC0000081_AFV52137	MiBIG	Intraclusteric	Streptoalloteichus sp. ATCC 53650	kedarcidin	Polyketide
BGC0000112_AAM78008	MiBIG	Intraclusteric	Streptomyces carzinostaticus subsp. neocarzinostaticus	neocarzinostatin	Polyketide
BGC0000964_ABC37158	MiBIG	Intraclusteric	Burkholderia thailandensis E264	burkholdac	NRP-Polyketide
BGC0001503_ATV95650	MiBIG	Intraclusteric	Amycolatopsis sp.	amycolamycin A-amycolamycin B	Polyketide
BGC0000081_AFV52208	MiBIG	Intraclusteric	Streptoalloteichus sp. ATCC 53650	kedarcidin	Polyketide
BGC0001693_ARD70856	MiBIG	Intraclusteric	Micromonospora echinospora	nenestatin	Polyketide
BGC0000678_BAC70711	MiBIG	Intraclusteric	Streptomyces avermitilis MA-4680 = NBRC 14893	pentalenolactone	Terpene
BGC0001540_ARK19474	MiBIG	Intraclusteric	Streptomyces zelensis	CC-1065	Other
BGC0001200_ctg1_orf265	MiBIG	Intraclusteric	Streptomyces sp. NBRC 109706	lorneic acid A	Polyketide
BGC0000824_ACC79999	MiBIG	Intraclusteric	Nostoc punctiforme PCC 73102	scytonemin	Alkaloid
BGC0001079_ABS50455	MiBIG	Intraclusteric	Streptomyces aculeolatus	napyradiomycin	Polyketide-Terpene
BGC0001598_AOE23589	MiBIG	Intraclusteric	Streptomyces diastatochromogenes	foxicins A-D	NRP-Polyketide
BGC0001060_ACB47062	MiBIG	Intraclusteric	Micromonospora chersina	dynemicin	Polyketide
BGC0000033_AAM70331	MiBIG	Intraclusteric	Micromonospora echinospora	calicheamicin	Polyketide
BGC0001040_CAA60472	MiBIG	Intraclusteric	Streptomyces rapamycinicus	rapamycin	NRP-Polyketide
BGC0000413_AAY93369	MiBIG	Intraclusteric	Pseudomonas protegens Pf-5	pyoverdine	NRP
BGC0000087_CAQ64723	MiBIG	Intraclusteric	Streptomyces lasaliensis	lasalocid	Polyketide
BGC0001378_AME17994	MiBIG	Intraclusteric	Streptomyces sp. CB03234	tiancimycin	Polyketide
BGC0001804_AME17994	MiBIG	Intraclusteric	Streptomyces sp. CB03234	tiancimycin	Polyketide
BGC0000065_ADE22329	MiBIG	Intraclusteric	Streptomyces galbus	galbonolides	Polyketide
BGC0000269_ADE34524	MiBIG	Intraclusteric	Streptomyces sp. SF2575	SF2575	Other-Polyketide-Saccharide
BGC0000997_CAL80832	MiBIG	Intraclusteric	Polyangium brachysporum	glidobactin	NRP-Polyketide
BGC0001693_ARD70907	MiBIG	Intraclusteric	Micromonospora echinospora	nenestatin	Polyketide
BGC0000374_AEH41781	MiBIG	Intraclusteric	Streptomyces griseoflavus	hormaomycin	NRP
BGC0001114_AGN11877	MiBIG	Intraclusteric	Burkholderia thailandensis	thailanstatin	NRP-Polyketide
BGC0000443_AED89998	MiBIG	Intraclusteric	Pseudomonas sp. SHC52	thanamycin	NRP
BGC0000925_AAL65283	MiBIG	Intraclusteric	Pseudomonas fluorescens	quinolobactin	Other
BGC0000413_AAY93385	MiBIG	Intraclusteric	Pseudomonas protegens Pf-5	pyoverdine	NRP
BGC0000813_ABD59205	MiBIG	Intraclusteric	Nonomuraea longicatena	K-252a	Alkaloid
BGC0000814_ACN29708	MiBIG	Intraclusteric	Nonomuraea longicatena	K-252a	Alkaloid
BGC0001428_orf5	MiBIG	Intraclusteric	Myxococcus xanthus	myxochromide A	NRP-Polyketide
BGC0000105_AAP42877	MiBIG	Intraclusteric	Streptomyces nanchangensis	nanchangmycin	Polyketide
BGC0001377_AMK92581	MiBIG	Intraclusteric	Streptomyces uncialis	uncialamycin	Polyketide
BGC0001815_AMK92581	MiBIG	Intraclusteric	Streptomyces uncialis	uncialamycin	Polyketide
BGC0000274_AFY23022	MiBIG	Intraclusteric	uncultured bacterium	tetarimycin	Polyketide
BGC0001106_ABS90462	MiBIG	Intraclusteric	Streptomyces albus	oxazolomycin	NRP-Polyketide
BGC0000440_CAE53339	MiBIG	Intraclusteric	Actinoplanes teichomyceticus	teicoplanin	NRP
BGC0000441_CAG14998	MiBIG	Intraclusteric	Actinoplanes teichomyceticus	teicoplanin	NRP
BGC0000240_AHZ61898	MiBIG	Intraclusteric	Salinispora pacifica	lomaiviticin	Polyketide-Saccharide
BGC0001424_orf5	MiBIG	Intraclusteric	Myxococcus virescens	myxochromide C	NRP-Polyketide
BGC0000241_ABP54679	MiBIG	Intraclusteric	Salinispora tropica CNB-440	lomaiviticin	Polyketide-Saccharide
BGC0001422_orf6	MiBIG	Intraclusteric	Myxococcus fulvus	myxochromide A	NRP-Polyketide
BGC0000352_CAG69521	MiBIG	Intraclusteric	Acinetobacter sp. ADP1	fimsbactin	NRP
BGC0001750_ATG32089	MiBIG	Intraclusteric	Nannocystis pusilla	pyrronazol B	NRP-Polyketide
BGC0001293_ALP32041	MiBIG	Intraclusteric	Streptomyces sp. NCIB 11649	cyclizidine	Polyketide
BGC0000344_CAK15819	MiBIG	Intraclusteric	Pseudomonas entomophila L48	entolysin	NRP
BGC0001070_CAN89614	MiBIG	Intraclusteric	Streptomyces collinus Tu 365	kirromycin	NRP-Polyketide
BGC0000031_CAE45656	MiBIG	Intraclusteric	Streptomyces parvulus	borrelidin	Polyketide
BGC0001533_ALV82316	MiBIG	Intraclusteric	Streptomyces rochei	borrelidin	Polyketide
BGC0001593_ARF06245	MiBIG	Intraclusteric	Streptomyces ficellus	ficellomycin	NRP
BGC0000758_AAL26687	MiBIG	Intraclusteric	Staphylococcus aureus	capsular polysaccharide	Saccharide
BGC0000872_BAJ05882	MiBIG	Intraclusteric	Streptomyces sp. SANK 60405	A-90289	Other
BGC0000268_CAH10107	MiBIG	Intraclusteric	Streptomyces sp. SCC 2136	Sch47554-Sch47555	Polyketide
BGC0001392_ACU62748	MiBIG	Intraclusteric	Chitinophaga pinensis DSM 2588	pinensins	RiPP
BGC0000444_AAW49317	MiBIG	Intraclusteric	Streptomyces turgidiscabies Car8	thaxtomin	NRP
BGC0001312_CAY48797	MiBIG	Intraclusteric	Pseudomonas fluorescens SBW25	viscosin	NRP
BGC0001002_BAO98804	MiBIG	Intraclusteric	Streptomyces roseoverticillatus	jawsamycin	NRP-Polyketide
BGC0001523_ARM20296	MiBIG	Intraclusteric	Streptomyces sp. 211726	azalomycin F	Polyketide
BGC0001076_ADC96655	MiBIG	Intraclusteric	Streptomyces sp. SN-1061M	liposidomycin	Other
BGC0001055_CAJ87589	MiBIG	Intraclusteric	Escherichia coli	yersiniabactin	NRP-Polyketide
BGC0001700_AUO16420	MiBIG	Intraclusteric	Streptomyces sp. IMB7-145	niphimycins C-E	Polyketide
BGC0000087_CAQ64716	MiBIG	Intraclusteric	Streptomyces lasaliensis	lasalocid	Polyketide
BGC0000321_ctg1_orf000000	MiBIG	Intraclusteric	Chaetomium virescens	chaetocin	NRP
BGC0001195_AJW65397	MiBIG	Intraclusteric	Nocardiopsis sp. CMB-M0232	nocardiopsin	NRP-Polyketide
BGC0000466_ADZ13562	MiBIG	Intraclusteric	Streptomyces sp. TP-A2060	yatakemycin	NRP
BGC0000385_AEH59062	MiBIG	Intraclusteric	Lysobacter sp. ATCC 53042	lysobactin	NRP
BGC0000074_AAY28221	MiBIG	Intraclusteric	Streptomyces hygroscopicus	herbimycin	Polyketide
BGC0000875_ACQ63617	MiBIG	Intraclusteric	Streptomyces sp. MK730-62F2	caprazamycin	Other
BGC0000066_AAO06912	MiBIG	Intraclusteric	Streptomyces hygroscopicus	geldanamycin	Polyketide
BGC0001331_WP_019032751	MiBIG	Intraclusteric	Salinispora arenicola CNR107	BE-43547 A1-C2	NRP-Polyketide
BGC0001330_WP_047890616	MiBIG	Intraclusteric	Micromonospora sp. RV43	BE-43547 A1-C2	NRP-Polyketide
BGC0001707_AQM75225	MiBIG	Intraclusteric	Streptomyces sp.	nosiheptide	RiPP
BGC0000249_AAG42846	MiBIG	Intraclusteric	Streptomyces nogalater	nogalamycin	Polyketide
BGC0000093_ADC45583	MiBIG	Intraclusteric	Streptomyces nanchangensis	meilingmycin	Polyketide
BGC0000981_ADF88280	MiBIG	Intraclusteric	Aphanizomenon sp. 10E6	cylindrospermopsin	NRP-Polyketide
BGC0000978_ABX60162	MiBIG	Intraclusteric	Cylindrospermopsis raciborskii AWT205	cylindrospermopsin	Alkaloid-NRP-Polyketide
BGC0001183_AGC09493	MiBIG	Intraclusteric	Streptomyces sp. FXJ7.023	lobophorin	Polyketide
BGC0001004_AGI99488	MiBIG	Intraclusteric	Streptomyces sp. SCSIO 01127	lobophorin	Polyketide
BGC0000385_AEH59048	MiBIG	Intraclusteric	Lysobacter sp. ATCC 53042	lysobactin	NRP
BGC0001055_CAJ87568	MiBIG	Intraclusteric	Escherichia coli	yersiniabactin	NRP-Polyketide
BGC0001657_BAV56276	MiBIG	Intraclusteric	Lysobacter sp. RH2180-5	lysocin	NRP
BGC0000238_ABX71108	MiBIG	Intraclusteric	Streptomyces rishiriensis	lactonamycin	Polyketide
BGC0001029_AEU11005	MiBIG	Intraclusteric	Nostoc sp. 152	nostophycin	NRP
BGC0000162_ACB37749	MiBIG	Intraclusteric	Micromonospora chalcea	tetrocarcin A	Polyketide
BGC0001288_BAQ25495	MiBIG	Intraclusteric	Micromonospora sp. GMKU326	maklamicin	Polyketide
BGC0000547_ACX68640	MiBIG	Intraclusteric	Streptococcus salivarius	salivaricin 9	RiPP
BGC0000544_CCQ18688	MiBIG	Intraclusteric	Planomonospora alba	planosporicin	RiPP
BGC0001179_AHL46716	MiBIG	Intraclusteric	Streptomyces bottropensis	rishirilide B	Polyketide
BGC0000267_ACP19367	MiBIG	Intraclusteric	Micromonospora sp. Tu 6368	saquayamycin Z-galtamycin B	Polyketide-Saccharide
BGC0000105_AAP42876	MiBIG	Intraclusteric	Streptomyces nanchangensis	nanchangmycin	Polyketide
BGC0001719_AWM72910	MiBIG	Intraclusteric	Streptomyces olivaceus	olimycin A-olimycin B	Polyketide
BGC0000093_ADC45597	MiBIG	Intraclusteric	Streptomyces nanchangensis	meilingmycin	Polyketide
BGC0001761_AQW44870	MiBIG	Intraclusteric	Sorangium cellulosum	ripostatin A-ripostatin B-ripostatin C	Polyketide
