ID	Origin__autocolor	Clusteric__autocolor	Organism__autocolor	Product__autocolor	Type__autocolor
BGC0000972_CAJ76299	MiBIG	Intraclusteric	Escherichia coli	colibactin	NRP-Polyketide
BGC0001669_AVH76827	MiBIG	Intraclusteric	Microbacterium arborescens	microvionin	RiPP
BGC0001732_AIE54225	MiBIG	Intraclusteric	Streptomyces sp. YN86	paulomycin	Other
BGC0000495_ACR33055	MiBIG	Intraclusteric	Actinoplanes garbadinensis	actagardine	RiPP
BGC0000091_AHF22844	MiBIG	Intraclusteric	Streptomyces sp. CNQ-617	marineosin	Polyketide
BGC0000821_BAC10679	MiBIG	Intraclusteric	Lechevalieria aerocolonigenes	rebeccamycin	Other
BGC0000822_CAC93719	MiBIG	Intraclusteric	Lechevalieria aerocolonigenes	rebeccamycin	Alkaloid
BGC0000823_BAC15755	MiBIG	Intraclusteric	Lechevalieria aerocolonigenes	rebeccamycin	Alkaloid
BGC0000874_AAP03103	MiBIG	Intraclusteric	Streptomyces griseochromogenes	blasticidin	Other
BGC0000316_ABR67760	MiBIG	Intraclusteric	Saccharothrix mutabilis subsp. capreolus	capreomycin	NRP
BGC0000053_ctg1_orf18	MiBIG	Intraclusteric	Streptomyces sp. DSM4137	elaiophylin	Polyketide
BGC0001041_ABP53504	MiBIG	Intraclusteric	Salinispora tropica CNB-440	salinosporamide	NRP-Polyketide
BGC0000145_ABP73639	MiBIG	Intraclusteric	Salinispora tropica	salinosporamide A	Polyketide
BGC0000291_AAZ23059	MiBIG	Intraclusteric	Streptomyces fradiae	A54145	NRP
BGC0000973_CCC55908	MiBIG	Intraclusteric	Streptomyces sp. CS40	collismycin A	NRP-Polyketide
BGC0001500_AMX23313	MiBIG	Intraclusteric	Actinoallomurus sp. ID145698	allocyclinone	Polyketide
BGC0000961_ABC34774	MiBIG	Intraclusteric	Burkholderia thailandensis E264	bactobolin	NRP-Polyketide
BGC0000291_AAZ23070	MiBIG	Intraclusteric	Streptomyces fradiae	A54145	NRP
BGC0000264_CAE51186	MiBIG	Intraclusteric	Streptomyces resistomycificus	resistomycin	Polyketide
BGC0001590_AQP25560	MiBIG	Intraclusteric	Streptomyces sp. KY5	formicamycins A-M	Polyketide
BGC0001662_AWC08650	MiBIG	Intraclusteric	Kitasatospora mediocidica	mediomycin A	Polyketide
BGC0000227_CAA09631	MiBIG	Intraclusteric	Streptomyces violaceoruber	granaticin	Polyketide
BGC0000128_AAY59074	MiBIG	Intraclusteric	Pseudomonas sp. M18	pyoluteorin	Polyketide
BGC0000903_CAJ20013	MiBIG	Intraclusteric	Streptomyces cattleya	fluorometabolite	Other
BGC0000195_ACI88885	MiBIG	Intraclusteric	Streptomyces sp. CM020	alnumycin	Polyketide
BGC0000202_ADB02863	MiBIG	Intraclusteric	Kibdelosporangium sp. MJ126-NF4	azicemicin	Polyketide
BGC0001386_BAU98040	MiBIG	Intraclusteric	Streptomyces sp. RI-77	JBIR-76-JBIR-77	Polyketide
BGC0001387_AMP46609	MiBIG	Intraclusteric	Streptomyces calvus	nucleocidin	Other
BGC0001619_AKA59096	MiBIG	Intraclusteric	Streptomyces sp. WAC2288	ibomycin	Polyketide
BGC0001740_BBA21065	MiBIG	Intraclusteric	Streptomyces avermitilis	phthoxazolin	NRP-Polyketide
BGC0001715_CUX79069	MiBIG	Intraclusteric	Bacillus circulans	octapeptin C4	NRP
BGC0000528_CAN02021	MiBIG	Intraclusteric	Clavibacter michiganensis subsp. michiganensis NCPPB 382	michiganin A	RiPP
BGC0000809_ABC02804	MiBIG	Intraclusteric	Actinomadura melliaura	AT2433	Alkaloid
BGC0001675_AQW35080	MiBIG	Intraclusteric	Streptomyces griseoruber	murayaquinone	Polyketide
BGC0001674_SFF02396	MiBIG	Intraclusteric	Streptomyces mirabilis	MS-271	RiPP
BGC0001299_ALD83709	MiBIG	Intraclusteric	Sorangium cellulosum	chlorotonil	Polyketide
BGC0001581_AAX98178	MiBIG	Intraclusteric	Streptomyces aizunensis	ECO-02301	Polyketide
BGC0001406_ALV86857	MiBIG	Intraclusteric	Streptomyces canus	telomycin	NRP
BGC0001694_AVI57436	MiBIG	Intraclusteric	Streptomyces koyangensis	meoabyssomicin-abyssomicin	Polyketide
BGC0000058_BAJ16474	MiBIG	Intraclusteric	Streptomyces graminofaciens	FD-891	Polyketide
BGC0001063_CAD55237	MiBIG	Intraclusteric	Streptomyces coelicolor A3(2)	undecylprodigiosin	NRP-Polyketide
BGC0000668_AHI58826	MiBIG	Intraclusteric	Hapalosiphon welwitschii UTEX B 1830	welwitindolinone	Alkaloid-Terpene
BGC0000458_AAP92509	MiBIG	Intraclusteric	Streptomyces vinaceus	viomycin	NRP
BGC0001370_ALV82366	MiBIG	Intraclusteric	Streptomyces rochei	lipopeptide 8D1-1-lipopeptide 8D1-2	NRP
BGC0001764_BAW27696	MiBIG	Intraclusteric	Streptomyces sp. SoC090715LN-17	s56-p1	NRP
BGC0001755_AWW87431	MiBIG	Intraclusteric	Streptomyces sp.	reedsmycins	Polyketide
BGC0001094_ABI91455	MiBIG	Intraclusteric	Burkholderia ambifaria AMMD	enacyloxin	NRP-Polyketide
BGC0000200_AHX24716	MiBIG	Intraclusteric	uncultured bacterium	arixanthomycin	Polyketide-Saccharide
BGC0000814_ACN29723	MiBIG	Intraclusteric	Nonomuraea longicatena	K-252a	Alkaloid
BGC0000315_CAB38597	MiBIG	Intraclusteric	Streptomyces coelicolor A3(2)	calcium-dependent antibiotic	NRP
BGC0000966_AFD30950	MiBIG	Intraclusteric	Actinoalloteichus sp. WH1-2216-6	caerulomycin A	NRP-Polyketide
BGC0001797_BBA31804	MiBIG	Intraclusteric	Streptomyces anulatus	telomestatin	RiPP
BGC0001126_AHB62767	MiBIG	Intraclusteric	Fischerella ambigua UTEX 1903	ambiguine	Alkaloid-Terpene
BGC0001501_APZ79590	MiBIG	Intraclusteric	Fischerella sp. TAU	ambiguine	Alkaloid
BGC0001594_APZ79557	MiBIG	Intraclusteric	Fischerella muscicola UTEX 1829	fischerindole	Alkaloid
BGC0001612_APB62253	MiBIG	Intraclusteric	Fischerella ambigua UTEX 1903	hapalindole-ambiguine	Alkaloid
BGC0000341_ABD65961	MiBIG	Intraclusteric	Streptomyces fungicidicus	enduracidin	NRP
BGC0000209_AEI98644	MiBIG	Intraclusteric	Streptomyces aureofaciens	chlortetracycline	Polyketide
BGC0001623_BAX64259	MiBIG	Intraclusteric	Streptomyces sp. MSC090213JE08	ishigamide	NRP-Polyketide
BGC0001337_AKQ20703	MiBIG	Intraclusteric	uncultured bacterium	lazarimide A-lazarimide B-lazarimide C	Alkaloid
BGC0001101_AAN85491	MiBIG	Intraclusteric	Streptomyces atroolivaceus	leinamycin	NRP-Polyketide
BGC0000827_ABV98184	MiBIG	Intraclusteric	Salinispora arenicola CNS-205	staurosporine	Alkaloid
BGC0000195_ACI88882	MiBIG	Intraclusteric	Streptomyces sp. CM020	alnumycin	Polyketide
BGC0001593_ARF06225	MiBIG	Intraclusteric	Streptomyces ficellus	ficellomycin	NRP
BGC0000026_AAK83172	MiBIG	Intraclusteric	Streptomyces viridochromogenes Tue57	avilamycin A	Saccharide
BGC0000197_ABL09961	MiBIG	Intraclusteric	Streptomyces echinatus	aranciamycin	Polyketide-Saccharide
BGC0001623_BAX64242	MiBIG	Intraclusteric	Streptomyces sp. MSC090213JE08	ishigamide	NRP-Polyketide
BGC0001782_ARP51741	MiBIG	Intraclusteric	Streptomyces sp. SCSIO 03032	spiroindimicins-indimicins-lynamicins	Other
BGC0001784_AWH12906	MiBIG	Intraclusteric	Streptomyces seoulensis	streptoseomycin	Polyketide
BGC0000998_AFU82608	MiBIG	Intraclusteric	Streptomyces sp. K01-0509	guadinomine	NRP-Polyketide
BGC0001374_ANW12112	MiBIG	Intraclusteric	Streptomyces albogriseolus	thienodolin	Other
BGC0000903_CAJ20008	MiBIG	Intraclusteric	Streptomyces cattleya	fluorometabolite	Other
BGC0000825_BAC55205	MiBIG	Intraclusteric	Streptomyces sp. TP-A0274	staurosporine	Alkaloid
BGC0001759_AWH12630	MiBIG	Intraclusteric	Amycolatopsis sp.	rifamorpholines	Polyketide
BGC0001598_AOE23569	MiBIG	Intraclusteric	Streptomyces diastatochromogenes	foxicins A-D	NRP-Polyketide
BGC0000503_CAD60529	MiBIG	Intraclusteric	Streptomyces cinnamoneus	cinnamycin	RiPP
BGC0000341_ABD65938	MiBIG	Intraclusteric	Streptomyces fungicidicus	enduracidin	NRP
BGC0000187_ADI58626	MiBIG	Intraclusteric	Streptomyces nodosus subsp. asukaensis	asukamycin	Polyketide
BGC0000495_ACR33059	MiBIG	Intraclusteric	Actinoplanes garbadinensis	actagardine	RiPP
BGC0000136_AAS07758	MiBIG	Intraclusteric	Amycolatopsis mediterranei S699	rifamycin	Polyketide
BGC0001287_CQR60475	MiBIG	Intraclusteric	Streptomyces leeuwenhoekii	chaxamycin A-chaxamycin B-chaxamycin C-chaxamycin D	Polyketide
BGC0000202_ADB02831	MiBIG	Intraclusteric	Kibdelosporangium sp. MJ126-NF4	azicemicin	Polyketide
BGC0001335_AGI62210	MiBIG	Intraclusteric	uncultured bacterium	borregomycin A-borregomycin B-borregomycin C-borregomycin D	Alkaloid
BGC0001783_AFW04595	MiBIG	Intraclusteric	Streptomyces flocculus	streptonigrin	Other
BGC0001437_AQZ26579	MiBIG	Intraclusteric	Pseudomonas fluorescens	obafluorin	NRP
BGC0001710_AQZ26579	MiBIG	Intraclusteric	Pseudomonas fluorescens	obafluorin	NRP
BGC0000213_AIL50186	MiBIG	Intraclusteric	Streptomyces aureus	colabomycin	Polyketide
BGC0001755_AWW87418	MiBIG	Intraclusteric	Streptomyces sp.	reedsmycins	Polyketide
BGC0001047_CAD70192	MiBIG	Intraclusteric	Pseudomonas syringae	syringolin A	NRP-Polyketide
BGC0001810_BAU79601	MiBIG	Intraclusteric	Polymorphospora rubra	trehangelin	Polyketide
BGC0001580_SCN11969	MiBIG	Intraclusteric	Kitasatospora aburaviensis	ebelactone	Polyketide
BGC0000001_AEK75494	MiBIG	Intraclusteric	Verrucosispora maris AB-18-032	abyssomicin	Polyketide
BGC0000263_CBH32801	MiBIG	Intraclusteric	Streptomyces ravidus	ravidomycin	Polyketide
BGC0000329_ABP88722	MiBIG	Intraclusteric	Pseudomonas corrugata	corpeptin	NRP
BGC0001785_ASZ00166	MiBIG	Intraclusteric	Streptomyces spectabilis	streptovaricin	Polyketide
BGC0000625_BAN83929	MiBIG	Intraclusteric	Streptomyces olivoviridis	thioviridamide	RiPP
BGC0001803_BAN83929	MiBIG	Intraclusteric	Streptomyces olivoviridis	thioviridamide	RiPP
BGC0001807_ATL73056	MiBIG	Intraclusteric	Streptomyces pactum	totopensamide	NRP-Polyketide
BGC0000211_CBH32096	MiBIG	Intraclusteric	Streptomyces albaduncus	chrysomycin	Polyketide
BGC0001740_BBA21085	MiBIG	Intraclusteric	Streptomyces avermitilis	phthoxazolin	NRP-Polyketide
BGC0001625_APR73636	MiBIG	Intraclusteric	Streptomyces sp. CB01883	isofuranonaphthoquinone	Polyketide
BGC0001183_AGC09510	MiBIG	Intraclusteric	Streptomyces sp. FXJ7.023	lobophorin	Polyketide
BGC0000216_AFU65910	MiBIG	Intraclusteric	Dactylosporangium sp. SC14051	dactylocycline	Polyketide
BGC0001334_AEO12719	MiBIG	Intraclusteric	Streptomyces uncialis	cladoniamide A, cladoniamide B-cladoniamide C-cladoniamide D-cladoniamide E-cladoniamide F-cladoniamide G	Alkaloid
BGC0000327_CAJ88627	MiBIG	Intraclusteric	Streptomyces ambofaciens ATCC 23877	congocidine	NRP
BGC0000679_EWM63043	MiBIG	Intraclusteric	Micromonospora sp. M42	diazepinomicin	Terpene
BGC0001510_ARE72421	MiBIG	Intraclusteric	Streptomyces hygrospinosus	anisomycin	Other
BGC0000502_AHJ59541	MiBIG	Intraclusteric	Bacillus cereus	cerecidin-cerecidin A1-cerecidin A2-cerecidin A3-cerecidin A4-cerecidin A5-cerecidin A6-cerecidin A7	RiPP
BGC0000561_BAJ10692	MiBIG	Intraclusteric	Streptococcus thermophilus	thermophilin 1277	RiPP
BGC0001592_AVI10281	MiBIG	Intraclusteric	Streptomyces lunaelactis	ferroverdin	Other
BGC0001650_ATD51275	MiBIG	Intraclusteric	Lysobacter enzymogenes	Le-pyrrolopyrazines	NRP
BGC0000935_AFB35625	MiBIG	Intraclusteric	Streptomyces antibioticus	esmeraldin	Other
BGC0001333_AEF32102	MiBIG	Intraclusteric	uncultured bacterium AB1650	BE-54017	Alkaloid
BGC0001484_AKQ99302	MiBIG	Intraclusteric	Actinomadura sp. ATCC 39365	2'-chloropentostatin-2'-amino-2'-deoxyadenosine	Other
BGC0001590_AQP25576	MiBIG	Intraclusteric	Streptomyces sp. KY5	formicamycins A-M	Polyketide
BGC0001038_AGC24257	MiBIG	Intraclusteric	Nonomuraea spiralis	pyralomicin	NRP-Polyketide
BGC0000137_ABV97175	MiBIG	Intraclusteric	Salinispora arenicola CNS-205	rifamycin	Polyketide
BGC0000498_ACA51941	MiBIG	Intraclusteric	Streptococcus equinus	bovicin HJ50	RiPP
BGC0001492_ARE67835	MiBIG	Intraclusteric	Streptomyces sp. LC-6-2	abyssomicins M-X	Polyketide
BGC0000159_ABW96538	MiBIG	Intraclusteric	Streptomyces spiroverticillatus	tautomycin	Polyketide
BGC0000879_ACF06633	MiBIG	Intraclusteric	Streptomyces rimosus	toyocamycin/sangivamycin	Other
BGC0000668_AHI58827	MiBIG	Intraclusteric	Hapalosiphon welwitschii UTEX B 1830	welwitindolinone	Alkaloid-Terpene
BGC0000516_EDY04301	MiBIG	Intraclusteric	Geobacillus sp. G11MC16	geobacillin II	RiPP
BGC0000164_BAE93717	MiBIG	Intraclusteric	Streptomyces sp. NRRL 11266	tetronomycin	Polyketide
BGC0000994_AAF86399	MiBIG	Intraclusteric	Streptomyces hygroscopicus subsp. ascomyceticus	FK520	NRP-Polyketide
BGC0001676_AVR52586	MiBIG	Intraclusteric	Streptomyces sp. FXJ1.235	mycemycin A-mycemycin B-mycemycin C-mycemycin D-mycemycin E	Alkaloid
BGC0000158_ABV91292	MiBIG	Intraclusteric	Streptomyces griseochromogenes	tautomycetin	Polyketide
BGC0000157_ABI94385	MiBIG	Intraclusteric	Streptomyces sp. CK4412	tautomycetin	Polyketide
BGC0000889_BAM73640	MiBIG	Intraclusteric	Streptomyces sp. WK-5344	bagremycin	Other
BGC0001126_AHB62768	MiBIG	Intraclusteric	Fischerella ambigua UTEX 1903	ambiguine	Alkaloid-Terpene
BGC0001501_APZ79591	MiBIG	Intraclusteric	Fischerella sp. TAU	ambiguine	Alkaloid
BGC0001594_APZ79558	MiBIG	Intraclusteric	Fischerella muscicola UTEX 1829	fischerindole	Alkaloid
BGC0001612_APB62254	MiBIG	Intraclusteric	Fischerella ambigua UTEX 1903	hapalindole-ambiguine	Alkaloid
BGC0000826_EFG04608	MiBIG	Intraclusteric	Streptomyces clavuligerus ATCC 27064	staurosporine	Alkaloid
BGC0000106_ADM46353	MiBIG	Intraclusteric	Streptomyces sp. CS	naphthomycin	Polyketide
BGC0000235_EHM27498	MiBIG	Intraclusteric	Streptomyces sp. W007	kiamycin	Polyketide
BGC0000029_ACO94455	MiBIG	Intraclusteric	Streptomyces sp. DSM 21069	BE-14106	Polyketide
BGC0000143_ABG02267	MiBIG	Intraclusteric	Streptomyces albus	salinomycin	Polyketide
BGC0001154_ACU71640	MiBIG	Intraclusteric	Catenulispora acidiphila DSM 44928	cacibiocin	Other
BGC0000679_EWM63033	MiBIG	Intraclusteric	Micromonospora sp. M42	diazepinomicin	Terpene
BGC0000495_ACR33063	MiBIG	Intraclusteric	Actinoplanes garbadinensis	actagardine	RiPP
BGC0001070_CAN89666	MiBIG	Intraclusteric	Streptomyces collinus Tu 365	kirromycin	NRP-Polyketide
BGC0001292_ALE27511	MiBIG	Intraclusteric	Streptomyces sp. NRRL 12068	A33853	Other
BGC0000015_AAV37059	MiBIG	Intraclusteric	Streptomyces nodosus	amphotericin	Polyketide
BGC0001236_ALJ49925	MiBIG	Intraclusteric	Streptomyces afghaniensis	thiotetroamide	Polyketide
BGC0001828_ANZ22990	MiBIG	Intraclusteric	Streptomyces griseus	zincophorin	Polyketide
BGC0001359_CUW01167	MiBIG	Intraclusteric	Streptomyces caniferus	PM100117-PM100118	Polyketide
BGC0000015_AAV37061	MiBIG	Intraclusteric	Streptomyces nodosus	amphotericin	Polyketide
BGC0000333_ABW00328	MiBIG	Intraclusteric	Salinispora arenicola CNS-205	cyclomarin	NRP
BGC0001003_ABB05090	MiBIG	Intraclusteric	Streptomyces aureofaciens	lipomycin	NRP-Polyketide-Saccharide
BGC0001439_OWA01615	MiBIG	Intraclusteric	Streptomyces sp. CS113	cervimycin	Polyketide-Saccharide
BGC0000186_ABC34138	MiBIG	Intraclusteric	Burkholderia thailandensis E264	thailandamide	NRP-Polyketide
BGC0000957_AHH25581	MiBIG	Intraclusteric	Streptomyces sp. XZQH13	ansatrienin (mycotrienin)	NRP-Polyketide
BGC0000141_CAI94711	MiBIG	Intraclusteric	Streptomyces achromogenes subsp. rubradiris	rubradirin	Polyketide
BGC0000097_ACO94482	MiBIG	Intraclusteric	Streptomyces sp. MP39-85	ML-449	Polyketide
BGC0001569_ANZ15846	MiBIG	Intraclusteric	Streptomyces noursei ATCC 11455	dechlorocuracomycin	NRP
BGC0001477_AVV61976	MiBIG	Intraclusteric	Streptomyces sp. ID38640	lydicamycin	NRP-Polyketide
BGC0000123_AAQ84141	MiBIG	Intraclusteric	Streptomyces sp. HK803	phoslactomycin B	Polyketide
BGC0001561_KUM69043	MiBIG	Intraclusteric	Streptomyces curacoi	curacomycin	NRP
BGC0001384_BAV16990	MiBIG	Intraclusteric	Streptomyces sp. TK08046	saprolmycin E	Polyketide
BGC0001352_CUI25706	MiBIG	Intraclusteric	Streptomyces olivaceus	Tu 3010	NRP-Polyketide
BGC0001814_ATU31817	MiBIG	Intraclusteric	Streptomyces sp. KCB13F003	ulleungmycin	NRP
BGC0000187_ADI58658	MiBIG	Intraclusteric	Streptomyces nodosus subsp. asukaensis	asukamycin	Polyketide
BGC0000002_AHH99950	MiBIG	Intraclusteric	Kutzneria albida DSM 43870	aculeximycin	Polyketide
BGC0000053_ctg1_orf4	MiBIG	Intraclusteric	Streptomyces sp. DSM4137	elaiophylin	Polyketide
BGC0001297_ALG65334	MiBIG	Intraclusteric	Streptomyces calvus	WS9326	NRP
BGC0001511_AQZ37093	MiBIG	Intraclusteric	Actinosynnema pretiosum subsp. pretiosum	ansamitocin P-3	Polyketide
BGC0001354_CUI25740	MiBIG	Intraclusteric	Streptomyces thiolactonus	U-68204	NRP-Polyketide
BGC0000074_AAY28238	MiBIG	Intraclusteric	Streptomyces hygroscopicus	herbimycin	Polyketide
BGC0001147_AIS24847	MiBIG	Intraclusteric	Streptomyces netropsis	distamycin	NRP
BGC0000703_BAE95486	MiBIG	Intraclusteric	Streptomyces kanamyceticus	kanamycin	Saccharide
BGC0000221_ACX83628	MiBIG	Intraclusteric	uncultured soil bacterium V167	erdacin	Polyketide
BGC0001204_BAQ21960	MiBIG	Intraclusteric	Streptomyces versipellis	versipelostatin	Polyketide
BGC0000020_AAM54086	MiBIG	Intraclusteric	Actinosynnema pretiosum subsp. auranticum	ansamitocin	Polyketide
BGC0000546_WP_003950019	MiBIG	Intraclusteric	Streptomyces albus J1074	SAL-2242	RiPP
BGC0000117_BAB69190	MiBIG	Intraclusteric	Streptomyces avermitilis	oligomycin	Polyketide
BGC0000440_CAE53370	MiBIG	Intraclusteric	Actinoplanes teichomyceticus	teicoplanin	NRP
BGC0001658_OAP25798	MiBIG	Intraclusteric	Amycolatopsis sp. M39	macrotermycins	Polyketide
BGC0000441_CAG15028	MiBIG	Intraclusteric	Actinoplanes teichomyceticus	teicoplanin	NRP
BGC0000060_AEC13067	MiBIG	Intraclusteric	Streptomyces pulveraceus	fostriecin	Polyketide
BGC0000548_AAG32542	MiBIG	Intraclusteric	Streptococcus salivarius	salivaricin A	RiPP
BGC0001196_AJW76716	MiBIG	Intraclusteric	Streptomyces scopuliridis	desotamide	NRP
BGC0000035_AAS79478	MiBIG	Intraclusteric	Streptomyces bikiniensis	chalcomycin	Polyketide
BGC0000662_BAG21067	MiBIG	Intraclusteric	Streptomyces griseus subsp. griseus NBRC 13350	grixazone	Terpene
BGC0001818_BAV57453	MiBIG	Intraclusteric	Streptomyces sp. SANK 60404	vazabitide A	NRP
BGC0000158_ABV91302	MiBIG	Intraclusteric	Streptomyces griseochromogenes	tautomycetin	Polyketide
BGC0001183_AGC09514	MiBIG	Intraclusteric	Streptomyces sp. FXJ7.023	lobophorin	Polyketide
BGC0000679_EWM63032	MiBIG	Intraclusteric	Micromonospora sp. M42	diazepinomicin	Terpene
BGC0000165_ADU85998	MiBIG	Intraclusteric	Dactylosporangium aurantiacum subsp. hamdenensis	tiacumicin B	Polyketide
BGC0001702_ARS01466	MiBIG	Intraclusteric	Saccharothrix syringae	nocamycin	NRP-Polyketide
BGC0001787_AOT85886	MiBIG	Intraclusteric	Streptococcus suis	suicin 3908	RiPP
BGC0000126_BAH02275	MiBIG	Intraclusteric	Streptomyces platensis	pladienolide	Polyketide
BGC0001073_AFJ52719	MiBIG	Intraclusteric	Micromonospora sp. TP-A0468	kosinostatin	NRP-Polyketide
BGC0001807_ATL73051	MiBIG	Intraclusteric	Streptomyces pactum	totopensamide	NRP-Polyketide
BGC0001145_WP_004943488	MiBIG	Intraclusteric	Streptomyces mobaraensis NBRC 13819 = DSM 40847	cyclothiazomycin B	RiPP
BGC0000133_AFI57028	MiBIG	Intraclusteric	Amycolatopsis orientalis	quartromicin	Polyketide
BGC0001619_AKA59104	MiBIG	Intraclusteric	Streptomyces sp. WAC2288	ibomycin	Polyketide
BGC0000116_ABV83232	MiBIG	Intraclusteric	Pseudonocardia autotrophica	nystatin-like Pseudonocardia polyene	Polyketide
BGC0000899_AAM88362	MiBIG	Intraclusteric	Streptomyces narbonensis	desosamine	Other
BGC0001662_AWC08668	MiBIG	Intraclusteric	Kitasatospora mediocidica	mediomycin A	Polyketide
BGC0000603_ACS50126	MiBIG	Intraclusteric	Streptomyces hygroscopicus	cyclothiazomycin	RiPP
BGC0001773_ANY10582	MiBIG	Intraclusteric	Pseudonocardia sp. HH130630-07	selvamicin	Polyketide
BGC0001666_ATY46584	MiBIG	Intraclusteric	Micromonospora sp. HK160111	microansamycin	Polyketide
BGC0000052_AAX98205	MiBIG	Intraclusteric	Streptomyces aizunensis	ECO-02301	Polyketide
BGC0001581_AAX98205	MiBIG	Intraclusteric	Streptomyces aizunensis	ECO-02301	Polyketide
BGC0000034_AAQ82552	MiBIG	Intraclusteric	Streptomyces sp. FR-008	candicidin	Polyketide
BGC0000061_AAQ82552	MiBIG	Intraclusteric	Streptomyces sp. FR-008	FR-008	Polyketide
BGC0001046_CBA11556	MiBIG	Intraclusteric	Streptomyces lydicus	streptolydigin	NPR-Polyketide-Saccharide
BGC0001491_OJF16279	MiBIG	Intraclusteric	Couchioplanes caeruleus subsp. caeruleus	67-121C	Polyketide
BGC0000163_ACR50800	MiBIG	Intraclusteric	Streptomyces longisporoflavus	tetronasin	Polyketide
BGC0001808_APT68170	MiBIG	Intraclusteric	Streptomyces diastatochromogenes	toyocamycin	Other
BGC0000881_AFV92621	MiBIG	Intraclusteric	Streptomyces ahygroscopicus subsp. wuzhouensis	toyocamycin	Other
BGC0000392_ACU36651	MiBIG	Intraclusteric	Actinosynnema mirum DSM 43827	mirubactin	NRP
BGC0000960_ABY83185	MiBIG	Intraclusteric	Streptomyces sahachiroi	azinomycin B	NRP-Polyketide
BGC0001349_AKD43767	MiBIG	Intraclusteric	Streptomyces sp. SCSIO 03032	heronamide	NRP-Polyketide
BGC0000665_CCH63730	MiBIG	Intraclusteric	Streptomyces sp. HKI0576	xiamycin	Alkaloid-Terpene
BGC0000042_BAO66546	MiBIG	Intraclusteric	Streptomyces sp. MJ635-86F5	cremimycin	Polyketide
BGC0000666_AFK78073	MiBIG	Intraclusteric	Streptomyces sp. SCSIO 02999	xiamycin	Terpene
BGC0000075_AFV30245	MiBIG	Intraclusteric	Streptomyces sp. LZ35	hygrocin	Polyketide
BGC0000066_AAO06930	MiBIG	Intraclusteric	Streptomyces hygroscopicus	geldanamycin	Polyketide
BGC0000502_AHJ59537	MiBIG	Intraclusteric	Bacillus cereus	cerecidin-cerecidin A1-cerecidin A2-cerecidin A3-cerecidin A4-cerecidin A5-cerecidin A6-cerecidin A7	RiPP
BGC0001119_CCP20059	MiBIG	Intraclusteric	Streptomyces sp. HKI0576	divergolide	Polyketide
BGC0001671_AQX14438	MiBIG	Intraclusteric	Agrobacterium tumefaciens	monobactam	NRP
BGC0001709_AVX51112	MiBIG	Intraclusteric	Streptomyces albulus	nystatin	Polyketide
BGC0000885_BAJ08165	MiBIG	Intraclusteric	Streptomyces murayamaensis	4-hydroxy-3-nitrosobenzamide	Other
BGC0000553_WP_006127364	MiBIG	Intraclusteric	Streptomyces roseosporus NRRL 15998	SRO15-2212	RiPP
BGC0001355_CUI25723	MiBIG	Intraclusteric	Streptomyces sp. MG11	U-68204	NRP-Polyketide
BGC0000115_AAF71780	MiBIG	Intraclusteric	Streptomyces noursei ATCC 11455	nystatin	Polyketide-Saccharide
BGC0000273_CAJ42326	MiBIG	Intraclusteric	Streptomyces steffisburgensis	steffimycin	Polyketide-Saccharide
BGC0001178_AGS77334	MiBIG	Intraclusteric	Actinoplanes sp. ATCC 53533	UK-68,597	NRP
BGC0001045_AFR69342	MiBIG	Intraclusteric	Pseudomonas sp. Q71576	spiruchostatin	NRP-Polyketide
BGC0001709_AVX51110	MiBIG	Intraclusteric	Streptomyces albulus	nystatin	Polyketide
