ID	Origin__autocolor	Clusteric__autocolor	Organism__autocolor	Product__autocolor	Type__autocolor
BGC0000440_CAE53385	MiBIG	Intraclusteric	Actinoplanes teichomyceticus	teicoplanin	NRP
BGC0000267_ACP19367	MiBIG	Intraclusteric	Micromonospora sp. Tu 6368	saquayamycin Z-galtamycin B	Polyketide-Saccharide
BGC0000291_AAZ23088	MiBIG	Intraclusteric	Streptomyces fradiae	A54145	NRP
BGC0000766_ABM21418	MiBIG	Intraclusteric	Lactobacillus johnsonii	exopolysaccharide	Saccharide
BGC0000227_CAA09641	MiBIG	Intraclusteric	Streptomyces violaceoruber	granaticin	Polyketide
BGC0000220_AAF81720	MiBIG	Intraclusteric	Streptomyces maritimus	enterocin	Polyketide
BGC0001644_AJQ95709	MiBIG	Intraclusteric	Gynuella sunshinyii YC6258	lacunalides	Polyketide
BGC0001041_ABP53487	MiBIG	Intraclusteric	Salinispora tropica CNB-440	salinosporamide	NRP-Polyketide
BGC0001065_AEZ64552	MiBIG	Intraclusteric	Streptomyces chromofuscus	herboxidiene	Polyketide
BGC0000413_AAY93416	MiBIG	Intraclusteric	Pseudomonas protegens Pf-5	pyoverdine	NRP
BGC0001011_ABC87522	MiBIG	Intraclusteric	Streptomyces sp. NRRL 30748	meridamycin	NRP-Polyketide
BGC0000075_AFV30268	MiBIG	Intraclusteric	Streptomyces sp. LZ35	hygrocin	Polyketide
BGC0001560_ARO38318	MiBIG	Intraclusteric	Moorea producens JHB	cryptomaldamide	NRP-Polyketide
BGC0000612_AAP11943	MiBIG	Intraclusteric	Bacillus cereus ATCC 14579	thiocillin I-thiocillin II	RiPP
BGC0000015_AAV37055	MiBIG	Intraclusteric	Streptomyces nodosus	amphotericin	Polyketide
BGC0000259_CAH55645	MiBIG	Intraclusteric	Serratia marcescens	prodigiosin	Polyketide
BGC0001215_CRI73795	MiBIG	Intraclusteric			
BGC0000607_AIU53951	MiBIG	Intraclusteric			
BGC0000065_ADE22346	MiBIG	Intraclusteric	Streptomyces galbus	galbonolides	Polyketide
BGC0000150_ABP55136	MiBIG	Intraclusteric	Salinispora tropica CNB-440	sporolide	NRP-Polyketide
BGC0000394_AGD80632	MiBIG	Intraclusteric	Streptomyces lusitanus	naphthyridinomycin	NRP
BGC0000648_CAA79965	MiBIG	Intraclusteric	Myxococcus xanthus	carotenoid	Terpene
BGC0001087_ABP56865	MiBIG	Intraclusteric	Salinispora tropica CNB-440	sioxanthin	Saccharide-Terpene
BGC0000648_CAA79964	MiBIG	Intraclusteric	Myxococcus xanthus	carotenoid	Terpene
BGC0001364_WP_026341366	MiBIG	Intraclusteric	Actinomadura atramentaria DSM 43919	cinnamycin B	RiPP
BGC0001555_YP_002539368	MiBIG	Intraclusteric	Escherichia coli chi7122	colicin V	RiPP
BGC0001083_AGH68895	MiBIG	Intraclusteric	Streptomyces sp. CNH189	merochlorin	Polyketide-Terpene
BGC0000934_AHW81467	MiBIG	Intraclusteric	Kitasatospora sp. HKI 714	endophenazines	Other
BGC0000766_ABM21424	MiBIG	Intraclusteric	Lactobacillus johnsonii	exopolysaccharide	Saccharide
BGC0000767_ABM21447	MiBIG	Intraclusteric	Lactobacillus johnsonii	exopolysaccharide	Saccharide
BGC0001038_AGC24257	MiBIG	Intraclusteric	Nonomuraea spiralis	pyralomicin	NRP-Polyketide
BGC0000105_AAP42876	MiBIG	Intraclusteric	Streptomyces nanchangensis	nanchangmycin	Polyketide
BGC0001555_YP_002539439	MiBIG	Intraclusteric	Escherichia coli chi7122	colicin V	RiPP
BGC0001555_YP_002539278	MiBIG	Intraclusteric	Escherichia coli chi7122	colicin V	RiPP
BGC0000264_CAE51186	MiBIG	Intraclusteric	Streptomyces resistomycificus	resistomycin	Polyketide
BGC0001303_ALA09361	MiBIG	Intraclusteric	Micromonospora sp. RL09-050-HVF-A	lobosamide	Polyketide
BGC0001596_WP_107071373	MiBIG	Intraclusteric	Streptomyces albus	fluostatins M-Q	Polyketide
BGC0000121_AGO59050	MiBIG	Intraclusteric	Pestalotiopsis fici	pestheic acid	Polyketide
BGC0000069_AHA38196	MiBIG	Intraclusteric	Cystobacter violaceus	gephyronic acid	Polyketide
BGC0000226_AAP69588	MiBIG	Intraclusteric	Streptomyces griseoflavus	gilvocarcin	Polyketide
BGC0001555_YP_002539390	MiBIG	Intraclusteric	Escherichia coli chi7122	colicin V	RiPP
BGC0001783_AFW04595	MiBIG	Intraclusteric	Streptomyces flocculus	streptonigrin	Other
BGC0001295_ALA99206	MiBIG	Intraclusteric	Streptomyces cremeus	cremeomycin	Other
BGC0000289_CAD91199	MiBIG	Intraclusteric	Nonomuraea sp. ATCC 39727	A40926	NRP-Saccharide
BGC0001807_ATL73024	MiBIG	Intraclusteric	Streptomyces pactum	totopensamide	NRP-Polyketide
