ID	Origin__autocolor	Clusteric__autocolor	Organism__autocolor	Product__autocolor	Type__autocolor
BGC0000378_ABV56591	MiBIG	Intraclusteric	Kutzneria sp. 744	kutznerides	NRP
BGC0000038_CAC37890	MiBIG	Intraclusteric	Streptomyces coelicolor A3(2)	coelimycin	Polyketide
BGC0000222_BAJ52674	MiBIG	Intraclusteric	Streptomyces sp. TA-0256	FD-594	Polyketide
BGC0001083_AGH68913	MiBIG	Intraclusteric	Streptomyces sp. CNH189	merochlorin	Polyketide-Terpene
BGC0000193_AAF73451	MiBIG	Intraclusteric	Streptomyces galilaeus	aclacinomycin	Polyketide
BGC0001376_AMK51258	MiBIG	Intraclusteric	Streptosporangium sp. FXJ7.131	hexaricin A-hexaricin B-hexaricin C	Polyketide
BGC0000459_AGN74902	MiBIG	Intraclusteric	Streptomyces griseoviridis	griseoviridin-viridogrisein	NRP-Polyketide
BGC0000220_AAF81721	MiBIG	Intraclusteric	Streptomyces maritimus	enterocin	Polyketide
BGC0000164_BAE93738	MiBIG	Intraclusteric	Streptomyces sp. NRRL 11266	tetronomycin	Polyketide
BGC0000141_CAI94728	MiBIG	Intraclusteric	Streptomyces achromogenes subsp. rubradiris	rubradirin	Polyketide
BGC0000212_EDY42552	MiBIG	Intraclusteric	Streptomyces sp. SPB74	cinerubin B	Polyketide
BGC0000135_BAK64633	MiBIG	Intraclusteric	Streptomyces sp. SN-593	reveromycin	Polyketide
BGC0001078_BAE78990	MiBIG	Intraclusteric	Streptomyces sp. KO-3988	furaquinocin A	Polyketide-Terpene
BGC0000036_AAZ77687	MiBIG	Intraclusteric	Streptomyces antibioticus	chlorothricin	Polyketide-Saccharide
BGC0000230_AAM33680	MiBIG	Intraclusteric	Streptomyces sp. JP95	griseorhodin	Polyketide
BGC0001386_BAU98031	MiBIG	Intraclusteric	Streptomyces sp. RI-77	JBIR-76-JBIR-77	Polyketide
BGC0000163_ACR50789	MiBIG	Intraclusteric	Streptomyces longisporoflavus	tetronasin	Polyketide
BGC0001366_ctg1_orf2	MiBIG	Intraclusteric	Streptomyces sp. FJS31-2	BE-24566B-zunyimycin A	Polyketide
BGC0001332_WP_018540597	MiBIG	Intraclusteric	Streptomyces sp. MspMP-M5	microtermolide A	NRP-Polyketide
BGC0001714_WP_039916129	MiBIG	Intraclusteric	Amycolatopsis azurea DSM 43854	octacosamicin	NRP-Polyketide
BGC0001083_AGH68920	MiBIG	Intraclusteric	Streptomyces sp. CNH189	merochlorin	Polyketide-Terpene
BGC0001083_AGH68916	MiBIG	Intraclusteric	Streptomyces sp. CNH189	merochlorin	Polyketide-Terpene
BGC0001676_AVR52623	MiBIG	Intraclusteric	Streptomyces sp. FXJ1.235	mycemycin A-mycemycin B-mycemycin C-mycemycin D-mycemycin E	Alkaloid
BGC0000952_CBW45736	MiBIG	Intraclusteric	Streptomyces pristinaespiralis	pristinamycin	NRP-Polyketide
BGC0000610_ACR48345	MiBIG	Intraclusteric	Streptomyces actuosus	nosiheptide	RiPP
BGC0001296_BAT51057	MiBIG	Intraclusteric	Streptomyces sp. MSC090213JE08	streptazone E	Polyketide
BGC0000885_BAJ08169	MiBIG	Intraclusteric	Streptomyces murayamaensis	4-hydroxy-3-nitrosobenzamide	Other
BGC0001062_ADB23404	MiBIG	Intraclusteric	Micromonospora echinospora subsp. challisensis	TLN-05220	Polyketide
BGC0000201_ADM72850	MiBIG	Intraclusteric	Streptomyces aureofaciens	auricin	Polyketide-Saccharide
BGC0000216_AFU65883	MiBIG	Intraclusteric	Dactylosporangium sp. SC14051	dactylocycline	Polyketide
BGC0001730_ASA49562	MiBIG	Intraclusteric	Actinoallomurus sp.	paramagnetoquinone 1-paramagnetoquinone 2	Polyketide
BGC0001204_BAQ21957	MiBIG	Intraclusteric	Streptomyces versipellis	versipelostatin	Polyketide
BGC0001625_APR73628	MiBIG	Intraclusteric	Streptomyces sp. CB01883	isofuranonaphthoquinone	Polyketide
BGC0000245_BAC79037	MiBIG	Intraclusteric	Streptomyces sp. AM-7161	medermycin	Polyketide
BGC0000144_AEZ53968	MiBIG	Intraclusteric	Streptomyces albus	salinomycin	Polyketide
BGC0000100_AAO65809	MiBIG	Intraclusteric	Streptomyces cinnamonensis	monensin	Polyketide
BGC0001670_ANZ52472	MiBIG	Intraclusteric	Streptomyces cinnamonensis	monensin	Polyketide
BGC0001675_AQW35056	MiBIG	Intraclusteric	Streptomyces griseoruber	murayaquinone	Polyketide
BGC0000201_ADM72849	MiBIG	Intraclusteric	Streptomyces aureofaciens	auricin	Polyketide-Saccharide
BGC0000847_CAD18989	MiBIG	Intraclusteric	Streptomyces cattleya	thienamycin	Other
BGC0001732_AIE54233	MiBIG	Intraclusteric	Streptomyces sp. YN86	paulomycin	Other
BGC0001731_AIE54180	MiBIG	Intraclusteric	Streptomyces paulus	paulomycin	Other
BGC0000727_ACK77758	MiBIG	Intraclusteric	Streptomyces aureofaciens	auricin deoxysugar moieties	Saccharide
BGC0000141_CAI94699	MiBIG	Intraclusteric	Streptomyces achromogenes subsp. rubradiris	rubradirin	Polyketide
BGC0000133_AFI57010	MiBIG	Intraclusteric	Amycolatopsis orientalis	quartromicin	Polyketide
BGC0000084_AFL48534	MiBIG	Intraclusteric	Streptomyces sp. CS684	laidlomycin	Polyketide
BGC0001293_ALP32055	MiBIG	Intraclusteric	Streptomyces sp. NCIB 11649	cyclizidine	Polyketide
BGC0000190_ADG86334	MiBIG	Intraclusteric	Streptomyces sp. SANK 61196	A-74528	Polyketide
BGC0000952_CBW45766	MiBIG	Intraclusteric	Streptomyces pristinaespiralis	pristinamycin	NRP-Polyketide
BGC0001649_BBA84072	MiBIG	Intraclusteric	Streptomyces lavendulae	lavendiol	Polyketide
BGC0000204_CAM58803	MiBIG	Intraclusteric	Streptomyces sp. A2991200	benastatin	Polyketide
BGC0001676_AVR52590	MiBIG	Intraclusteric	Streptomyces sp. FXJ1.235	mycemycin A-mycemycin B-mycemycin C-mycemycin D-mycemycin E	Alkaloid
BGC0000583_YP_001827878	MiBIG	Intraclusteric	Streptomyces griseus subsp. griseus NBRC 13350	grisemycin	RiPP
BGC0000273_CAJ42325	MiBIG	Intraclusteric	Streptomyces steffisburgensis	steffimycin	Polyketide-Saccharide
BGC0000059_BAC68120	MiBIG	Intraclusteric	Streptomyces avermitilis MA-4680 = NBRC 14893	filipin	Polyketide
BGC0001083_AGH68921	MiBIG	Intraclusteric	Streptomyces sp. CNH189	merochlorin	Polyketide-Terpene
BGC0000609_ADR01055	MiBIG	Intraclusteric	Nocardia sp. ATCC 202099	nocathiacin	RiPP
BGC0000952_CBW45751	MiBIG	Intraclusteric	Streptomyces pristinaespiralis	pristinamycin	NRP-Polyketide
BGC0000133_AFI57029	MiBIG	Intraclusteric	Amycolatopsis orientalis	quartromicin	Polyketide
BGC0001073_AFJ52668	MiBIG	Intraclusteric	Micromonospora sp. TP-A0468	kosinostatin	NRP-Polyketide
BGC0000315_CAB38588	MiBIG	Intraclusteric	Streptomyces coelicolor A3(2)	calcium-dependent antibiotic	NRP
BGC0000123_AAQ84142	MiBIG	Intraclusteric	Streptomyces sp. HK803	phoslactomycin B	Polyketide
BGC0000242_CAM34372	MiBIG	Intraclusteric	Streptomyces tendae	lysolipin	Polyketide
BGC0000221_ACX83625	MiBIG	Intraclusteric	uncultured soil bacterium V167	erdacin	Polyketide
BGC0001798_AVV48298	MiBIG	Intraclusteric	Streptomyces sp.	tetrapetalone A-tetrapetalone B-tetrapetalone C-tetrapetalone D	Polyketide
BGC0000889_BAM73630	MiBIG	Intraclusteric	Streptomyces sp. WK-5344	bagremycin	Other
BGC0000191_BAB72052	MiBIG	Intraclusteric	Streptomyces galilaeus	aclacinomycin	Polyketide
BGC0000192_AAF70113	MiBIG	Intraclusteric	Streptomyces galilaeus	aclacinomycin	Polyketide
BGC0001370_ALV82361	MiBIG	Intraclusteric	Streptomyces rochei	lipopeptide 8D1-1-lipopeptide 8D1-2	NRP
BGC0001693_ARD70855	MiBIG	Intraclusteric	Micromonospora echinospora	nenestatin	Polyketide
BGC0001116_BAF50715	MiBIG	Intraclusteric	Streptomyces virginiae	virginiamycin	NRP-Polyketide
BGC0000319_EDY47113	MiBIG	Intraclusteric	Streptomyces clavuligerus ATCC 27064	cephamycin C	NRP
BGC0000662_BAG21069	MiBIG	Intraclusteric	Streptomyces griseus subsp. griseus NBRC 13350	grixazone	Terpene
BGC0000625_BAN83931	MiBIG	Intraclusteric	Streptomyces olivoviridis	thioviridamide	RiPP
BGC0001803_BAN83931	MiBIG	Intraclusteric	Streptomyces olivoviridis	thioviridamide	RiPP
BGC0001444_WP_078569188	MiBIG	Intraclusteric	Streptomyces sp. NTK 937	caboxamycin	Other
BGC0001063_CAA16486	MiBIG	Intraclusteric	Streptomyces coelicolor A3(2)	undecylprodigiosin	NRP-Polyketide
BGC0000238_ABX71098	MiBIG	Intraclusteric	Streptomyces rishiriensis	lactonamycin	Polyketide
BGC0000224_AAQ08934	MiBIG	Intraclusteric	Streptomyces griseus	fredericamycin	Polyketide
BGC0001368_WP_063834945	MiBIG	Intraclusteric	Streptomyces sp. NRRL F-4474	tambromycin	NRP
BGC0000212_EDY42525	MiBIG	Intraclusteric	Streptomyces sp. SPB74	cinerubin B	Polyketide
BGC0001074_KDN80039	MiBIG	Intraclusteric	Streptomyces olindensis	cosmomycin D	Polyketide-Saccharide
BGC0001694_AVI57410	MiBIG	Intraclusteric	Streptomyces koyangensis	meoabyssomicin-abyssomicin	Polyketide
BGC0000654_ABB69733	MiBIG	Intraclusteric	Streptomyces sp. Tu6071	phenalinolactone	Saccharide-Terpene
BGC0000915_AAD28451	MiBIG	Intraclusteric	Streptomyces lavendulae	mitomycin	Other
BGC0000195_ACI88877	MiBIG	Intraclusteric	Streptomyces sp. CM020	alnumycin	Polyketide
BGC0000257_BAG84243	MiBIG	Intraclusteric	Streptomyces griseoviridis	prodigiosin	Polyketide
BGC0000238_ABX71106	MiBIG	Intraclusteric	Streptomyces rishiriensis	lactonamycin	Polyketide
BGC0001558_WP_018891721	MiBIG	Intraclusteric	Streptomyces sp. CNT302	cosmomycin C-cosmomycin D	Polyketide
BGC0001083_AGH68919	MiBIG	Intraclusteric	Streptomyces sp. CNH189	merochlorin	Polyketide-Terpene
BGC0000333_ABW00321	MiBIG	Intraclusteric	Salinispora arenicola CNS-205	cyclomarin	NRP
BGC0000241_ABP54629	MiBIG	Intraclusteric	Salinispora tropica CNB-440	lomaiviticin	Polyketide-Saccharide
BGC0001568_ATJ00782	MiBIG	Intraclusteric	Streptomyces sp. SCSIO 1666	cytorhodin	Polyketide
BGC0000213_AIL50163	MiBIG	Intraclusteric	Streptomyces aureus	colabomycin	Polyketide
BGC0001061_ACN64842	MiBIG	Intraclusteric	Streptomyces diastatochromogenes	polyketomycin	Polyketide-Saccharide
BGC0001500_AMX23318	MiBIG	Intraclusteric	Actinoallomurus sp. ID145698	allocyclinone	Polyketide
BGC0001719_AWM72919	MiBIG	Intraclusteric	Streptomyces olivaceus	olimycin A-olimycin B	Polyketide
BGC0000226_AAP69594	MiBIG	Intraclusteric	Streptomyces griseoflavus	gilvocarcin	Polyketide
BGC0000609_ADR01065	MiBIG	Intraclusteric	Nocardia sp. ATCC 202099	nocathiacin	RiPP
BGC0001179_AHL46725	MiBIG	Intraclusteric	Streptomyces bottropensis	rishirilide B	Polyketide
BGC0000187_ADI58657	MiBIG	Intraclusteric	Streptomyces nodosus subsp. asukaensis	asukamycin	Polyketide
BGC0000210_CAE17531	MiBIG	Intraclusteric	Streptomyces griseus subsp. griseus	chromomycin A3	Polyketide-Saccharide
BGC0001666_ATY46596	MiBIG	Intraclusteric	Micromonospora sp. HK160111	microansamycin	Polyketide
BGC0000269_ADE34517	MiBIG	Intraclusteric	Streptomyces sp. SF2575	SF2575	Other-Polyketide-Saccharide
BGC0000429_AEA30287	MiBIG	Intraclusteric	Streptomyces sp. Acta 2897	skyllamycin	NRP
BGC0000209_AEI98645	MiBIG	Intraclusteric	Streptomyces aureofaciens	chlortetracycline	Polyketide
BGC0001690_AQT01397	MiBIG	Intraclusteric	Streptomyces gilvosporeus	natamycin	Polyketide
BGC0000230_AAM33679	MiBIG	Intraclusteric	Streptomyces sp. JP95	griseorhodin	Polyketide
BGC0001368_WP_063834944	MiBIG	Intraclusteric	Streptomyces sp. NRRL F-4474	tambromycin	NRP
BGC0001622_ARG41909	MiBIG	Intraclusteric	Streptomyces sp.	isatropolone A-isotropolone B-isotropolone C	Polyketide
BGC0000108_ADX66458	MiBIG	Intraclusteric	Streptomyces chattanoogensis	natamycin	Polyketide
BGC0001295_ALA99205	MiBIG	Intraclusteric	Streptomyces cremeus	cremeomycin	Other
BGC0001762_AOZ61200	MiBIG	Intraclusteric	Streptomyces sp. KIB-H033	rubrolone A-rubrolone B	Alkaloid
BGC0001294_WP_031020590	MiBIG	Intraclusteric	Streptomyces sp. MBT28	7-prenylisatin	Other
BGC0000238_ABX71105	MiBIG	Intraclusteric	Streptomyces rishiriensis	lactonamycin	Polyketide
BGC0001675_AQW35038	MiBIG	Intraclusteric	Streptomyces griseoruber	murayaquinone	Polyketide
BGC0001409_AKD43507	MiBIG	Intraclusteric	Streptomyces minoensis	dutomycin	Polyketide
BGC0000240_AHZ61841	MiBIG	Intraclusteric	Salinispora pacifica	lomaiviticin	Polyketide-Saccharide
BGC0001801_CCA53792	MiBIG	Intraclusteric	Streptomyces venezuelae ATCC 10712	thiazostatin-watasemycin A-watasemycin B-2-hydroxyphenylthiazoline enantiopyochelin-isopyochelin	NRP
BGC0000227_CAA09630	MiBIG	Intraclusteric	Streptomyces violaceoruber	granaticin	Polyketide
BGC0001382_ALV82462	MiBIG	Intraclusteric	Streptomyces variabilis	svaricin	NRP-Polyketide
BGC0000001_AEK75495	MiBIG	Intraclusteric	Verrucosispora maris AB-18-032	abyssomicin	Polyketide
BGC0000199_AHA81980	MiBIG	Intraclusteric	uncultured bacterium	arimetamycin	Polyketide-Saccharide
BGC0000225_AAC18102	MiBIG	Intraclusteric	Streptomyces roseofulvus	frenolicin	Polyketide
BGC0000266_AAM97369	MiBIG	Intraclusteric	Streptomyces collinus	rubromycin	Polyketide
BGC0000091_AHF22840	MiBIG	Intraclusteric	Streptomyces sp. CNQ-617	marineosin	Polyketide
BGC0001623_BAX64243	MiBIG	Intraclusteric	Streptomyces sp. MSC090213JE08	ishigamide	NRP-Polyketide
BGC0000233_AAP85351	MiBIG	Intraclusteric	Streptomyces griseoruber	hedamycin	Polyketide
BGC0000021_AEP40927	MiBIG	Intraclusteric	Nocardiopsis sp. FU40	apoptolidin	Polyketide
BGC0000841_EFG04565	MiBIG	Intraclusteric	Streptomyces clavuligerus ATCC 27064	alanylclavam	Other
BGC0001503_ATV95651	MiBIG	Intraclusteric	Amycolatopsis sp.	amycolamycin A-amycolamycin B	Polyketide
BGC0000250_CAA12016	MiBIG	Intraclusteric	Streptomyces nogalater	nogalamycin	Polyketide-Saccharide
BGC0001169_AHE80990	MiBIG	Intraclusteric	Streptomyces sp. SCSIO 03032	piericidin A1	Polyketide
BGC0000119_ACJ24893	MiBIG	Intraclusteric	Streptomyces pactum	pactamycin	Other-Polyketide-Saccharide
BGC0000081_AFV52162	MiBIG	Intraclusteric	Streptoalloteichus sp. ATCC 53650	kedarcidin	Polyketide
BGC0000021_AEP40918	MiBIG	Intraclusteric	Nocardiopsis sp. FU40	apoptolidin	Polyketide
BGC0000175_AFO59862	MiBIG	Intraclusteric	Streptomyces sp. YIM 56141	cycloheximide-actiphenol	Polyketide
BGC0000150_ABP55181	MiBIG	Intraclusteric	Salinispora tropica CNB-440	sporolide	NRP-Polyketide
BGC0000177_ACY01386	MiBIG	Intraclusteric	Streptomyces platensis subsp. rosaceus	dorrigocin-migrastatin	Polyketide
BGC0000414_BAO84869	MiBIG	Intraclusteric	Streptomyces melanovinaceus	quinocarcin	NRP
BGC0000394_AGD80615	MiBIG	Intraclusteric	Streptomyces lusitanus	naphthyridinomycin	NRP
BGC0001764_BAW27698	MiBIG	Intraclusteric	Streptomyces sp. SoC090715LN-17	s56-p1	NRP
BGC0001232_WP_043474107	MiBIG	Intraclusteric	Kitasatospora sp. MBT66	leucanicidin	Polyketide
BGC0001387_AMP46592	MiBIG	Intraclusteric	Streptomyces calvus	nucleocidin	Other
BGC0001348_WP_030890475	MiBIG	Intraclusteric	Streptomyces varsoviensis	JBIR-100	Polyketide
BGC0001439_OWA01609	MiBIG	Intraclusteric	Streptomyces sp. CS113	cervimycin	Polyketide-Saccharide
BGC0000340_AHN91929	MiBIG	Intraclusteric	Streptomyces sp. LZ35	echosides	NRP
BGC0000197_ABL09963	MiBIG	Intraclusteric	Streptomyces echinatus	aranciamycin	Polyketide-Saccharide
BGC0000197_ABL09952	MiBIG	Intraclusteric	Streptomyces echinatus	aranciamycin	Polyketide-Saccharide
BGC0000028_ADC79626	MiBIG	Intraclusteric	Streptomyces lohii	bafilomycin	Polyketide
BGC0000124_AEZ54373	MiBIG	Intraclusteric	Streptomyces piomogenus	piericidin A1	Polyketide
BGC0000024_CAE02599	MiBIG	Intraclusteric	Streptomyces thioluteus	aureothin	Polyketide
BGC0000459_AGN74872	MiBIG	Intraclusteric	Streptomyces griseoviridis	griseoviridin-viridogrisein	NRP-Polyketide
BGC0000247_CAK50770	MiBIG	Intraclusteric	Streptomyces argillaceus	mithramycin	Polyketide-Saccharide
BGC0000503_CAD60533	MiBIG	Intraclusteric	Streptomyces cinnamoneus	cinnamycin	RiPP
BGC0000439_AHH53517	MiBIG	Intraclusteric	Saccharomonospora sp. CNQ490	taromycin	NRP
BGC0001117_CBZ42156	MiBIG	Intraclusteric	Streptomyces himastatinicus ATCC 53653	himastatin	NRP
BGC0000001_AEK75492	MiBIG	Intraclusteric	Verrucosispora maris AB-18-032	abyssomicin	Polyketide
BGC0001177_AHL46700	MiBIG	Intraclusteric	Streptomyces bottropensis	mensacaricin	Polyketide
BGC0001036_AGZ15464	MiBIG	Intraclusteric	Streptomyces sp. MK498-98F14	polyoxypeptin	NRP-Polyketide
BGC0001292_ALE27491	MiBIG	Intraclusteric	Streptomyces sp. NRRL 12068	A33853	Other
BGC0000877_ABX24503	MiBIG	Intraclusteric	Streptomyces cacaoi subsp. asoensis	polyoxin	Other
BGC0001038_AGC24249	MiBIG	Intraclusteric	Nonomuraea spiralis	pyralomicin	NRP-Polyketide
BGC0001622_ARG41913	MiBIG	Intraclusteric	Streptomyces sp.	isatropolone A-isotropolone B-isotropolone C	Polyketide
BGC0000274_AFY23040	MiBIG	Intraclusteric	uncultured bacterium	tetarimycin	Polyketide
BGC0001179_AHL46726	MiBIG	Intraclusteric	Streptomyces bottropensis	rishirilide B	Polyketide
BGC0001719_AWM72920	MiBIG	Intraclusteric	Streptomyces olivaceus	olimycin A-olimycin B	Polyketide
BGC0001151_AFH74309	MiBIG	Intraclusteric	Streptomyces antibioticus	clavams	Other
BGC0000021_AEP40943	MiBIG	Intraclusteric	Nocardiopsis sp. FU40	apoptolidin	Polyketide
BGC0001660_ARW80048	MiBIG	Intraclusteric	Marinactinospora thermotolerans	mathermycin	RiPP
BGC0001065_AEZ64593	MiBIG	Intraclusteric	Streptomyces chromofuscus	herboxidiene	Polyketide
BGC0001676_AVR52617	MiBIG	Intraclusteric	Streptomyces sp. FXJ1.235	mycemycin A-mycemycin B-mycemycin C-mycemycin D-mycemycin E	Alkaloid
BGC0000238_ABX71104	MiBIG	Intraclusteric	Streptomyces rishiriensis	lactonamycin	Polyketide
BGC0001448_ARU08096	MiBIG	Intraclusteric	uncultured bacterium	malacidin	NRP
BGC0000082_ACB46500	MiBIG	Intraclusteric	Actinomadura kijaniata	kijanimicin	Polyketide
BGC0000040_AAZ94408	MiBIG	Intraclusteric	Streptomyces neyagawaensis	concanamycin A	Polyketide
BGC0001004_AGI99506	MiBIG	Intraclusteric	Streptomyces sp. SCSIO 01127	lobophorin	Polyketide
BGC0001183_AGC09475	MiBIG	Intraclusteric	Streptomyces sp. FXJ7.023	lobophorin	Polyketide
BGC0000877_ABX24502	MiBIG	Intraclusteric	Streptomyces cacaoi subsp. asoensis	polyoxin	Other
BGC0001719_AWM72913	MiBIG	Intraclusteric	Streptomyces olivaceus	olimycin A-olimycin B	Polyketide
BGC0001061_ACN64819	MiBIG	Intraclusteric	Streptomyces diastatochromogenes	polyketomycin	Polyketide-Saccharide
BGC0000395_AAT09796	MiBIG	Intraclusteric	Nocardia uniformis subsp. tsuyamanensis	nocardicin A	NRP
BGC0001409_AKD43527	MiBIG	Intraclusteric	Streptomyces minoensis	dutomycin	Polyketide
BGC0001179_AHL46719	MiBIG	Intraclusteric	Streptomyces bottropensis	rishirilide B	Polyketide
BGC0000162_ACB37727	MiBIG	Intraclusteric	Micromonospora chalcea	tetrocarcin A	Polyketide
BGC0001106_ABS90482	MiBIG	Intraclusteric	Streptomyces albus	oxazolomycin	NRP-Polyketide
BGC0001742_ARV85759	MiBIG	Intraclusteric	Candidatus Streptomyces philanthi bv. triangulum	piericidin A1	Polyketide
BGC0001433_SCO70297	MiBIG	Intraclusteric	Streptomyces argillaceus	argimycin P	Polyketide
BGC0000822_CAC93708	MiBIG	Intraclusteric	Lechevalieria aerocolonigenes	rebeccamycin	Alkaloid
BGC0000821_BAC10669	MiBIG	Intraclusteric	Lechevalieria aerocolonigenes	rebeccamycin	Other
BGC0001060_ACB47053	MiBIG	Intraclusteric	Micromonospora chersina	dynemicin	Polyketide
BGC0001060_ACB47044	MiBIG	Intraclusteric	Micromonospora chersina	dynemicin	Polyketide
BGC0000625_BAN83917	MiBIG	Intraclusteric	Streptomyces olivoviridis	thioviridamide	RiPP
BGC0001803_BAN83917	MiBIG	Intraclusteric	Streptomyces olivoviridis	thioviridamide	RiPP
BGC0000843_EFG08000	MiBIG	Intraclusteric	Streptomyces clavuligerus ATCC 27064	clavams	Other
BGC0001213_EYT83454	MiBIG	Intraclusteric	Streptomyces sp. Tu 6176	nataxazole	Polyketide
BGC0000596_WP_003976354	MiBIG	Intraclusteric	Streptomyces lividans TK24	SLI-2138	RiPP
BGC0000595_NP_626693	MiBIG	Intraclusteric	Streptomyces coelicolor A3(2)	SCO-2138	RiPP
BGC0001213_EYT83438	MiBIG	Intraclusteric	Streptomyces sp. Tu 6176	nataxazole	Polyketide
BGC0000033_AAM94777	MiBIG	Intraclusteric	Micromonospora echinospora	calicheamicin	Polyketide
BGC0000376_BAP16683	MiBIG	Intraclusteric	Streptomyces sp. Sp080513GE-23	JBIR-34,JBIR-35	NRP
BGC0001292_ALE27495	MiBIG	Intraclusteric	Streptomyces sp. NRRL 12068	A33853	Other
BGC0001368_WP_051700101	MiBIG	Intraclusteric	Streptomyces sp. NRRL F-4474	tambromycin	NRP
BGC0000274_AFY23047	MiBIG	Intraclusteric	uncultured bacterium	tetarimycin	Polyketide
BGC0001643_BBC48407	MiBIG	Intraclusteric	Streptomyces sp.	lactomycins A-C	Polyketide
BGC0000918_BAB69151	MiBIG	Intraclusteric	Streptomyces avermitilis	ochronotic pigment	Other
BGC0001765_AMD57687	MiBIG	Intraclusteric	Agrobacterium tumefaciens	salecan	Saccharide
BGC0000603_ACS50127	MiBIG	Intraclusteric	Streptomyces hygroscopicus	cyclothiazomycin	RiPP
BGC0000794_AAR99603	MiBIG	Intraclusteric	Geobacillus stearothermophilus	S-layer glycan	Saccharide
BGC0000610_ACR48327	MiBIG	Intraclusteric	Streptomyces actuosus	nosiheptide	RiPP
BGC0000703_BAE95415	MiBIG	Intraclusteric	Streptomyces kanamyceticus	kanamycin	Saccharide
BGC0001053_CAF05634	MiBIG	Intraclusteric	Angiococcus disciformis	tubulysin	NRP-Polyketide
