ID	Region__autocolor	Organism__autocolor	Type_1__autocolor	Type_2__autocolor	Product__autocolor	Similarity
BGC0001644_AJQ95709	MiBIG	-	Gynuella sunshinyii YC6258	Polyketide	Polyketide	lacunalides	100
BGC0001448_ARU08097	MiBIG	-	uncultured bacterium	NRP	NRP	malacidin	100
BGC0000336_AAX31566	MiBIG	-	Streptomyces roseosporus NRRL 11379	NRP	NRP	daptomycin	100
BGC0001101_AAN85544	MiBIG	-	Streptomyces atroolivaceus	NRP-Polyketide	NRP-Polyketide	leinamycin	100
BGC0000065_ADE22346	MiBIG	-	Streptomyces galbus	Polyketide	Polyketide	galbonolides	100
BGC0000434_BAI63275	MiBIG	-	Streptomyces sp. SNA15896	NRP	NRP	SW-163	100
BGC0000794_AAR99616	MiBIG	-	Geobacillus stearothermophilus	Saccharide	Saccharide	S-layer glycan	100
BGC0001555_YP_002539321	MiBIG	-	Escherichia coli chi7122	RiPP	RiPP	colicin V	100
BGC0001359_CUW01195	MiBIG	-	Streptomyces caniferus	Polyketide	Polyketide	PM100117-PM100118	100
BGC0000241_ABP54677	MiBIG	-	Salinispora tropica CNB-440	Polyketide-Saccharide	Polyketide-Saccharide	lomaiviticin	100
BGC0001798_AVV48306	MiBIG	-	Streptomyces sp.	Polyketide	Polyketide	tetrapetalone A-tetrapetalone B-tetrapetalone C-tetrapetalone D	100
