ID	Region__autocolor	Organism__autocolor	Type_1__autocolor	Type_2__autocolor	Product__autocolor	Similarity
BGC0000703_BAE95416	MiBIG	-	Streptomyces kanamyceticus	Saccharide	Saccharide	kanamycin	100
BGC0000001_AEK75511	MiBIG	-	Verrucosispora maris AB-18-032	Polyketide	Polyketide	abyssomicin	100
BGC0000620_BAM66980	MiBIG	-	Lactococcus lactis	RiPP	RiPP	lacticin Q	100
BGC0001525_AKV71854	MiBIG	-	Synechocystis salina LEGE 06155	Other	Other	bartoloside 2-bartoloside 3-bartoloside 4	100
BGC0001101_AAN85531	MiBIG	-	Streptomyces atroolivaceus	NRP-Polyketide	NRP-Polyketide	leinamycin	100
BGC0000501_ACU73106	MiBIG	-	Catenulispora acidiphila DSM 44928	RiPP	RiPP	catenulipeptin	100
BGC0001391_ANP43732	MiBIG	-	Bacillus thuringiensis serovar rongseni	RiPP	RiPP	thusin	100
BGC0001526_AOH72612	MiBIG	-	Synechocystis salina LEGE 06099	Other	Other	bartolosides E-bartolosides F-bartolosides G-bartolosides H-bartolosides I-bartolosides J-bartolosides K	100
BGC0000347_CAP20369	MiBIG	-	Streptococcus equi subsp. equi	NRP	NRP	equibactin	100
BGC0000709_CAF33301	MiBIG	-	Streptomyces fradiae	Saccharide	Saccharide	neomycin	100
BGC0000710_CAH05113	MiBIG	-	Streptomyces fradiae	Saccharide	Saccharide	neomycin	100
BGC0000626_AHX39584	MiBIG	-	Bacillus thuringiensis	RiPP	RiPP	thuricin	100
BGC0001555_YP_002539320	MiBIG	-	Escherichia coli chi7122	RiPP	RiPP	colicin V	100
BGC0001492_ARE67845	MiBIG	-	Streptomyces sp. LC-6-2	Polyketide	Polyketide	abyssomicins M-X	100
BGC0000703_BAE95566	MiBIG	-	Streptomyces kanamyceticus	Saccharide	Saccharide	kanamycin	100
BGC0000452_BAH43757	MiBIG	-	Brevibacillus brevis NBRC 100599	NRP	NRP	tyrocidine	100
BGC0000452_BAH43758	MiBIG	-	Brevibacillus brevis NBRC 100599	NRP	NRP	tyrocidine	100
BGC0001515_CBF73441	MiBIG	-	Aspergillus nidulans FGSC A4	NRP	NRP	aspercryptins	100
BGC0000617_AAG28766	MiBIG	-	Bacillus coagulans	RiPP	RiPP	coagulin	100
BGC0001088_CAE52338	MiBIG	-	Xanthomonas albilineans	NRP-Polyketide	NRP-Polyketide	albicidin	100
BGC0000692_CAI47637	MiBIG	-	Streptoalloteichus hindustanus	Saccharide	Saccharide	apramycin	100
BGC0001398_AMR44284	MiBIG	-	Phomopsis leptostromiformis	RiPP	RiPP	phomopsin A-phomopsin B-phomopsin E	100
BGC0001407_EFI65097	MiBIG	-	Bacillus cereus SJ1	RiPP	RiPP	bicereucin	100
BGC0000932_AFO93372	MiBIG	-	Phaeobacter inhibens DSM 17395	Other	Other	tropodithietic acid	100
BGC0001362_AFO93372	MiBIG	-	Phaeobacter inhibens DSM 17395	Other	Other	tropodithietic acid	100
BGC0001694_AVI57415	MiBIG	-	Streptomyces koyangensis	Polyketide	Polyketide	meoabyssomicin-abyssomicin	100
BGC0001055_CAJ87588	MiBIG	-	Escherichia coli	NRP-Polyketide	NRP-Polyketide	yersiniabactin	100
BGC0000628_EFJ68972	MiBIG	-	Lactobacillus gasseri JV-V03	RiPP	RiPP	lactocillin	100
BGC0000106_ADM46349	MiBIG	-	Streptomyces sp. CS	Polyketide	Polyketide	naphthomycin	100
BGC0000797_AAC44062	MiBIG	-	Sphingomonas sp. S88	Saccharide	Saccharide	sphingan polysaccharide	100
BGC0000915_AAD32745	MiBIG	-	Streptomyces lavendulae	Other	Other	mitomycin	100
BGC0001358_OAQ83754	MiBIG	-	Purpureocillium lilacinum	Polyketide	Polyketide	leucinostatins	100
BGC0000225_AAC18099	MiBIG	-	Streptomyces roseofulvus	Polyketide	Polyketide	frenolicin	100
BGC0000516_EDY04298	MiBIG	-	Geobacillus sp. G11MC16	RiPP	RiPP	geobacillin II	100
BGC0001178_AGS77334	MiBIG	-	Actinoplanes sp. ATCC 53533	NRP	NRP	UK-68,597	100
BGC0001543_CCG06125	MiBIG	-	Hahella chejuensis	Polyketide	Polyketide	chejuenolide A-chejuenolide B	100
BGC0000768_AAP57688	MiBIG	-	Sphingomonas elodea ATCC 31461	Saccharide	Saccharide	gellan polysaccharide	100
BGC0000336_AAX31520	MiBIG	-	Streptomyces roseosporus NRRL 11379	NRP	NRP	daptomycin	100
BGC0001138_AET51860	MiBIG	-	Marinactinospora thermotolerans	Other	Other	A201A	100
BGC0001476_AVT42377	MiBIG	-	Streptomyces sp.	Other	Other	pseudouridimycin	100
BGC0000696_CAI05926	MiBIG	-	Micromonospora echinospora	Saccharide	Saccharide	gentamicin	100
