ID	Region__autocolor	Organism__autocolor	Type_1__autocolor	Type_2__autocolor	Product__autocolor	Similarity
fig|6666666.540227.peg.4269	CuatroCienegas	39.2	Nocardia sp. CC227C	NRPS	NRPS	atratumycin	5
fig|6666666.540227.peg.6583	CuatroCienegas	44.2	Nocardia sp. CC227C	T2PKS	T2PKS	enterocin	60
fig|6666666.540227.peg.6670	CuatroCienegas	44.3	Nocardia sp. CC227C	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540612.peg.202	CuatroCienegas	744.1	Streptomyces sp. CC210A	lanthipeptide	lanthipeptide	venezuelin	75
fig|6666666.540612.peg.854	CuatroCienegas	590.1	Streptomyces sp. CC210A	PKS-like	PKS-like		
fig|6666666.540612.peg.5365	CuatroCienegas	468.1	Streptomyces sp. CC210A	NRPS	NRPS	malonomycin	11
fig|6666666.540612.peg.1918	CuatroCienegas	312.1	Streptomyces sp. CC210A	NRPS	T3PKS	feglymycin	47
fig|6666666.540612.peg.918	CuatroCienegas	837.1	Streptomyces sp. CC210A	LAP thiopeptide	LAP thiopeptide		
fig|6666666.540612.peg.717	CuatroCienegas	369.1	Streptomyces sp. CC210A	terpene	terpene		
fig|6666666.540613.peg.1314	CuatroCienegas	21.1	Nocardia sp. CC213A	NRPS	bacteriocin	isorenieratene	18
fig|6666666.540613.peg.1094	CuatroCienegas	14.1	Nocardia sp. CC213A	NRPS	NRPS	calicheamicin	4
fig|6666666.540613.peg.3779	CuatroCienegas	22.1	Nocardia sp. CC213A	T1PKS	T1PKS	streptolydigin	7
fig|6666666.540613.peg.3756	CuatroCienegas	22.1	Nocardia sp. CC213A	T1PKS	T1PKS	streptolydigin	7
fig|6666666.540613.peg.3895	CuatroCienegas	19.1	Nocardia sp. CC213A	NRPS	NRPS	lobosamide A / lobosamide B / lobosamide C	4
fig|6666666.540613.peg.3214	CuatroCienegas	15.2	Nocardia sp. CC213A	NRPS	NRPS	heterobactin A / heterobactin S2	72
fig|6666666.540613.peg.3308	CuatroCienegas	15.3	Nocardia sp. CC213A	NRPS	NRPS	A40926	5
fig|6666666.540613.peg.6469	CuatroCienegas	29.1	Nocardia sp. CC213A	NRPS	NRPS	aurantimycin A	6
fig|6666666.540613.peg.5979	CuatroCienegas	40.1	Nocardia sp. CC213A	NRPS	NRPS	nocobactin NA	37
fig|6666666.540613.peg.293	CuatroCienegas	30.1	Nocardia sp. CC213A	NRPS	NRPS-like	amychelin	18
fig|6666666.540613.peg.3297	CuatroCienegas	15.3	Nocardia sp. CC213A	NRPS	NRPS	A40926	5
fig|6666666.540615.peg.1568	CuatroCienegas	15.1	Nocardia sp. CC216A	bacteriocin	NRPS	isorenieratene	18
fig|6666666.540615.peg.828	CuatroCienegas	19.1	Nocardia sp. CC216A	NRPS	NRPS	calicheamicin	4
fig|6666666.540615.peg.2389	CuatroCienegas	6.1	Nocardia sp. CC216A	T1PKS	T1PKS	streptolydigin	7
fig|6666666.540615.peg.2366	CuatroCienegas	6.1	Nocardia sp. CC216A	T1PKS	T1PKS	streptolydigin	7
fig|6666666.540615.peg.2504	CuatroCienegas	37.1	Nocardia sp. CC216A	NRPS	NRPS	lobosamide A / lobosamide B / lobosamide C	4
fig|6666666.540615.peg.2899	CuatroCienegas	50.2	Nocardia sp. CC216A	NRPS	NRPS	heterobactin A / heterobactin S2	72
fig|6666666.540615.peg.2991	CuatroCienegas	50.3	Nocardia sp. CC216A	NRPS	NRPS	A40926	5
fig|6666666.540615.peg.4997	CuatroCienegas	23.1	Nocardia sp. CC216A	NRPS	NRPS	aurantimycin A	6
fig|6666666.540615.peg.5230	CuatroCienegas	39.1	Nocardia sp. CC216A	NRPS	NRPS		
fig|6666666.540615.peg.4467	CuatroCienegas	24.1	Nocardia sp. CC216A	NRPS	NRPS	amychelin	18
fig|6666666.540615.peg.2980	CuatroCienegas	50.3	Nocardia sp. CC216A	NRPS	NRPS	A40926	5
fig|6666666.540620.peg.13743	CuatroCienegas	105.1	Streptomyces sp. CC226D	NRPS	NRPS	isorenieratene	18
fig|6666666.540620.peg.344	CuatroCienegas	108.1	Streptomyces sp. CC226D	NRPS	NRPS	calicheamicin	4
fig|6666666.540620.peg.10638	CuatroCienegas	147.1	Streptomyces sp. CC226D	T1PKS	T1PKS	streptolydigin	7
fig|6666666.540620.peg.4340	CuatroCienegas	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.10660	CuatroCienegas	147.1	Streptomyces sp. CC226D	T1PKS	T1PKS	streptolydigin	7
fig|6666666.540620.peg.13575	CuatroCienegas	31.1	Streptomyces sp. CC226D	thioamide-NRP	NRPS	atratumycin	21
fig|6666666.540620.peg.14761	CuatroCienegas	85.2	Streptomyces sp. CC226D	NRPS	NRPS	polyoxypeptin	8
fig|6666666.540620.peg.13239	CuatroCienegas	4.1	Streptomyces sp. CC226D	lanthipeptide		chalcomycin A	9
fig|6666666.540620.peg.13237	CuatroCienegas	4.1	Streptomyces sp. CC226D	lanthipeptide		chalcomycin A	9
fig|6666666.540620.peg.11208	CuatroCienegas	194.1	Streptomyces sp. CC226D	NRPS	NRPS	sarpeptin A / sarpeptin B	91
fig|6666666.540620.peg.14746	CuatroCienegas	85.2	Streptomyces sp. CC226D	NRPS	NRPS	polyoxypeptin	8
fig|6666666.540620.peg.2123	CuatroCienegas	135.1	Streptomyces sp. CC226D	lanthipeptide	lanthipeptide	AmfS	100
fig|6666666.540620.peg.11218	CuatroCienegas	194.1	Streptomyces sp. CC226D	NRPS	NRPS	sarpeptin A / sarpeptin B	91
fig|6666666.540620.peg.14473	CuatroCienegas	200.1	Streptomyces sp. CC226D	NRPS	NRPS	atratumycin	5
fig|6666666.540620.peg.6084	CuatroCienegas	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.8465	CuatroCienegas	144.1	Streptomyces sp. CC226D	lanthipeptide	lanthipeptide	carbapenem MM4550	6
fig|6666666.540620.peg.6810	CuatroCienegas	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.2656	CuatroCienegas	91.1	Streptomyces sp. CC226D	terpene	terpene	isorenieratene	87
fig|6666666.540620.peg.12704	CuatroCienegas	127.1	Streptomyces sp. CC226D	lassopeptide	lassopeptide	keywimysin	100
fig|6666666.540621.peg.3598	CuatroCienegas	7.1	Nocardiopsis sp. CC223A	terpene	terpene	murayaquinone	10
fig|6666666.540621.peg.3909	CuatroCienegas	17.1	Nocardiopsis sp. CC223A	phosphonate	lassopeptide	rhizocticin A	16
fig|6666666.540621.peg.5404	CuatroCienegas	103.1	Nocardiopsis sp. CC223A	lanthidin	lanthidin	caniferolide A / caniferolide B / caniferolide C / caniferolide D	8
fig|6666666.540754.peg.2515	CuatroCienegas	50.1	Streptomyces sp. CC224E	T1PKS	hglE-KS		
fig|6666666.540754.peg.2647	CuatroCienegas	47.1	Streptomyces sp. CC224E	NRPS-like	T1PKS	arginomycin	10
fig|6666666.540754.peg.3134	CuatroCienegas	34.2	Streptomyces sp. CC224E	NRPS	butyrolactone	scleric acid	29
fig|6666666.540754.peg.7125	CuatroCienegas	48.1	Streptomyces sp. CC224E	PKS-like	T2PKS	cosmomycin D	12
fig|6666666.540754.peg.7725	CuatroCienegas	33.2	Streptomyces sp. CC224E	indole	indole	lazarimide A / lazarimide B / lazarimide C	16
fig|6666666.540754.peg.5711	CuatroCienegas	49.1	Streptomyces sp. CC224E	T1PKS	T1PKS	7-deoxypactamycin	13
fig|6666666.540754.peg.7366	CuatroCienegas	11.1	Streptomyces sp. CC224E	T3PKS	terpene	2-methylisoborneol	100
fig|6666666.540754.peg.527	CuatroCienegas	31.3	Streptomyces sp. CC224E	NRPS-like	NRPS-like	formicamycins A-M	20
fig|6666666.540754.peg.5047	CuatroCienegas	57.1	Streptomyces sp. CC224E	terpene	NRPS	paulomycin	7
fig|1823.7.peg.4213	CuatroCienegas	32.1	Nocardia otitidiscaviarum sp. CC201C	terpene	butyrolactone		
fig|6666666.563199.peg.1601	CuatroCienegas	1.7	Streptomyces sp. CC208B	NRPS	NRPS	holomycin	53
fig|6666666.563199.peg.5034	CuatroCienegas	1.11	Streptomyces sp. CC208B	NRPS	T3PKS	A-47934	35
fig|6666666.563199.peg.10236	CuatroCienegas	1.15	Streptomyces sp. CC208B	thiopeptide	LAP	thiomuracin	16
fig|6666666.563200.peg.6109	CuatroCienegas	38.1	Streptomyces sp. CC216B	ladderane	ladderane	atratumycin	18
fig|6666666.563200.peg.4893	CuatroCienegas	186.1	Streptomyces sp. CC216B	lanthipeptide	lanthipeptide	5-isoprenylindole-3-carboxylate beta-D-glycosyl ester	14
fig|6666666.563200.peg.4895	CuatroCienegas	186.1	Streptomyces sp. CC216B	lanthipeptide	lanthipeptide	5-isoprenylindole-3-carboxylate beta-D-glycosyl ester	14
fig|6666666.563200.peg.7481	CuatroCienegas	149.1	Streptomyces sp. CC216B	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.563200.peg.5362	CuatroCienegas	79.1	Streptomyces sp. CC216B	lanthipeptide	lanthipeptide		
fig|6666666.563200.peg.4154	CuatroCienegas	113.1	Streptomyces sp. CC216B	NRPS	T1PKS	leinamycin	4
fig|6666666.563200.peg.6163	CuatroCienegas	1.1	Streptomyces sp. CC216B	lanthipeptide	lanthipeptide	carbapenem MM4550	6
fig|6666666.563200.peg.31	CuatroCienegas	63.1	Streptomyces sp. CC216B	terpene	terpene	isorenieratene	87
fig|6666666.563200.peg.5479	CuatroCienegas	167.1	Streptomyces sp. CC216B	lassopeptide	lassopeptide	keywimysin	100
fig|6666666.563201.peg.4544	CuatroCienegas	663.1	Streptomyces sp. CC216C	lanthipeptide	lanthipeptide	chalcomycin A	9
fig|6666666.563201.peg.4546	CuatroCienegas	663.1	Streptomyces sp. CC216C	lanthipeptide	lanthipeptide	chalcomycin A	9
fig|6666666.563201.peg.586	CuatroCienegas	180.1	Streptomyces sp. CC216C	lanthipeptide	lanthipeptide		
fig|6666666.563201.peg.90	CuatroCienegas	133.1	Streptomyces sp. CC216C	lassopeptide	lassopeptide	keywimysin	100
fig|6666666.563202.peg.2659	CuatroCienegas	170.1	Streptomyces sp. CC224B	T1PKS	terpene	ikarugamycin	12
fig|6666666.563202.peg.2207	CuatroCienegas	73.1	Streptomyces sp. CC224B	NRPS	NRPS-like	jawsamycin	30
fig|6666666.563202.peg.2744	CuatroCienegas	24.1	Streptomyces sp. CC224B	lassopeptide	lassopeptide	SSV-2083	54
fig|6666666.563202.peg.1964	CuatroCienegas	123.1	Streptomyces sp. CC224B	T1PKS	T1PKS	incednine	6
fig|6666666.563202.peg.8023	CuatroCienegas	49.1	Streptomyces sp. CC224B	NRPS-like	T1PKS	marineosin A / marineosin B	77
fig|6666666.563202.peg.5853	CuatroCienegas	11.1	Streptomyces sp. CC224B	NRPS	NRPS	polyoxypeptin	8
fig|6666666.563202.peg.2687	CuatroCienegas	170.1	Streptomyces sp. CC224B	T1PKS	terpene	ikarugamycin	12
fig|6666666.563202.peg.6034	CuatroCienegas	167.1	Streptomyces sp. CC224B	NRPS	other	himastatin	52
fig|6666666.563202.peg.2905	CuatroCienegas	203.1	Streptomyces sp. CC224B	T1PKS	lassopeptide	citrulassin D	100
fig|6666666.563202.peg.2260	CuatroCienegas	73.1	Streptomyces sp. CC224B	NRPS	NRPS-like	jawsamycin	30
fig|6666666.563202.peg.7048	CuatroCienegas	147.1	Streptomyces sp. CC224B	NRPS	NRPS	butyrolactol A	20
fig|6666666.563202.peg.8344	CuatroCienegas	84.1	Streptomyces sp. CC224B	NRPS	ladderane	friulimicin A / friulimicin B / friulimicin C / friulimicin D	24
fig|6666666.563202.peg.2704	CuatroCienegas	170.1	Streptomyces sp. CC224B	T1PKS	terpene	ikarugamycin	12
fig|6666666.563202.peg.184	CuatroCienegas	240.1	Streptomyces sp. CC224B	T1PKS	T1PKS	ECO-02301	42
fig|6666666.563202.peg.5778	CuatroCienegas	217.1	Streptomyces sp. CC224B	NRPS	bacteriocin	(2S,6R)-diamino-(5R,7)-dihydroxy-heptanoic acid	24
fig|6666666.563202.peg.7353	CuatroCienegas	157.1	Streptomyces sp. CC224B	NRPS	terpene	oxalomycin B	9
fig|6666666.563202.peg.5794	CuatroCienegas	217.1	Streptomyces sp. CC224B	NRPS	bacteriocin	(2S,6R)-diamino-(5R,7)-dihydroxy-heptanoic acid	24
fig|6666666.563202.peg.2245	CuatroCienegas	73.1	Streptomyces sp. CC224B	NRPS	NRPS-like	jawsamycin	30
fig|6666666.584549.peg.6725	CuatroCienegas	28.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	collismycin A	85
fig|6666666.584549.peg.11952	CuatroCienegas	23.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	83
fig|6666666.584549.peg.9789	CuatroCienegas	54.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	T1PKS	leinamycin	4
fig|6666666.584551.peg.1037	CuatroCienegas	322.1	Streptomyces sp. CC219Ahybcontrimo	NRPS	NRPS	desotamide	27
fig|6666666.584551.peg.7125	CuatroCienegas	187.1	Streptomyces sp. CC219Ahybcontrimo	NRPS	NRPS	thiolutin	16
fig|6666666.584551.peg.1045	CuatroCienegas	322.1	Streptomyces sp. CC219Ahybcontrimo	NRPS	NRPS	desotamide	27
fig|6666666.584551.peg.7070	CuatroCienegas	136.1	Streptomyces sp. CC219Ahybcontrimo	NRPS	melanin	istamycin	2
fig|6666666.590938.peg.4998	CuatroCienegas	244.1	Streptomyces rochei CC683	NRPS	NRPS	lipopeptide 8D1-1 / lipopeptide 8D1-2	18
fig|6666666.590938.peg.1866	CuatroCienegas	250.1	Streptomyces rochei CC708	lanthipeptide	lanthipeptide	catenulipeptin	60
fig|6666666.590938.peg.6418	CuatroCienegas	237.1	Streptomyces rochei CC616	lanthipeptide	lanthipeptide	SapB	100
fig|6666666.590938.peg.5624	CuatroCienegas	33.1	Streptomyces rochei CC155	NRPS	T1PKS	levorin A3 / C06690 / FR-008-III / candicidin A / UNII-AP5PEF5W7U	90
fig|6666666.590938.peg.5626	CuatroCienegas	33.1	Streptomyces rochei CC157	NRPS	T1PKS	levorin A3 / C06690 / FR-008-III / candicidin A / UNII-AP5PEF5W7U	90
fig|6666666.590938.peg.5620	CuatroCienegas	33.1	Streptomyces rochei CC151	NRPS	T1PKS	levorin A3 / C06690 / FR-008-III / candicidin A / UNII-AP5PEF5W7U	90
fig|6666666.590938.peg.5623	CuatroCienegas	33.1	Streptomyces rochei CC154	NRPS	T1PKS	levorin A3 / C06690 / FR-008-III / candicidin A / UNII-AP5PEF5W7U	90
fig|6666666.590938.peg.5625	CuatroCienegas	33.1	Streptomyces rochei CC156	NRPS	T1PKS	levorin A3 / C06690 / FR-008-III / candicidin A / UNII-AP5PEF5W7U	90
fig|6666666.590938.peg.5619	CuatroCienegas	33.1	Streptomyces rochei CC150	NRPS	T1PKS	levorin A3 / C06690 / FR-008-III / candicidin A / UNII-AP5PEF5W7U	90
fig|6666666.590939.peg.5352	CuatroCienegas	245.1	Streptomyces rochei CC405	NRPS	NRPS	CDA1b / CDA2a / CDA2b / CDA3a / CDA3b / CDA4a / CDA4b	20
fig|6666666.590939.peg.5389	CuatroCienegas	344.1	Streptomyces rochei CC589	lanthipeptide	lanthipeptide	SapB	100
fig|6666666.590939.peg.6814	CuatroCienegas	22.1	Streptomyces rochei CC108	T1PKS	NRPS	antimycin	31
fig|6666666.590939.peg.7194	CuatroCienegas	76.1	Streptomyces rochei CC226	lanthipeptide	lanthipeptide	catenulipeptin	60
fig|6666666.590939.peg.2961	CuatroCienegas	114.1	Streptomyces rochei CC277	NRPS-like	T1PKS	levorin A3 / C06690 / FR-008-III / candicidin A / UNII-AP5PEF5W7U	76
fig|6666666.590939.peg.6810	CuatroCienegas	22.1	Streptomyces rochei CC104	T1PKS	NRPS	antimycin	31
fig|6666666.590939.peg.6813	CuatroCienegas	22.1	Streptomyces rochei CC107	T1PKS	NRPS	antimycin	31
fig|6666666.590939.peg.6815	CuatroCienegas	22.1	Streptomyces rochei CC109	T1PKS	NRPS	antimycin	31
fig|6666666.590939.peg.6809	CuatroCienegas	22.1	Streptomyces rochei CC103	T1PKS	NRPS	antimycin	31
fig|6666666.590940.peg.7100	CuatroCienegas	26.1	Streptomyces rochei CC595	NRPS	NRPS	CDA1b / CDA2a / CDA2b / CDA3a / CDA3b / CDA4a / CDA4b	47
fig|6666666.590940.peg.301	CuatroCienegas	8.2	Streptomyces rochei CC232	lanthidin	lanthidin		
fig|6666666.590940.peg.392	CuatroCienegas	8.3	Streptomyces rochei CC272	lanthipeptide	lanthipeptide	catenulipeptin	60
fig|6666666.590940.peg.3965	CuatroCienegas	23.4	Streptomyces rochei CC517	lanthipeptide	lanthipeptide	SapB	100
fig|6666666.590940.peg.2564	CuatroCienegas	51.1	Streptomyces rochei CC755	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2562	CuatroCienegas	51.1	Streptomyces rochei CC753	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.314	CuatroCienegas	8.2	Streptomyces rochei CC245	lanthidin	lanthidin		
fig|6666666.590940.peg.2569	CuatroCienegas	51.1	Streptomyces rochei CC760	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2565	CuatroCienegas	51.1	Streptomyces rochei CC756	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2563	CuatroCienegas	51.1	Streptomyces rochei CC754	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.315	CuatroCienegas	8.2	Streptomyces rochei CC246	lanthidin	lanthidin		
fig|6666666.590940.peg.299	CuatroCienegas	8.2	Streptomyces rochei CC230	lanthidin	lanthidin		
fig|6666666.590940.peg.2570	CuatroCienegas	51.1	Streptomyces rochei CC761	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.316	CuatroCienegas	8.2	Streptomyces rochei CC247	lanthidin	lanthidin		
fig|6666666.590941.peg.6548	CuatroCienegas	1.1	Streptomyces lentzea CC63	T1PKS	T1PKS	pimaricin	29
fig|6666666.590941.peg.5729	CuatroCienegas	43.1	Streptomyces lentzea CC1298	ladderane	T1PKS	vancosamine	100
fig|6666666.590941.peg.3277	CuatroCienegas	4.1	Streptomyces lentzea CC419	NRPS	NRPS		
fig|6666666.590941.peg.6185	CuatroCienegas	6.1	Streptomyces lentzea CC497	NRPS-like	PKS-like	xantholipin	12
fig|6666666.590941.peg.5487	CuatroCienegas	22.1	Streptomyces lentzea CC951	T2PKS	PKS-like	LL-D49194alpha1 (LLD)	32
fig|6666666.590941.peg.4146	CuatroCienegas	2.1	Streptomyces lentzea CC388	NRPS-like	NRPS-like		
fig|6666666.590941.peg.7047	CuatroCienegas	1.4	Streptomyces lentzea CC266	PKS-like	arylpolyene	virginiamycin S1	22
fig|6666666.590941.peg.5503	CuatroCienegas	22.1	Streptomyces lentzea CC967	T2PKS	PKS-like	LL-D49194alpha1 (LLD)	32
fig|6666666.590941.peg.7007	CuatroCienegas	1.4	Streptomyces lentzea CC226	PKS-like	arylpolyene	virginiamycin S1	22
fig|6666666.590941.peg.6012	CuatroCienegas	36.3	Streptomyces lentzea CC1202	NRPS	NRPS	BD-12	7
fig|6666666.590941.peg.6365	CuatroCienegas	6.2	Streptomyces lentzea CC639	T1PKS	T1PKS	4-Z-annimycin	33
fig|6666666.590941.peg.3383	CuatroCienegas	7.1	Streptomyces lentzea CC679	NRPS-like	NRPS-like	indigoidine	6
fig|6666666.590941.peg.1105	CuatroCienegas	15.2	Streptomyces lentzea CC773	PKS-like	indole	fortimicin	6
fig|6666666.590941.peg.7535	CuatroCienegas	56.1	Streptomyces lentzea CC1363	siderophore	siderophore		
fig|6666666.590941.peg.4148	CuatroCienegas	2.1	Streptomyces lentzea CC390	NRPS-like	NRPS-like		
fig|6666666.590941.peg.5707	CuatroCienegas	43.1	Streptomyces lentzea CC1276	ladderane	T1PKS	vancosamine	100
fig|6666666.590941.peg.5712	CuatroCienegas	43.1	Streptomyces lentzea CC1281	ladderane	T1PKS	vancosamine	100
fig|6666666.590941.peg.6187	CuatroCienegas	6.1	Streptomyces lentzea CC499	NRPS-like	PKS-like	xantholipin	12
fig|6666666.590941.peg.1311	CuatroCienegas	15.3	Streptomyces lentzea CC876	lanthipeptide	lanthipeptide		
fig|6666666.590941.peg.1319	CuatroCienegas	15.3	Streptomyces lentzea CC884	lanthipeptide	lanthipeptide		
fig|6666666.590941.peg.6709	CuatroCienegas	1.3	Streptomyces lentzea CC215	NRPS	CDPS	coelibactin	36
fig|6666666.687569.peg.1544	CuatroCienegas	297.1	Streptomyces sp. CC228A	PKS-like	PKS-like		
fig|6666666.687569.peg.1138	CuatroCienegas	1277.1	Streptomyces sp. CC228A	terpene	terpene		
fig|6666666.691810.peg.2116	CuatroCienegas	349.1	Streptomyces sp. CC219CV45	NRPS	NRPS	malonomycin	11
BGC0001433_SCO70333	MiBIG	-	Streptomyces argillaceus	Polyketide	Polyketide	argimycin P	100
BGC0000151_CAJ88178	MiBIG	-	Streptomyces ambofaciens ATCC 23877	Polyketide-Saccharide	Polyketide-Saccharide	stambomycin	100
BGC0000182_AAK28504	MiBIG	-	Pseudomonas fluorescens	Polyketide	Polyketide	mupirocin	100
BGC0001500_AMX23321	MiBIG	-	Actinoallomurus sp. ID145698	Polyketide	Polyketide	allocyclinone	100
BGC0001480_WP_006890625	MiBIG	-	Methylobacter tundripaludum 21/22	Other	Other	tundrenone	100
BGC0001172_AHA12085	MiBIG	-	Streptomyces sp. CNH-287	NRP-Polyketide	NRP-Polyketide	chlorizidine A	100
BGC0001674_SFF02673	MiBIG	-	Streptomyces mirabilis	RiPP	RiPP	MS-271	100
BGC0000761_BAC41336	MiBIG	-	Methylobacillus sp. 12S	Saccharide	Saccharide	exopolysaccharide	100
BGC0000952_CBW45649	MiBIG	-	Streptomyces pristinaespiralis	NRP-Polyketide	NRP-Polyketide	pristinamycin	100
BGC0000388_AAU34214	MiBIG	-	Streptomyces hygroscopicus	NRP	NRP	mannopeptimycin	100
BGC0001116_BAF50712	MiBIG	-	Streptomyces virginiae	NRP-Polyketide	NRP-Polyketide	virginiamycin	100
BGC0001731_AIE54172	MiBIG	-	Streptomyces paulus	Other	Other	paulomycin	100
BGC0000972_CAJ76299	MiBIG	-	Escherichia coli	NRP-Polyketide	NRP-Polyketide	colibactin	100
BGC0001669_AVH76827	MiBIG	-	Microbacterium arborescens	RiPP	RiPP	microvionin	100
BGC0001732_AIE54225	MiBIG	-	Streptomyces sp. YN86	Other	Other	paulomycin	100
BGC0000495_ACR33055	MiBIG	-	Actinoplanes garbadinensis	RiPP	RiPP	actagardine	100
BGC0000091_AHF22844	MiBIG	-	Streptomyces sp. CNQ-617	Polyketide	Polyketide	marineosin	100
BGC0000821_BAC10679	MiBIG	-	Lechevalieria aerocolonigenes	Other	Other	rebeccamycin	100
BGC0000822_CAC93719	MiBIG	-	Lechevalieria aerocolonigenes	Alkaloid	Alkaloid	rebeccamycin	100
BGC0000823_BAC15755	MiBIG	-	Lechevalieria aerocolonigenes	Alkaloid	Alkaloid	rebeccamycin	100
BGC0000874_AAP03103	MiBIG	-	Streptomyces griseochromogenes	Other	Other	blasticidin	100
BGC0000316_ABR67760	MiBIG	-	Saccharothrix mutabilis subsp. capreolus	NRP	NRP	capreomycin	100
BGC0000053_ctg1_orf18	MiBIG	-	Streptomyces sp. DSM4137	Polyketide	Polyketide	elaiophylin	100
BGC0001041_ABP53504	MiBIG	-	Salinispora tropica CNB-440	NRP-Polyketide	NRP-Polyketide	salinosporamide	100
BGC0000145_ABP73639	MiBIG	-	Salinispora tropica	Polyketide	Polyketide	salinosporamide A	100
BGC0000291_AAZ23059	MiBIG	-	Streptomyces fradiae	NRP	NRP	A54145	100
BGC0000973_CCC55908	MiBIG	-	Streptomyces sp. CS40	NRP-Polyketide	NRP-Polyketide	collismycin A	100
BGC0001500_AMX23313	MiBIG	-	Actinoallomurus sp. ID145698	Polyketide	Polyketide	allocyclinone	100
BGC0000961_ABC34774	MiBIG	-	Burkholderia thailandensis E264	NRP-Polyketide	NRP-Polyketide	bactobolin	100
BGC0000291_AAZ23070	MiBIG	-	Streptomyces fradiae	NRP	NRP	A54145	100
