ID	gene	organism	Region	Cluster	Position	Strand	Type	Class1	Class2	Class3	Product	File
fig|1823.7.peg.529	cds14887_15754	Nocardia otitidiscaviarum sp. CC201C	149.1	1	2869..3735	-	prodigiosin	Polyketide			undecylprodigiosin	c00149_C1_CC20..
fig|1823.7.peg.530	cds15757_15916	Nocardia otitidiscaviarum sp. CC201C	149.1	1	3739..3897	-	prodigiosin	Polyketide			undecylprodigiosin	c00149_C1_CC20..
fig|1823.7.peg.531	cds15912_16551	Nocardia otitidiscaviarum sp. CC201C	149.1	1	3894..4532	-	prodigiosin	Polyketide			undecylprodigiosin	c00149_C1_CC20..
fig|1823.7.peg.532	cds16780_17581	Nocardia otitidiscaviarum sp. CC201C	149.1	1	4762..5562	+	prodigiosin	Polyketide			undecylprodigiosin	c00149_C1_CC20..
fig|1823.7.peg.533	cds17664_18267	Nocardia otitidiscaviarum sp. CC201C	149.1	1	5646..6248	+	prodigiosin	Polyketide			undecylprodigiosin	c00149_C1_CC20..
fig|1823.7.peg.534	cds18333_20955	Nocardia otitidiscaviarum sp. CC201C	149.1	1	6315..8936	-	prodigiosin	Polyketide			undecylprodigiosin	c00149_C1_CC20..
fig|1823.7.peg.535	cds20979_22023	Nocardia otitidiscaviarum sp. CC201C	149.1	1	8961..10004	-	prodigiosin	Polyketide			undecylprodigiosin	c00149_C1_CC20..
fig|1823.7.peg.536	cds22019_24065	Nocardia otitidiscaviarum sp. CC201C	149.1	1	10001..12046	-	prodigiosin	Polyketide			undecylprodigiosin	c00149_C1_CC20..
fig|1823.7.peg.537	cds24296_24467	Nocardia otitidiscaviarum sp. CC201C	149.1	1	12278..12448	-	prodigiosin	Polyketide			undecylprodigiosin	c00149_C1_CC20..
fig|1823.7.peg.538	cds24510_25032	Nocardia otitidiscaviarum sp. CC201C	149.1	1	12492..13013	+	prodigiosin	Polyketide			undecylprodigiosin	c00149_C1_CC20..
fig|1823.7.peg.539	cds25047_26193	Nocardia otitidiscaviarum sp. CC201C	149.1	1	13029..14174	+	prodigiosin	Polyketide			undecylprodigiosin	c00149_C1_CC20..
fig|1823.7.peg.540	cds26273_28487	Nocardia otitidiscaviarum sp. CC201C	149.1	1	14255..16468	+	prodigiosin	Polyketide			undecylprodigiosin	c00149_C1_CC20..
fig|1823.7.peg.541	cds28504_28822	Nocardia otitidiscaviarum sp. CC201C	149.1	1	16486..16803	-	prodigiosin	Polyketide			undecylprodigiosin	c00149_C1_CC20..
fig|1823.7.peg.542	cds28836_29997	Nocardia otitidiscaviarum sp. CC201C	149.1	1	16818..17978	-	prodigiosin	Polyketide			undecylprodigiosin	c00149_C1_CC20..
fig|1823.7.peg.543	cds30002_32723	Nocardia otitidiscaviarum sp. CC201C	149.1	1	17984..20704	-	prodigiosin	Polyketide			undecylprodigiosin	c00149_C1_CC20..
fig|1823.7.peg.544	cds32727_35391	Nocardia otitidiscaviarum sp. CC201C	149.1	1	20709..23372	-	prodigiosin	Polyketide			undecylprodigiosin	c00149_C1_CC20..
fig|1823.7.peg.545	cds35387_36437	Nocardia otitidiscaviarum sp. CC201C	149.1	1	23369..24418	-	prodigiosin	Polyketide			undecylprodigiosin	c00149_C1_CC20..
fig|1823.7.peg.546	cds36443_37268	Nocardia otitidiscaviarum sp. CC201C	149.1	1	24425..25249	-	prodigiosin	Polyketide			undecylprodigiosin	c00149_C1_CC20..
fig|1823.7.peg.547	cds37276_38818	Nocardia otitidiscaviarum sp. CC201C	149.1	1	25258..26799	-	prodigiosin	Polyketide			undecylprodigiosin	c00149_C1_CC20..
fig|1823.7.peg.548	cds38814_40428	Nocardia otitidiscaviarum sp. CC201C	149.1	1	26796..28409	-	prodigiosin	Polyketide			undecylprodigiosin	c00149_C1_CC20..
fig|1823.7.peg.549	cds40437_40683	Nocardia otitidiscaviarum sp. CC201C	149.1	1	28419..28664	-	prodigiosin	Polyketide			undecylprodigiosin	c00149_C1_CC20..
fig|1823.7.peg.5535	cds1_268	Nocardia otitidiscaviarum sp. CC201C	581.1	1	2..268	-	ectoine	Other			ectoine	c00581_C1_CC20..
