ID	gene	organism	Region	Cluster	Position	Strand	Type	Class1	Class2	Class3	Product	File
fig|6666666.867955.peg.1986	cds2179923_2181126	Brevibacterium sp.	1.5	5	38660..39862	-	NRPS-like	NRP			ulleungmycin	1
fig|6666666.867955.peg.1987	cds2181122_2181641	Brevibacterium sp.	1.5	5	39859..40377	-	NRPS-like	NRP			ulleungmycin	1
fig|6666666.867955.peg.1988	cds2181760_2183005	Brevibacterium sp.	1.5	5	40497..41741	+	NRPS-like	NRP			ulleungmycin	1
fig|6666666.867955.peg.1989	cds2183128_2183545	Brevibacterium sp.	1.5	5	41865..42281	+	NRPS-like	NRP			ulleungmycin	1
fig|6666666.867955.peg.1990	cds2183618_2184227	Brevibacterium sp.	1.5	5	42355..42963	+	NRPS-like	NRP			ulleungmycin	1
fig|6666666.867955.peg.3472	cds39134_39293	Brevibacterium sp.	2.1	1	99..257	+	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3473	cds39503_40220	Brevibacterium sp.	2.1	1	468..1184	+	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3474	cds40480_40603	Brevibacterium sp.	2.1	1	1445..1567	-	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3475	cds40862_41471	Brevibacterium sp.	2.1	1	1827..2435	+	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3476	cds41748_42129	Brevibacterium sp.	2.1	1	2713..3093	-	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3477	cds42451_43162	Brevibacterium sp.	2.1	1	3416..4126	-	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3478	cds43249_43825	Brevibacterium sp.	2.1	1	4214..4789	+	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3479	cds43882_46039	Brevibacterium sp.	2.1	1	4847..7003	-	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3480	cds46221_47169	Brevibacterium sp.	2.1	1	7186..8133	-	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3481	cds47165_47621	Brevibacterium sp.	2.1	1	8130..8585	-	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3482	cds47991_48672	Brevibacterium sp.	2.1	1	8956..9636	-	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3483	cds48870_49656	Brevibacterium sp.	2.1	1	9835..10620	-	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3484	cds49645_50590	Brevibacterium sp.	2.1	1	10610..11554	-	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3485	cds50583_52836	Brevibacterium sp.	2.1	1	11548..13800	-	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3486	cds52940_53723	Brevibacterium sp.	2.1	1	13905..14687	+	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3487	cds53730_54603	Brevibacterium sp.	2.1	1	14695..15567	+	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3488	cds54617_56351	Brevibacterium sp.	2.1	1	15582..17315	+	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3489	cds56776_56935	Brevibacterium sp.	2.1	1	17741..17899	+	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3490	cds57036_57729	Brevibacterium sp.	2.1	1	18001..18693	-	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3491	cds57833_58817	Brevibacterium sp.	2.1	1	18798..19781	-	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3492	cds58816_59023	Brevibacterium sp.	2.1	1	19781..19987	-	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3493	cds59036_69716	Brevibacterium sp.	2.1	1	20001..30680	-	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3494	cds69761_69977	Brevibacterium sp.	2.1	1	30726..30941	-	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3495	cds70189_71533	Brevibacterium sp.	2.1	1	31154..32497	-	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3496	cds71678_72083	Brevibacterium sp.	2.1	1	32643..33047	+	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3497	cds72194_73847	Brevibacterium sp.	2.1	1	33159..34811	+	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3498	cds73836_74538	Brevibacterium sp.	2.1	1	34801..35502	+	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3499	cds74545_75175	Brevibacterium sp.	2.1	1	35510..36139	-	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3500	cds75268_75970	Brevibacterium sp.	2.1	1	36233..36934	+	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3501	cds76103_78395	Brevibacterium sp.	2.1	1	37068..39359	+	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3502	cds78889_79195	Brevibacterium sp.	2.1	1	39854..40159	+	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3503	cds79219_79996	Brevibacterium sp.	2.1	1	40184..40960	-	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3504	cds80044_80506	Brevibacterium sp.	2.1	1	41009..41470	+	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3505	cds80594_81458	Brevibacterium sp.	2.1	1	41559..42422	-	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3506	cds81608_82262	Brevibacterium sp.	2.1	1	42573..43226	-	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3507	cds82258_82954	Brevibacterium sp.	2.1	1	43223..43918	-	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3508	cds83023_83896	Brevibacterium sp.	2.1	1	43988..44860	+	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3509	cds83892_85047	Brevibacterium sp.	2.1	1	44857..46011	+	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3510	cds85069_86890	Brevibacterium sp.	2.1	1	46034..47854	-	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.3511	cds86990_87143	Brevibacterium sp.	2.1	1	47955..48107	+	NRPS	NRP			pepticinnamin E	2
fig|6666666.867955.peg.404	cds440108_440525	Brevibacterium sp.	1.1	1	166..582	+	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.405	cds440600_441071	Brevibacterium sp.	1.1	1	658..1128	-	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.406	cds441209_442286	Brevibacterium sp.	1.1	1	1267..2343	-	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.407	cds442478_444275	Brevibacterium sp.	1.1	1	2536..4332	-	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.408	cds444455_445826	Brevibacterium sp.	1.1	1	4513..5883	+	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.409	cds445810_447121	Brevibacterium sp.	1.1	1	5868..7178	-	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.410	cds447367_447925	Brevibacterium sp.	1.1	1	7425..7982	+	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.411	cds448098_448479	Brevibacterium sp.	1.1	1	8156..8536	+	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.412	cds448504_449641	Brevibacterium sp.	1.1	1	8562..9698	+	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.413	cds449686_450472	Brevibacterium sp.	1.1	1	9744..10529	+	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.414	cds450757_451762	Brevibacterium sp.	1.1	1	10815..11819	+	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.415	cds452699_454514	Brevibacterium sp.	1.1	1	12757..14571	+	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.416	cds454619_455612	Brevibacterium sp.	1.1	1	14677..15669	+	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.417	cds455608_456598	Brevibacterium sp.	1.1	1	15666..16655	+	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.418	cds456594_457683	Brevibacterium sp.	1.1	1	16652..17740	+	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.419	cds457672_458800	Brevibacterium sp.	1.1	1	17730..18857	+	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.420	cds458867_459947	Brevibacterium sp.	1.1	1	18925..20004	+	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.421	cds459943_461305	Brevibacterium sp.	1.1	1	20001..21362	+	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.422	cds462109_462994	Brevibacterium sp.	1.1	1	22167..23051	+	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.423	cds462990_463521	Brevibacterium sp.	1.1	1	23048..23578	+	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.424	cds463517_465008	Brevibacterium sp.	1.1	1	23575..25065	+	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.425	cds465007_466546	Brevibacterium sp.	1.1	1	25065..26603	+	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.426	cds466542_468012	Brevibacterium sp.	1.1	1	26600..28069	+	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.427	cds468008_469772	Brevibacterium sp.	1.1	1	28066..29829	+	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.428	cds469905_471813	Brevibacterium sp.	1.1	1	29963..31870	+	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.429	cds471915_472428	Brevibacterium sp.	1.1	1	31973..32485	-	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.430	cds472582_473227	Brevibacterium sp.	1.1	1	32640..33284	-	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.431	cds473223_473391	Brevibacterium sp.	1.1	1	33281..33448	-	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.432	cds473392_474613	Brevibacterium sp.	1.1	1	33450..34670	-	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.433	cds474826_475573	Brevibacterium sp.	1.1	1	34884..35630	+	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.434	cds475585_475699	Brevibacterium sp.	1.1	1	35643..35756	-	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.435	cds475934_476630	Brevibacterium sp.	1.1	1	35992..36687	-	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.436	cds476677_477217	Brevibacterium sp.	1.1	1	36735..37274	-	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.437	cds477385_478186	Brevibacterium sp.	1.1	1	37443..38243	+	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.438	cds478284_479634	Brevibacterium sp.	1.1	1	38342..39691	-	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.peg.440	cds481457_484862	Brevibacterium sp.	1.2	2	153..3557	+	RiPP-like	RiPP				1
fig|6666666.867955.peg.441	cds484925_485522	Brevibacterium sp.	1.2	2	3621..4217	-	RiPP-like	RiPP				1
fig|6666666.867955.peg.442	cds485594_485732	Brevibacterium sp.	1.2	2	4290..4427	-	RiPP-like	RiPP				1
fig|6666666.867955.peg.443	cds485744_486182	Brevibacterium sp.	1.2	2	4440..4877	-	RiPP-like	RiPP				1
fig|6666666.867955.peg.444	cds486305_487106	Brevibacterium sp.	1.2	2	5001..5801	-	RiPP-like	RiPP				1
fig|6666666.867955.peg.445	cds487102_488215	Brevibacterium sp.	1.2	2	5798..6910	-	RiPP-like	RiPP				1
fig|6666666.867955.peg.446	cds488211_488340	Brevibacterium sp.	1.2	2	6907..7035	-	RiPP-like	RiPP				1
fig|6666666.867955.peg.447	cds488425_488791	Brevibacterium sp.	1.2	2	7121..7486	+	RiPP-like	RiPP				1
fig|6666666.867955.peg.448	cds488803_489376	Brevibacterium sp.	1.2	2	7499..8071	+	RiPP-like	RiPP				1
fig|6666666.867955.peg.449	cds489391_489601	Brevibacterium sp.	1.2	2	8087..8296	-	RiPP-like	RiPP				1
fig|6666666.867955.peg.450	cds489781_490138	Brevibacterium sp.	1.2	2	8477..8833	+	RiPP-like	RiPP				1
fig|6666666.867955.peg.451	cds490198_490855	Brevibacterium sp.	1.2	2	8894..9550	+	RiPP-like	RiPP				1
fig|6666666.867955.rna.1	tRNA-Leu-CAG	Brevibacterium sp.	1.1	1	21619..21705	-	T3PKS	Polyketide			"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G"	1
fig|6666666.867955.rna.21	tRNA-Pro-GGG	Brevibacterium sp.	1.5	5	31077..31150	-	NRPS-like	NRP			ulleungmycin	1
fig|6666666.867956.peg.100	cds106205_106310	Corynebacterium_alimapuense_VA37-3 sp.	6.1	1	20048..20152	-	NAPAA	NRP				NZ_PTJO01000001
