ClusterBlast scores for contig_54

Table of genes, locations, strands and annotations of query cluster:
cds171364_171739	171364	171739	+	Efflux ABC transporter, ATP-binding protein	
cds230691_231603	230691	231603	+	3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	
cds231629_231743	231629	231743	+	hypothetical protein	
cds231755_232199	231755	232199	+	putative endochitinase	
cds232171_232891	232171	232891	+	putative endochitinase	
cds233128_233752	233128	233752	+	Phosphoglucomutase (EC 5.4.2.2)	
cds233796_234855	233796	234855	+	Phosphoglucomutase (EC 5.4.2.2)	
cds234876_235083	234876	235083	-	Acyl carrier domain	
cds235113_235527	235113	235527	-	Isochorismatase (EC 3.3.2.1) of siderophore biosynthesis	
cds235570_235723	235570	235723	+	hypothetical protein	
cds235775_235892	235775	235892	-	2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) of siderophore biosynthesis	
cds235929_237036	235929	237036	-	2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) of siderophore biosynthesis	
cds237075_237771	237075	237771	-	Isochorismate synthase (EC 5.4.4.2) @ Isochorismate synthase (EC 5.4.4.2) of siderophore biosynthesis	
cds237787_238228	237787	238228	-	Isochorismate synthase (EC 5.4.4.2) @ Isochorismate synthase (EC 5.4.4.2) of siderophore biosynthesis	
cds238287_238476	238287	238476	-	Isochorismate synthase (EC 5.4.4.2) @ Isochorismate synthase (EC 5.4.4.2) of siderophore biosynthesis	
cds238714_239545	238714	239545	-	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) of siderophore biosynthesis	
cds239687_240509	239687	240509	+	Ferric hydroxamate ABC transporter (TC 3.A.1.14.3), permease component FhuB	
cds240803_243068	240803	243068	+	Ferric hydroxamate ABC transporter (TC 3.A.1.14.3), permease component FhuB	
cds243064_243250	243064	243250	+	Putative esterase	
cds243342_244737	243342	244737	-	Polymyxin transporter PmxC	
cds244790_245018	244790	245018	-	MbtH-like NRPS chaperone	
cds245023_245677	245023	245677	-	Siderophore biosynthesis non-ribosomal peptide synthetase modules	
cds245746_246646	245746	246646	-	Siderophore biosynthesis non-ribosomal peptide synthetase modules	
cds246642_247110	246642	247110	-	Siderophore biosynthesis non-ribosomal peptide synthetase modules	
cds247106_247340	247106	247340	-	Siderophore biosynthesis non-ribosomal peptide synthetase modules	
cds247309_248065	247309	248065	-	Siderophore biosynthesis non-ribosomal peptide synthetase modules	
cds248078_248771	248078	248771	-	Siderophore biosynthesis non-ribosomal peptide synthetase modules	
cds248863_249634	248863	249634	-	Siderophore biosynthesis non-ribosomal peptide synthetase modules	
cds249772_249988	249772	249988	-	Siderophore biosynthesis non-ribosomal peptide synthetase modules	
cds250002_250569	250002	250569	-	Siderophore biosynthesis non-ribosomal peptide synthetase modules	
cds250559_250676	250559	250676	-	Siderophore biosynthesis non-ribosomal peptide synthetase modules	
cds250789_251155	250789	251155	+	hypothetical protein	
cds251366_251810	251366	251810	-	Siderophore biosynthesis non-ribosomal peptide synthetase modules	
cds251847_252297	251847	252297	-	Siderophore biosynthesis non-ribosomal peptide synthetase modules	
cds252583_253105	252583	253105	+	Amidohydrolase	
cds253101_253461	253101	253461	+	Amidohydrolase	
cds253484_253643	253484	253643	-	hypothetical protein	
cds253642_254056	253642	254056	-	hypothetical protein	
cds254036_254486	254036	254486	-	Iron(III) dicitrate transport system, periplasmic iron-binding protein FecB (TC 3.A.1.14.1)	
cds254628_254865	254628	254865	-	Iron(III) dicitrate transport system, periplasmic iron-binding protein FecB (TC 3.A.1.14.1)	
cds255014_255803	255014	255803	+	ABC transporter, ATP-binding protein (cluster 8, B12/iron complex)	
cds255983_256469	255983	256469	-	YgfD: protein that forms a complex with the methylmalonyl-CoA mutase in a pathway for conversion of succinyl-CoA to propionyl-CoA	
cds256499_256922	256499	256922	-	YgfD: protein that forms a complex with the methylmalonyl-CoA mutase in a pathway for conversion of succinyl-CoA to propionyl-CoA	
cds256934_257186	256934	257186	-	Methylmalonyl-CoA mutase large subunit, MutB (EC 5.4.99.2)	
cds257282_257615	257282	257615	-	Methylmalonyl-CoA mutase large subunit, MutB (EC 5.4.99.2)	
cds257584_259195	257584	259195	-	Methylmalonyl-CoA mutase large subunit, MutB (EC 5.4.99.2)	
cds259194_259704	259194	259704	-	Methylmalonyl-CoA mutase small subunit, MutA (EC 5.4.99.2)	
cds259693_260119	259693	260119	-	Methylmalonyl-CoA mutase small subunit, MutA (EC 5.4.99.2)	
cds260115_260286	260115	260286	-	Methylmalonyl-CoA mutase small subunit, MutA (EC 5.4.99.2)	
cds260303_260450	260303	260450	-	Methylmalonyl-CoA mutase small subunit, MutA (EC 5.4.99.2)	
cds260487_260778	260487	260778	-	Methylmalonyl-CoA mutase small subunit, MutA (EC 5.4.99.2)	
cds261065_261185	261065	261185	-	hypothetical protein	
cds261322_261436	261322	261436	+	hypothetical protein	
cds261479_261977	261479	261977	+	hypothetical protein	
cds261984_262698	261984	262698	+	Protein tyrosine/serine phosphatase	
cds262794_263106	262794	263106	-	hypothetical protein	
cds263413_264013	263413	264013	-	putative secreted protein	
cds264210_265167	264210	265167	+	hypothetical protein	
cds265167_265554	265167	265554	-	FIG01122052: hypothetical protein	
cds265837_266269	265837	266269	+	Integral membrane protein	
cds266276_266897	266276	266897	-	hydroxylase	
cds267744_268110	267744	268110	-	Integral membrane protein	
cds268216_268420	268216	268420	-	Secreted protein	
cds268585_268774	268585	268774	-	hypothetical protein	
cds268858_269047	268858	269047	+	hypothetical protein	
cds269114_269675	269114	269675	+	Periplasmic aromatic aldehyde oxidoreductase, iron-sulfur subunit YagT	
cds269792_270671	269792	270671	+	Periplasmic aromatic aldehyde oxidoreductase, FAD binding subunit YagS	
cds270778_272134	270778	272134	+	Periplasmic aromatic aldehyde oxidoreductase, molybdenum binding subunit YagR	


Significant hits: 
1. NZ_NNBN01000003	Streptomyces sp. CB02613 scaffold3, whole genome shotgun sequence
2. NZ_KZ819154	Streptomyces sp. CS014 scaffold00001, whole genome shotgun sequence
3. NZ_CP010833	Streptomyces sp. Tue 6075 strain Tue6075 chromosome, complete genome
4. NZ_KZ819182	Streptomyces sp. CS147 scaffold00001, whole genome shotgun sequence
5. NZ_CP013738	Streptomyces globisporus C-1027 chromosome, complete genome
6. NZ_LIXK01000006	Streptomyces sp. CB02130 scaffold6, whole genome shotgun sequence
7. NZ_KZ268499	Streptomyces sp. SS07 Scaffold1, whole genome shotgun sequence
8. NZ_KZ819178	Streptomyces sp. CS131 scaffold00001, whole genome shotgun sequence
9. NZ_WWGL01000026	Streptomyces sp. SID8369 SID8369.c26, whole genome shotgun sequence
10. NZ_KZ679082	Streptomyces sp. CS149 scaffold00001, whole genome shotgun sequence
11. NZ_CP020570	Streptomyces violaceoruber strain S21 chromosome, complete genome
12. NZ_LIPC01000004	Streptomyces sp. TSRI0445 scaffold4, whole genome shotgun sequence
13. NZ_CP029361	Streptomyces globisporus strain TFH56 chromosome, complete genome
14. NZ_BDHJ01000016	Streptomyces sp. NBRC 110465, whole genome shotgun sequence
15. NZ_GL877172	Streptomyces sp. ACT-1 strain XylebKG-1 scaffold_1, whole genome shotgun sequence
16. NC_010572	Streptomyces griseus subsp. griseus NBRC 13350, complete genome
17. NZ_FLTQ01000049	Streptomyces sp. MnatMP-M77, whole genome shotgun sequence
18. NZ_KB898992	Streptomyces sp. CNB091 D581DRAFT_scaffold00003.3, whole genome shotgun sequence
19. NZ_KZ195572	Streptomyces sp. CS057 scaffold00001, whole genome shotgun sequence
20. NC_021177	Streptomyces fulvissimus DSM 40593, complete sequence
21. NZ_CP011522	Streptomyces sp. CFMR 7 strain CFMR-7 chromosome, complete genome
22. NZ_LZRD01000012	Streptomyces sp. PTY087I2 A3Q37_contig000012, whole genome shotgun sequence
23. NZ_CP024957	Streptomyces cavourensis strain 1AS2a chromosome, complete genome
24. NZ_CP029378	Streptomyces bacillaris strain ATCC 15855 chromosome, complete genome
25. NZ_LACR01000016	Streptomyces sp. Ncost-T6T-1 YW5DRAFT_scaffold_12.13_C, whole genome shotgun sequence
26. NZ_CP020563	Kitasatospora albolonga strain YIM 101047 chromosome, complete genome
27. NZ_CM003601	Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence
28. NZ_LIPE01000007	Streptomyces sp. TSRI0395 scaffold7, whole genome shotgun sequence
29. NZ_ML123119	Streptomyces sp. ADI98-10 scaffold003, whole genome shotgun sequence
30. NZ_KZ819160	Streptomyces sp. CS090A Scaffold00002, whole genome shotgun sequence
31. NZ_WWGS01000014	Streptomyces sp. SID8359 SID8359.c14, whole genome shotgun sequence
32. NZ_CP030930	Streptomyces cavourensis strain TJ430 chromosome, complete genome
33. NZ_KL647090	Streptomyces sp. NRRL S-623 Doro1_scaffold1, whole genome shotgun sequence
34. NZ_WWGV01000024	Streptomyces sp. SID8356 SID8356.c24, whole genome shotgun sequence
35. NZ_CP054926	Streptomyces fulvissimus strain NA06532 chromosome, complete genome
36. NZ_LZQS01000004	Streptomyces sp. IB2014 011-1 STIB_4, whole genome shotgun sequence
37. NZ_WUEJ01000007	Streptomyces sp. YIM 132580 Scaffold7, whole genome shotgun sequence
38. NZ_CP032543	Streptomyces griseus subsp. griseus strain ATCC 13273 chromosome, complete genome
39. NZ_CP015362	Streptomyces sp. S8 chromosome, complete genome
40. NZ_LACR01000013	Streptomyces sp. Ncost-T6T-1 YW5DRAFT_scaffold_9.10_C, whole genome shotgun sequence
41. NZ_CP025511	Streptomyces sp. DUT11 chromosome
42. NZ_KB898227	Streptomyces sp. CNY228 D330DRAFT_scaffold00007.7, whole genome shotgun sequence
43. NZ_CP045803	Streptomyces rimosus R6-500 chromosome
44. NZ_AZYD01000013	Streptomyces sp. LaPpAH-201 K372DRAFT_scaffold00002.2, whole genome shotgun sequence
45. NZ_CP022685	Streptomyces formicae strain KY5 chromosome, complete genome
46. NZ_WWJR01000072	Streptomyces sp. SID4913 SID4913.c72, whole genome shotgun sequence
47. NZ_CM003601	Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence
48. NZ_CP023699	Streptomyces kanamyceticus strain ATCC 12853 chromosome, complete genome
49. NZ_LIPE01000007	Streptomyces sp. TSRI0395 scaffold7, whole genome shotgun sequence
50. NZ_SLXR01000007	Streptomyces sp. BK438 Ga0307687_107, whole genome shotgun sequence


Details:

>>
1. NZ_NNBN01000003
Source: Streptomyces sp. CB02613 scaffold3, whole genome shotgun sequence
Type: NRPS
Number of proteins with BLAST hits to this cluster: 117
Cumulative BLAST score: 40444

Table of genes, locations, strands and annotations of subject cluster:
CG717_RS08415	CG717_RS08415	228447	229650	+	energy-coupling_factor_transporter_transmembrane_protein_EcfT
CG717_RS08525	CG717_RS08525	268756	269481	-	response_regulator

Table of Blast hits (query gene, subject gene, %identity, blast score, %coverage, e-value):
cds171364_171739	CG717_RS08565	98	239	100.0	1.5e-61
cds171964_173398	CG717_RS08560	88	711	100.0	5e-203
cds173429_173693	CG717_RS08555	98	114	62.06896551724138	6.5e-24
cds175052_175928	CG717_RS08550	100	276	46.391752577319586	3.3e-72
cds176016_176280	CG717_RS08550	97	170	98.85057471264368	9.9e-41
cds177033_177555	CG717_RS08540	90	242	79.1907514450867	3.1e-62
cds177551_177977	CG717_RS08535	98	278	100.0	4.2e-73
cds178209_178971	CG717_RS08530	100	510	100.0	9e-143
cds179062_180793	CG717_RS08525	98	485	42.01388888888889	9.2e-135
cds179062_180793	CG717_RS08520	99	399	37.67361111111111	6.6e-109
cds180783_180999	CG717_RS08520	99	151	100.0	3e-35
cds180979_182014	CG717_RS08515	99	666	100.0	1.3e-189
cds183001_183619	CG717_RS08510	95	381	99.51219512195122	5.1e-104
cds183608_183833	CG717_RS08510	93	139	100.0	1.2e-31
cds184060_185008	CG717_RS08505	99	584	100.0	6.1e-165
cds184060_185008	CG717_RS08340	46	196	87.93650793650794	3.6e-48
cds185004_185181	CG717_RS08500	97	77	65.51724137931035	4.5e-13
cds185231_186122	CG717_RS08500	99	494	100.0	7.8e-138
cds185231_186122	CG717_RS08340	36	150	97.97297297297297	2.8e-34
cds185231_186122	CG717_RS08505	31	97	99.66216216216216	1.6e-18
cds186158_187088	CG717_RS08495	100	552	90.61488673139159	3.3e-155
cds186158_187088	CG717_RS08305	51	268	81.55339805825243	7.3e-70
cds187176_187524	CG717_RS08490	93	207	95.65217391304348	7.4e-52
cds187520_188021	CG717_RS08490	62	104	56.024096385542165	7.5e-21
cds188278_189406	CG717_RS08485	74	477	103.2	1.3e-132
cds189384_190614	CG717_RS08485	77	283	52.567237163814184	3.8e-74
cds189384_190614	CG717_RS08480	57	118	30.56234718826406	1.6e-24
cds190646_192698	CG717_RS08480	99	1270	95.16837481698389	0.0
cds192664_195802	CG717_RS08480	74	1391	102.29665071770336	0.0
cds195872_196319	CG717_RS08480	77	193	95.27027027027027	1.9e-47
cds195872_196319	CG717_RS08320	45	98	91.8918918918919	4.8e-19
cds196302_196698	CG717_RS08480	81	184	93.89312977099237	7.6e-45
cds198075_198762	CG717_RS08480	98	394	85.96491228070175	6.5e-108
cds198824_199829	CG717_RS08480	96	634	99.40119760479041	5.5e-180
cds200501_201116	CG717_RS08480	100	403	100.0	1.6e-110
cds200501_201116	CG717_RS08320	44	139	98.52941176470588	3.4e-31
cds201121_202171	CG717_RS08475	89	524	99.14040114613181	1.1e-146
cds202631_203288	CG717_RS08470	98	272	62.38532110091744	3.6e-71
cds202631_203288	CG717_RS08335	33	56	60.550458715596335	5.2e-06
cds203379_203955	CG717_RS08470	86	312	91.62303664921467	2.7e-83
cds204109_204457	CG717_RS08465	96	109	48.69565217391305	2.7e-22
cds204895_205387	CG717_RS08460	77	205	91.41104294478528	3.1e-51
cds205803_206001	CG717_RS08460	95	121	100.0	3e-26
cds206192_207305	CG717_RS08455	98	750	100.0	9.9e-215
cds207301_207601	CG717_RS08455	89	110	55.55555555555556	8.1e-23
cds207602_208382	CG717_RS08455	97	232	44.01544401544402	3.7e-59
cds207602_208382	CG717_RS08450	54	139	50.19305019305019	5.6e-31
cds208646_210095	CG717_RS08450	94	525	56.22406639004149	3.9e-147
cds208646_210095	CG717_RS08455	59	138	22.821576763485478	2.3e-30
cds210105_210465	CG717_RS08450	100	264	100.0	4e-69
cds210534_211080	CG717_RS08445	76	259	97.79005524861878	2.6e-67
cds211762_212215	CG717_RS08440	99	288	100.0	4.3e-76
cds212211_212856	CG717_RS08435	87	312	86.44859813084112	4e-83
cds213222_213774	CG717_RS08435	97	180	52.459016393442624	2e-43
cds214406_214613	CG717_RS08430	96	128	100.0	2e-28
cds214666_215854	CG717_RS08430	38	101	93.67088607594937	2e-19
cds215850_216066	CG717_RS08430	96	135	95.77464788732394	2.2e-30
cds216127_216967	CG717_RS08425	87	334	72.04301075268818	7.5e-90
cds217049_217232	CG717_RS08425	95	115	100.0	2e-24
cds217228_217954	CG717_RS08420	98	438	100.0	5.4e-121
cds217228_217954	CG717_RS08305	31	66	101.65975103734439	4.3e-09
cds217953_220110	CG717_RS08420	88	525	43.73259052924791	5.9e-147
cds217953_220110	CG717_RS08415	59	324	58.35654596100278	2.6e-86
cds220279_221020	CG717_RS08410	100	408	77.64227642276423	6.1e-112
cds220279_221020	CG717_RS08405	58	207	64.63414634146342	1.6e-51
cds221041_222457	CG717_RS08405	97	535	65.81740976645435	4.9e-150
cds222714_223824	CG717_RS08405	94	493	70.46070460704607	2.2e-137
cds222714_223824	CG717_RS08410	55	200	48.23848238482385	3.8e-49
cds224397_224976	CG717_RS08400	86	181	64.58333333333334	7.3e-44
cds225117_225858	CG717_RS08400	94	419	100.0	2e-115
cds225883_226669	CG717_RS08395	99	543	100.0	1.3e-152
cds227742_229110	CG717_RS08390	100	436	48.57142857142857	3.9e-120
cds229106_229418	CG717_RS08385	79	115	88.3495145631068	2.6e-24
cds229408_230695	CG717_RS08385	71	556	103.27102803738318	2.4e-156
cds230691_231603	CG717_RS08380	96	464	85.47854785478548	6.8e-129
cds231755_232199	CG717_RS08375	79	170	72.10884353741497	1.3e-40
cds232171_232891	CG717_RS08375	74	327	100.0	7.8e-88
cds233128_233752	CG717_RS08370	95	376	95.65217391304348	1.7e-102
cds233796_234855	CG717_RS08370	98	296	40.340909090909086	3.7e-78
cds234876_235083	CG717_RS08365	98	118	83.82352941176471	2e-25
cds235113_235527	CG717_RS08360	71	168	102.18978102189782	5.9e-40
cds235775_235892	CG717_RS08355	95	74	100.0	3.2e-12
cds235929_237036	CG717_RS08355	51	294	101.63043478260869	1.1e-77
cds237075_237771	CG717_RS08350	92	187	45.887445887445885	1.6e-45
cds237787_238228	CG717_RS08350	99	212	73.28767123287672	3.8e-53
cds238287_238476	CG717_RS08350	97	118	98.38709677419355	3.2e-25
cds238714_239545	CG717_RS08345	99	518	100.0	4.7e-145
cds239687_240509	CG717_RS08340	100	297	59.70695970695971	1.7e-78
cds239687_240509	CG717_RS08505	45	118	60.07326007326007	1.4e-24
cds240803_243068	CG717_RS08340	99	492	41.644562334217504	9.9e-137
cds240803_243068	CG717_RS08335	76	384	36.60477453580902	2.9e-104
cds243064_243250	CG717_RS08335	98	128	100.0	2.3e-28
cds243342_244737	CG717_RS08330	100	877	100.21551724137932	5.1e-253
cds244790_245018	CG717_RS08325	100	146	86.66666666666667	1e-33
cds245023_245677	CG717_RS08320	99	361	84.33179723502305	7.6e-98
cds245746_246646	CG717_RS08320	91	519	100.66889632107024	3e-145
cds246642_247110	CG717_RS08320	97	156	47.74193548387097	2.6e-36
cds246642_247110	CG717_RS08480	54	87	47.74193548387097	1.2e-15
cds247106_247340	CG717_RS08320	96	137	89.6103896103896	4.8e-31
cds247309_248065	CG717_RS08320	98	440	92.82868525896414	8.7e-122
cds248078_248771	CG717_RS08320	90	298	75.21739130434783	4.9e-79
cds248863_249634	CG717_RS08320	99	200	39.84375	2.6e-49
cds249772_249988	CG717_RS08320	92	136	100.0	7.6e-31
cds250002_250569	CG717_RS08320	97	359	96.80851063829788	1.9e-97
cds250002_250569	CG717_RS08480	46	137	72.3404255319149	1.5e-30
cds250559_250676	CG717_RS08320	100	60	81.57894736842105	4.8e-08
cds251366_251810	CG717_RS08320	100	267	95.91836734693877	5.9e-70
cds251847_252297	CG717_RS08320	89	260	100.0	1.2e-67
cds252583_253105	CG717_RS08315	66	160	90.7514450867052	2e-37
cds253101_253461	CG717_RS08315	100	171	68.0672268907563	3.6e-41
cds254036_254486	CG717_RS08310	92	141	51.006711409395976	6.5e-32
cds254628_254865	CG717_RS08310	77	90	93.58974358974359	8.9e-17
cds255014_255803	CG717_RS08305	97	493	100.38167938931298	1.2e-137
cds255014_255803	CG717_RS08495	50	259	96.18320610687023	3.7e-67
cds255983_256469	CG717_RS08300	83	147	60.86956521739131	9.7e-34
cds256499_256922	CG717_RS08300	98	100	37.142857142857146	1.2e-19
cds256934_257186	CG717_RS08295	69	104	107.2289156626506	4.9e-21
cds257282_257615	CG717_RS08295	97	136	65.45454545454545	2e-30
cds257584_259195	CG717_RS08295	97	841	81.15671641791045	6.2e-242
cds257584_259195	CG717_RS08290	34	174	75.18656716417911	2.5e-41
cds259194_259704	CG717_RS08290	86	251	100.0	6.6e-65
cds259693_260119	CG717_RS08290	77	166	87.94326241134752	1.8e-39
cds260115_260286	CG717_RS08290	62	57	98.21428571428571	6e-07
cds260303_260450	CG717_RS08290	86	72	75.0	1.6e-11
cds260487_260778	CG717_RS08290	94	163	90.625	1e-38
cds261479_261977	CG717_RS08285	99	147	45.45454545454545	1.3e-33
cds261984_262698	CG717_RS08280	99	464	100.0	5.3e-129
cds262794_263106	CG717_RS08275	96	193	100.0	1.3e-47
cds263413_264013	CG717_RS08270	98	314	80.90452261306532	7.4e-84
cds264210_265167	CG717_RS08260	99	317	50.314465408805034	1.4e-84
cds264210_265167	CG717_RS08265	100	266	40.56603773584906	3.7e-69
cds265167_265554	CG717_RS08255	93	66	21.875	2.3e-09
cds265837_266269	CG717_RS08250	91	246	102.09790209790211	1.4e-63
cds266276_266897	CG717_RS08245	99	411	100.0	3.5e-113
cds267744_268110	CG717_RS08240	86	192	100.0	2e-47
cds268216_268420	CG717_RS08235	100	98	85.07462686567165	2.2e-19
cds268858_269047	CG717_RS08230	97	121	100.0	2.9e-26
cds269114_269675	CG717_RS08225	68	219	102.15053763440861	2.3e-55
cds269792_270671	CG717_RS08220	99	555	98.28767123287672	3.7e-156



>>
2. NZ_KZ819154
Source: Streptomyces sp. CS014 scaffold00001, whole genome shotgun sequence
Type: NRPS
Number of proteins with BLAST hits to this cluster: 116
Cumulative BLAST score: 39962

Table of genes, locations, strands and annotations of subject cluster:
DBP12_RS33750	DBP12_RS33750	7564209	7564670	+	hypothetical_protein

Table of Blast hits (query gene, subject gene, %identity, blast score, %coverage, e-value):
cds171364_171739	DBP12_RS33730	95	231	102.41935483870968	4e-59
cds171964_173398	DBP12_RS33735	85	712	100.0	2.2e-203
cds173429_173693	DBP12_RS33740	95	150	93.10344827586206	8.1e-35
cds175052_175928	DBP12_RS33745	97	267	46.391752577319586	1.5e-69
cds176016_176280	DBP12_RS33745	93	165	98.85057471264368	3.2e-39
cds176538_176847	DBP12_RS33750	94	155	79.41176470588235	3.9e-36
cds177033_177555	DBP12_RS33755	92	250	79.1907514450867	1.1e-64
cds177551_177977	DBP12_RS33760	97	275	100.0	3.5e-72
cds178209_178971	DBP12_RS33765	99	506	100.0	1.3e-141
cds179062_180793	DBP12_RS33770	89	464	45.3125	1.7e-128
cds179062_180793	DBP12_RS33775	98	393	37.67361111111111	3.6e-107
cds180783_180999	DBP12_RS33775	99	151	100.0	3e-35
cds180979_182014	DBP12_RS33780	95	659	100.0	2.1e-187
cds183001_183619	DBP12_RS33785	94	375	99.51219512195122	2.8e-102
cds183608_183833	DBP12_RS33785	89	133	97.2972972972973	6.7e-30
cds184060_185008	DBP12_RS33790	99	582	100.0	1.8e-164
cds184060_185008	DBP12_RS33955	43	197	97.77777777777777	1.6e-48
cds184060_185008	DBP12_RS33795	31	95	92.06349206349206	8.6e-18
cds185004_185181	DBP12_RS33795	95	74	65.51724137931035	3.8e-12
cds185231_186122	DBP12_RS33795	99	495	100.0	4.6e-138
cds185231_186122	DBP12_RS33955	36	150	97.97297297297297	2.1e-34
cds185231_186122	DBP12_RS33790	31	97	99.66216216216216	1.6e-18
cds186158_187088	DBP12_RS33800	99	547	90.61488673139159	6.2e-154
cds186158_187088	DBP12_RS33990	51	271	81.55339805825243	1.1e-70
cds187176_187524	DBP12_RS33805	92	204	95.65217391304348	6.3e-51
cds187520_188021	DBP12_RS33805	65	107	56.024096385542165	1.2e-21
cds188278_189406	DBP12_RS33810	73	469	103.2	2.6e-130
cds189384_190614	DBP12_RS33810	75	281	56.234718826405874	1.1e-73
cds189384_190614	DBP12_RS33815	56	114	30.80684596577017	3e-23
cds190646_192698	DBP12_RS33815	98	1265	95.16837481698389	0.0
